Sample Count,Green1 Count,Green2 Count,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Heart Rate (bpm),HR Confidence (%),Activity
61,158504,138699,-0.909,0.353,-0.238,59,0,REST
62,158389,138590,-0.909,0.353,-0.239,59,0,REST
63,158264,138508,-0.909,0.352,-0.239,59,0,REST
64,158170,138420,-0.907,0.352,-0.239,59,0,REST
65,158081,138293,-0.907,0.352,-0.24,59,0,REST
66,158011,138134,-0.906,0.353,-0.241,59,0,REST
67,157965,137963,-0.907,0.353,-0.242,59,0,REST
68,157817,137767,-0.908,0.353,-0.242,59,0,REST
69,157544,137537,-0.909,0.351,-0.242,59,0,REST
70,157267,137305,-0.908,0.351,-0.242,59,0,REST
71,157072,137075,-0.907,0.352,-0.243,59,0,REST
72,156906,136878,-0.907,0.352,-0.244,59,0,REST
73,156846,136703,-0.907,0.352,-0.245,59,0,REST
74,156795,136541,-0.907,0.352,-0.245,59,0,REST
75,156765,136420,-0.907,0.352,-0.244,59,0,REST
76,156719,136303,-0.907,0.352,-0.244,59,0,REST
77,156724,136175,-0.907,0.352,-0.243,59,0,REST
78,156755,136052,-0.907,0.352,-0.243,59,0,REST
79,156803,135994,-0.907,0.349,-0.243,59,0,REST
80,156890,135898,-0.907,0.349,-0.243,59,0,REST
81,156950,135793,-0.907,0.349,-0.243,59,0,REST
82,157042,135756,-0.908,0.35,-0.242,59,0,REST
83,157128,135709,-0.907,0.352,-0.242,59,0,REST
84,157249,135636,-0.907,0.352,-0.243,59,0,REST
85,157393,135540,-0.908,0.35,-0.242,59,0,REST
86,157406,135422,-0.909,0.348,-0.241,59,0,REST
87,157313,135230,-0.91,0.347,-0.24,59,0,REST
88,157142,135061,-0.909,0.348,-0.24,59,0,REST
89,157024,134882,-0.908,0.347,-0.239,59,0,REST
90,156955,134770,-0.909,0.347,-0.24,59,0,REST
91,156940,134624,-0.909,0.348,-0.239,59,0,REST
92,156956,134517,-0.909,0.349,-0.238,59,0,REST
93,156939,134412,-0.909,0.348,-0.237,59,0,REST
94,156949,134367,-0.91,0.346,-0.237,59,0,REST
95,156970,134310,-0.909,0.346,-0.238,59,0,REST
96,157003,134265,-0.909,0.347,-0.237,59,0,REST
97,157059,134264,-0.909,0.347,-0.238,59,0,REST
98,157107,134279,-0.909,0.347,-0.238,59,0,REST
99,157202,134297,-0.909,0.347,-0.238,59,0,REST
100,157272,134329,-0.909,0.345,-0.238,59,0,REST
101,157382,134330,-0.909,0.345,-0.238,59,0,REST
102,157489,134321,-0.909,0.346,-0.238,59,0,REST
103,157599,134303,-0.909,0.347,-0.239,59,0,REST
104,157739,134287,-0.909,0.346,-0.238,59,0,REST
105,157740,134222,-0.909,0.346,-0.237,59,0,REST
106,157656,134101,-0.91,0.346,-0.238,59,0,REST
107,157541,133974,-0.91,0.346,-0.237,59,0,REST
108,157438,133873,-0.909,0.346,-0.237,59,0,REST
109,157389,133824,-0.909,0.346,-0.237,59,0,REST
110,157372,133785,-0.909,0.347,-0.238,60,0,REST
111,157381,133753,-0.909,0.347,-0.237,60,0,REST
112,157434,133746,-0.909,0.345,-0.236,60,0,REST
113,157452,133748,-0.91,0.346,-0.236,60,0,REST
114,157491,133732,-0.909,0.347,-0.236,60,0,REST
115,157564,133732,-0.909,0.347,-0.236,60,0,REST
116,157667,133759,-0.91,0.346,-0.237,60,0,REST
117,157774,133777,-0.909,0.346,-0.237,60,0,REST
118,157878,133824,-0.909,0.345,-0.237,60,0,REST
119,158034,133849,-0.909,0.345,-0.237,60,0,REST
120,158146,133891,-0.909,0.345,-0.236,60,0,REST
121,158296,133903,-0.91,0.345,-0.236,60,0,REST
122,158455,133932,-0.91,0.346,-0.236,60,0,REST
123,158580,133953,-0.91,0.345,-0.235,60,0,REST
124,158620,133953,-0.91,0.344,-0.235,60,0,REST
125,158582,133866,-0.911,0.343,-0.236,60,0,REST
126,158477,133765,-0.911,0.343,-0.236,60,0,REST
127,158440,133658,-0.91,0.345,-0.235,60,0,REST
128,158419,133600,-0.91,0.345,-0.235,60,0,REST
129,158454,133617,-0.91,0.344,-0.235,60,0,REST
130,158505,133579,-0.911,0.345,-0.235,60,0,REST
131,158557,133582,-0.911,0.344,-0.235,60,0,REST
132,158607,133597,-0.911,0.343,-0.234,60,0,REST
133,158667,133598,-0.91,0.344,-0.234,60,0,REST
134,158784,133608,-0.91,0.345,-0.234,60,0,REST
135,158891,133630,-0.911,0.343,-0.234,60,0,REST
136,158997,133673,-0.911,0.343,-0.234,60,0,REST
137,159148,133723,-0.911,0.343,-0.234,60,0,REST
138,159266,133762,-0.91,0.345,-0.234,60,0,REST
139,159416,133806,-0.91,0.345,-0.234,60,0,REST
140,159558,133806,-0.91,0.343,-0.233,60,0,REST
141,159706,133868,-0.911,0.341,-0.233,60,0,REST
142,159839,133888,-0.911,0.341,-0.234,60,0,REST
143,159983,133949,-0.911,0.343,-0.234,60,0,REST
144,160043,133988,-0.911,0.343,-0.233,60,0,REST
145,160005,133967,-0.912,0.344,-0.233,60,0,REST
146,159984,133929,-0.912,0.345,-0.234,60,0,REST
147,159953,133911,-0.911,0.344,-0.234,60,0,REST
148,159956,133924,-0.91,0.344,-0.234,60,0,REST
149,160043,133931,-0.909,0.346,-0.235,60,0,REST
150,160108,133925,-0.91,0.346,-0.234,60,0,REST
151,160193,133948,-0.91,0.345,-0.233,60,0,REST
152,160268,134001,-0.911,0.345,-0.233,60,0,REST
153,160335,134054,-0.911,0.346,-0.233,60,0,REST
154,160436,134129,-0.911,0.346,-0.233,60,0,REST
155,160543,134179,-0.911,0.345,-0.233,60,0,REST
156,160663,134256,-0.911,0.344,-0.234,60,0,REST
157,160780,134340,-0.91,0.345,-0.233,60,0,REST
158,160907,134419,-0.91,0.345,-0.233,60,0,REST
159,161060,134482,-0.91,0.345,-0.233,60,0,REST
160,161195,134526,-0.91,0.346,-0.233,60,0,REST
161,161335,134576,-0.91,0.345,-0.232,60,0,REST
162,161462,134617,-0.91,0.345,-0.233,60,0,REST
163,161581,134657,-0.911,0.345,-0.233,60,0,REST
164,161628,134687,-0.911,0.345,-0.232,60,0,REST
165,161588,134679,-0.911,0.345,-0.232,60,0,REST
166,161565,134667,-0.911,0.345,-0.232,60,0,REST
167,161524,134636,-0.91,0.346,-0.233,60,0,REST
168,161542,134660,-0.91,0.346,-0.233,60,0,REST
169,161583,134662,-0.91,0.345,-0.233,60,0,REST
170,161636,134685,-0.91,0.346,-0.233,60,0,REST
171,161684,134679,-0.911,0.346,-0.232,60,0,REST
172,161737,134741,-0.911,0.345,-0.232,60,0,REST
173,161811,134792,-0.911,0.345,-0.232,60,0,REST
174,161902,134844,-0.911,0.346,-0.232,60,0,REST
175,161987,134895,-0.911,0.346,-0.232,60,0,REST
176,162101,134935,-0.911,0.347,-0.232,60,0,REST
177,162178,134968,-0.91,0.346,-0.233,60,0,REST
178,162286,135015,-0.91,0.345,-0.233,60,0,REST
179,162418,135031,-0.91,0.345,-0.233,60,0,REST
180,162533,135045,-0.91,0.346,-0.232,60,0,REST
181,162672,135054,-0.91,0.346,-0.232,60,0,REST
182,162785,135105,-0.911,0.346,-0.232,60,0,REST
183,162921,135142,-0.91,0.346,-0.231,60,0,REST
184,162967,135167,-0.91,0.346,-0.23,60,0,REST
185,162957,135158,-0.911,0.345,-0.23,60,0,REST
186,162905,135138,-0.912,0.345,-0.231,61,0,REST
187,162885,135114,-0.911,0.345,-0.231,61,0,REST
188,162933,135127,-0.91,0.346,-0.231,61,0,REST
189,162991,135146,-0.91,0.347,-0.232,61,0,REST
190,163089,135195,-0.91,0.347,-0.232,61,0,REST
191,163146,135270,-0.911,0.345,-0.231,61,0,REST
192,163210,135367,-0.911,0.344,-0.231,61,0,REST
193,163266,135451,-0.911,0.345,-0.231,61,0,REST
194,163341,135508,-0.911,0.345,-0.231,61,0,REST
195,163409,135591,-0.91,0.345,-0.231,61,0,REST
196,163479,135707,-0.91,0.346,-0.232,61,0,REST
197,163551,135820,-0.91,0.345,-0.233,61,0,REST
198,163611,135919,-0.91,0.345,-0.234,61,0,REST
199,163704,135998,-0.91,0.346,-0.234,61,0,REST
200,163762,136077,-0.91,0.347,-0.234,61,0,REST
201,163838,136147,-0.91,0.347,-0.235,61,0,REST
202,163891,136198,-0.91,0.346,-0.234,61,0,REST
203,163904,136264,-0.91,0.345,-0.234,61,0,REST
204,163868,136282,-0.911,0.345,-0.235,61,0,REST
205,163756,136282,-0.911,0.346,-0.235,61,0,REST
206,163649,136269,-0.91,0.346,-0.235,61,0,REST
207,163608,136297,-0.909,0.346,-0.235,61,0,REST
208,163554,136305,-0.909,0.346,-0.235,61,0,REST
209,163563,136337,-0.909,0.347,-0.234,61,0,REST
210,163532,136340,-0.91,0.346,-0.234,61,0,REST
211,163509,136386,-0.911,0.345,-0.235,61,0,REST
212,163478,136418,-0.91,0.346,-0.235,61,0,REST
213,163510,136440,-0.91,0.347,-0.235,61,0,REST
214,163527,136452,-0.91,0.347,-0.236,61,0,REST
215,163562,136474,-0.91,0.347,-0.236,61,0,REST
216,163647,136510,-0.91,0.345,-0.235,62,0,REST
217,163708,136561,-0.91,0.345,-0.235,62,0,REST
218,163794,136571,-0.91,0.346,-0.234,62,0,REST
219,163880,136583,-0.91,0.347,-0.235,62,0,REST
220,163970,136560,-0.91,0.345,-0.234,62,0,REST
221,164075,136599,-0.911,0.344,-0.233,62,0,REST
222,164077,136614,-0.912,0.345,-0.232,62,0,REST
223,164028,136593,-0.912,0.345,-0.233,62,0,REST
224,163962,136579,-0.911,0.346,-0.232,62,0,REST
225,163924,136558,-0.91,0.346,-0.232,62,0,REST
226,163920,136547,-0.911,0.346,-0.233,62,0,REST
227,163915,136519,-0.911,0.346,-0.232,62,0,REST
228,163947,136523,-0.911,0.347,-0.23,62,0,REST
229,163949,136524,-0.911,0.347,-0.23,62,0,REST
230,163911,136548,-0.912,0.346,-0.229,62,0,REST
231,163919,136550,-0.912,0.346,-0.229,62,0,REST
232,163926,136550,-0.912,0.346,-0.23,62,0,REST
233,163946,136558,-0.912,0.346,-0.229,62,0,REST
234,163949,136593,-0.912,0.347,-0.228,62,0,REST
235,163949,136629,-0.912,0.346,-0.228,62,0,REST
236,163962,136642,-0.911,0.345,-0.228,62,0,REST
237,163983,136625,-0.911,0.345,-0.228,62,0,REST
238,164011,136603,-0.911,0.346,-0.227,62,0,REST
239,164053,136583,-0.911,0.346,-0.226,62,0,REST
240,164044,136562,-0.912,0.345,-0.226,63,0,REST
241,163965,136507,-0.914,0.344,-0.226,63,0,REST
242,163857,136476,-0.914,0.344,-0.226,63,0,REST
243,163735,136438,-0.913,0.345,-0.226,63,0,REST
244,163686,136408,-0.911,0.347,-0.227,63,0,REST
245,163637,136376,-0.911,0.347,-0.228,63,0,REST
246,163645,136347,-0.911,0.346,-0.228,63,0,REST
247,163622,136285,-0.911,0.346,-0.226,63,0,REST
248,163614,136287,-0.912,0.345,-0.226,63,0,REST
249,163598,136317,-0.913,0.345,-0.226,63,0,REST
250,163591,136339,-0.913,0.345,-0.227,63,0,REST
251,163642,136359,-0.913,0.344,-0.228,63,0,REST
252,163676,136386,-0.913,0.345,-0.228,63,0,REST
253,163731,136426,-0.913,0.346,-0.227,63,0,REST
254,163778,136471,-0.912,0.346,-0.227,63,0,REST
255,163806,136498,-0.911,0.345,-0.227,63,0,REST
256,163903,136506,-0.911,0.345,-0.227,63,0,REST
257,163970,136520,-0.912,0.346,-0.227,63,0,REST
258,164053,136502,-0.913,0.345,-0.226,63,0,REST
259,164054,136519,-0.913,0.344,-0.225,63,0,REST
260,163971,136529,-0.914,0.344,-0.226,63,0,REST
261,163868,136498,-0.914,0.345,-0.227,63,0,REST
262,163765,136430,-0.912,0.345,-0.226,63,0,REST
263,163693,136418,-0.911,0.346,-0.226,64,0,REST
264,163646,136389,-0.911,0.345,-0.227,64,0,REST
265,163610,136350,-0.91,0.345,-0.226,64,0,REST
266,163570,136331,-0.911,0.345,-0.225,64,0,REST
267,163522,136363,-0.913,0.345,-0.225,64,0,REST
268,163483,136397,-0.913,0.346,-0.225,64,0,REST
269,163444,136426,-0.912,0.346,-0.226,64,0,REST
270,163413,136455,-0.912,0.346,-0.227,64,0,REST
271,163410,136504,-0.912,0.346,-0.227,64,0,REST
272,163395,136508,-0.911,0.346,-0.226,64,0,REST
273,163411,136536,-0.911,0.347,-0.227,64,0,REST
274,163426,136523,-0.911,0.348,-0.227,64,0,REST
275,163457,136504,-0.911,0.347,-0.226,64,0,REST
276,163497,136503,-0.912,0.345,-0.226,64,0,REST
277,163548,136516,-0.912,0.345,-0.226,64,0,REST
278,163505,136517,-0.913,0.344,-0.226,64,0,REST
279,163381,136463,-0.913,0.344,-0.227,64,0,REST
280,163259,136415,-0.913,0.344,-0.227,64,0,REST
281,163121,136343,-0.912,0.345,-0.227,64,0,REST
282,163033,136293,-0.911,0.345,-0.227,64,0,REST
283,162954,136258,-0.911,0.345,-0.227,64,0,REST
284,162901,136196,-0.911,0.346,-0.227,64,0,REST
285,162885,136159,-0.912,0.345,-0.226,64,0,REST
286,162853,136176,-0.913,0.343,-0.225,64,0,REST
287,162807,136196,-0.914,0.344,-0.225,65,0,REST
288,162788,136196,-0.913,0.346,-0.225,65,0,REST
289,162781,136221,-0.913,0.346,-0.226,65,0,REST
290,162775,136258,-0.913,0.345,-0.226,65,0,REST
291,162789,136286,-0.913,0.346,-0.226,65,0,REST
292,162791,136299,-0.912,0.345,-0.226,65,0,REST
293,162823,136298,-0.911,0.345,-0.226,65,0,REST
294,162868,136292,-0.911,0.345,-0.226,65,0,REST
295,162898,136304,-0.912,0.345,-0.225,65,0,REST
296,162948,136328,-0.913,0.346,-0.225,65,0,REST
297,162952,136356,-0.912,0.346,-0.225,65,0,REST
298,162827,136253,-0.912,0.346,-0.225,65,0,REST
299,162682,136279,-0.914,0.345,-0.225,65,0,REST
300,162506,136219,-0.913,0.346,-0.226,65,0,REST
301,162391,136181,-0.912,0.346,-0.226,65,0,REST
302,162295,136129,-0.911,0.347,-0.227,65,0,REST
303,162217,136059,-0.911,0.348,-0.226,65,0,REST
304,162178,136038,-0.912,0.346,-0.224,65,0,REST
305,162110,136040,-0.913,0.345,-0.224,65,0,REST
306,162071,136054,-0.913,0.346,-0.224,65,0,REST
307,161996,136038,-0.912,0.347,-0.225,65,0,REST
308,161987,136031,-0.912,0.347,-0.226,65,0,REST
309,161984,136028,-0.911,0.347,-0.225,65,0,REST
310,161966,136064,-0.911,0.347,-0.225,65,0,REST
311,161995,136049,-0.911,0.346,-0.225,65,0,REST
312,162005,136047,-0.911,0.347,-0.225,65,0,REST
313,162055,136023,-0.912,0.347,-0.224,65,0,REST
314,162101,136005,-0.912,0.347,-0.224,66,0,REST
315,162156,136005,-0.913,0.346,-0.225,66,0,REST
316,162241,136024,-0.913,0.346,-0.224,66,0,REST
317,162233,136036,-0.913,0.346,-0.225,66,0,REST
318,162138,135990,-0.913,0.346,-0.226,66,0,REST
319,162053,135940,-0.913,0.347,-0.225,66,0,REST
320,161961,135876,-0.911,0.347,-0.225,66,0,REST
321,161934,135838,-0.912,0.346,-0.226,66,0,REST
322,161903,135817,-0.912,0.347,-0.226,66,0,REST
323,161911,135786,-0.912,0.347,-0.224,66,0,REST
324,161911,135791,-0.913,0.346,-0.224,66,0,REST
325,161903,135824,-0.913,0.345,-0.224,66,0,REST
326,161893,135843,-0.913,0.346,-0.224,66,0,REST
327,161869,135853,-0.912,0.346,-0.225,66,0,REST
328,161880,135886,-0.912,0.346,-0.225,66,0,REST
329,161876,135913,-0.911,0.347,-0.225,66,0,REST
330,161875,135961,-0.911,0.347,-0.225,66,0,REST
331,161909,136025,-0.911,0.345,-0.224,66,0,REST
332,161895,136081,-0.911,0.346,-0.224,66,0,REST
333,161906,136129,-0.911,0.347,-0.225,66,0,REST
334,161897,136172,-0.911,0.347,-0.225,66,0,REST
335,161914,136199,-0.911,0.347,-0.225,66,0,REST
336,161899,136272,-0.911,0.346,-0.226,66,0,REST
337,161780,136221,-0.912,0.347,-0.227,66,0,REST
338,161660,136233,-0.912,0.347,-0.228,66,0,REST
339,161521,136177,-0.911,0.347,-0.228,66,0,REST
340,161440,136153,-0.911,0.347,-0.227,66,0,REST
341,161375,136168,-0.911,0.347,-0.228,66,0,REST
342,161315,136177,-0.91,0.346,-0.229,66,0,REST
343,161299,136188,-0.91,0.346,-0.229,67,0,REST
344,161303,136227,-0.911,0.345,-0.229,67,0,REST
345,161293,136308,-0.911,0.345,-0.229,67,0,REST
346,161267,136367,-0.91,0.346,-0.23,67,0,REST
347,161278,136432,-0.91,0.347,-0.231,67,0,REST
348,161324,136511,-0.91,0.347,-0.232,67,0,REST
349,161387,136584,-0.91,0.347,-0.233,67,0,REST
350,161456,136622,-0.91,0.347,-0.233,67,0,REST
351,161529,136676,-0.909,0.346,-0.233,67,0,REST
352,161661,136700,-0.909,0.347,-0.233,67,0,REST
353,161781,136709,-0.91,0.347,-0.233,67,0,REST
354,161937,136699,-0.91,0.347,-0.232,67,0,REST
355,162076,136744,-0.91,0.346,-0.231,67,0,REST
356,162149,136770,-0.911,0.346,-0.23,67,0,REST
357,162197,136766,-0.911,0.347,-0.231,67,0,REST
358,162201,136748,-0.911,0.348,-0.23,67,0,REST
359,162249,136714,-0.91,0.348,-0.23,67,0,REST
360,162322,136676,-0.91,0.348,-0.231,67,0,REST
361,162408,136683,-0.911,0.348,-0.23,67,0,REST
362,162539,136698,-0.911,0.348,-0.228,67,0,REST
363,162620,136728,-0.911,0.347,-0.228,67,0,REST
364,162724,136772,-0.911,0.347,-0.228,67,0,REST
365,162785,136771,-0.911,0.347,-0.227,67,0,REST
366,162894,136801,-0.911,0.347,-0.227,67,0,REST
367,163014,136836,-0.911,0.348,-0.226,67,0,REST
368,163135,136863,-0.911,0.348,-0.227,67,0,REST
369,163303,136898,-0.911,0.348,-0.226,67,0,REST
370,163436,136936,-0.911,0.348,-0.225,67,0,REST
371,163576,136959,-0.911,0.348,-0.226,67,0,REST
372,163747,136964,-0.912,0.348,-0.225,67,0,REST
373,163891,136978,-0.912,0.347,-0.224,67,0,REST
374,164031,137064,-0.912,0.347,-0.223,68,0,REST
375,164037,137007,-0.912,0.346,-0.223,68,99,REST
376,164014,137002,-0.913,0.346,-0.223,68,99,REST
377,164012,136955,-0.912,0.346,-0.223,68,99,REST
378,164030,136929,-0.911,0.347,-0.223,68,99,REST
379,164085,136931,-0.911,0.347,-0.223,68,99,REST
380,164133,136918,-0.911,0.348,-0.223,68,99,REST
381,164219,136897,-0.912,0.348,-0.222,68,99,REST
382,164281,136914,-0.912,0.346,-0.223,68,99,REST
383,164357,136948,-0.912,0.346,-0.223,68,99,REST
384,164445,136995,-0.911,0.347,-0.223,68,99,REST
385,164547,137037,-0.911,0.347,-0.224,68,99,REST
386,164683,137068,-0.912,0.347,-0.224,68,99,REST
387,164801,137124,-0.912,0.347,-0.224,68,99,REST
388,164939,137159,-0.911,0.346,-0.223,68,99,REST
389,165075,137191,-0.911,0.346,-0.223,68,99,REST
390,165210,137210,-0.911,0.346,-0.223,68,99,REST
391,165404,137242,-0.912,0.346,-0.223,68,99,REST
392,165535,137271,-0.913,0.346,-0.222,68,99,REST
393,165645,137312,-0.912,0.346,-0.221,68,99,REST
394,165651,137311,-0.913,0.346,-0.222,69,99,REST
395,165605,137291,-0.914,0.346,-0.222,69,99,REST
396,165617,137259,-0.912,0.346,-0.222,69,99,REST
397,165623,137255,-0.911,0.346,-0.222,69,99,REST
398,165675,137236,-0.911,0.347,-0.223,69,99,REST
399,165735,137222,-0.912,0.348,-0.223,69,99,REST
400,165781,137229,-0.912,0.348,-0.221,69,99,REST
401,165851,137275,-0.912,0.347,-0.221,69,99,REST
402,165907,137291,-0.912,0.346,-0.222,69,99,REST
403,165982,137329,-0.912,0.346,-0.221,69,99,REST
404,166052,137375,-0.912,0.347,-0.221,69,99,REST
405,166129,137431,-0.912,0.346,-0.222,69,99,REST
406,166213,137492,-0.912,0.347,-0.222,69,99,REST
407,166307,137546,-0.912,0.347,-0.222,69,99,REST
408,166385,137579,-0.912,0.346,-0.222,69,99,REST
409,166513,137601,-0.912,0.346,-0.222,69,99,REST
410,166588,137614,-0.912,0.347,-0.222,69,99,REST
411,166675,137645,-0.912,0.347,-0.221,69,99,REST
412,166709,137682,-0.912,0.347,-0.22,69,99,REST
413,166662,137679,-0.913,0.347,-0.22,69,99,REST
414,166585,137662,-0.913,0.347,-0.221,70,99,REST
415,166500,137619,-0.912,0.347,-0.22,70,99,REST
416,166457,137634,-0.911,0.347,-0.221,70,99,REST
417,166412,137610,-0.911,0.349,-0.222,70,99,REST
418,166430,137596,-0.911,0.349,-0.222,70,99,REST
419,166388,137589,-0.911,0.349,-0.221,70,99,REST
420,166376,137615,-0.912,0.348,-0.221,70,99,REST
421,166355,137654,-0.912,0.349,-0.221,70,99,REST
422,166351,137659,-0.911,0.348,-0.221,70,99,REST
423,166375,137662,-0.911,0.348,-0.221,70,99,REST
424,166372,137675,-0.911,0.347,-0.221,70,99,REST
425,166351,137684,-0.911,0.347,-0.221,70,99,REST
426,166381,137705,-0.911,0.347,-0.221,70,99,REST
427,166378,137710,-0.911,0.349,-0.221,70,99,REST
428,166453,137708,-0.911,0.349,-0.221,70,99,REST
429,166449,137693,-0.911,0.348,-0.221,70,99,REST
430,166466,137739,-0.911,0.347,-0.22,70,99,REST
431,166433,137744,-0.913,0.347,-0.221,70,99,REST
432,166314,137706,-0.913,0.348,-0.222,70,99,REST
433,166211,137676,-0.911,0.348,-0.222,70,99,REST
434,166118,137657,-0.91,0.347,-0.223,71,99,REST
435,166042,137681,-0.911,0.348,-0.224,71,99,REST
436,166015,137703,-0.91,0.349,-0.224,71,99,REST
437,165977,137731,-0.91,0.348,-0.223,71,99,REST
438,165940,137792,-0.912,0.347,-0.224,71,99,REST
439,165892,137876,-0.912,0.349,-0.225,71,99,REST
440,165836,137927,-0.911,0.351,-0.227,71,99,REST
441,165847,137999,-0.911,0.35,-0.228,71,99,REST
442,165828,138059,-0.911,0.348,-0.228,71,99,REST
443,165847,138139,-0.91,0.349,-0.228,71,99,REST
444,165823,138197,-0.91,0.348,-0.228,71,99,REST
445,165836,138273,-0.91,0.348,-0.228,71,99,REST
446,165858,138314,-0.911,0.349,-0.229,71,99,REST
447,165868,138315,-0.911,0.349,-0.229,71,99,REST
448,165914,138346,-0.911,0.348,-0.227,71,99,REST
449,165892,138405,-0.911,0.348,-0.227,71,99,REST
450,165807,138406,-0.911,0.348,-0.228,71,99,REST
451,165698,138386,-0.91,0.348,-0.228,71,99,REST
452,165598,138300,-0.909,0.349,-0.228,71,99,REST
453,165570,138263,-0.91,0.349,-0.229,71,99,REST
454,165523,138198,-0.91,0.35,-0.229,71,99,REST
455,165515,138154,-0.91,0.35,-0.227,72,99,REST
456,165530,138118,-0.91,0.349,-0.226,72,99,REST
457,165557,138109,-0.91,0.349,-0.226,72,99,REST
458,165578,138067,-0.91,0.35,-0.226,72,99,REST
459,165603,138021,-0.911,0.35,-0.225,72,99,REST
460,165672,138026,-0.912,0.349,-0.226,72,99,REST
461,165746,138040,-0.911,0.349,-0.226,72,99,REST
462,165837,138047,-0.911,0.35,-0.225,72,99,REST
463,165927,138069,-0.91,0.35,-0.225,72,99,REST
464,165996,138062,-0.91,0.349,-0.224,72,99,REST
465,166114,138039,-0.91,0.349,-0.224,72,99,REST
466,166239,138013,-0.911,0.349,-0.224,72,99,REST
467,166318,138022,-0.911,0.348,-0.222,72,99,REST
468,166291,137964,-0.913,0.347,-0.222,72,99,REST
469,166256,137928,-0.913,0.347,-0.222,72,99,REST
470,166257,137851,-0.911,0.348,-0.222,72,99,REST
471,166249,137805,-0.911,0.348,-0.222,72,99,REST
472,166270,137774,-0.911,0.348,-0.222,72,99,REST
473,166354,137736,-0.911,0.349,-0.221,72,99,REST
474,166390,137698,-0.912,0.348,-0.221,72,99,REST
