Sample Count,Green1 Count,Green2 Count,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Heart Rate (bpm),HR Confidence (%),Activity
74,160315,183912,-0.528,0.003,0.844,60,0,REST
75,160527,184216,-0.528,0.002,0.847,60,0,REST
76,160777,184493,-0.527,0.0,0.848,60,0,REST
77,160946,184625,-0.525,-0.001,0.849,60,0,REST
78,160733,184351,-0.526,-0.001,0.849,60,0,REST
79,160202,183717,-0.525,0.0,0.847,60,0,REST
80,159813,183294,-0.524,0.001,0.845,60,0,REST
81,159622,183195,-0.526,0.001,0.843,60,0,REST
82,159468,183160,-0.525,0.001,0.842,60,0,REST
83,159436,183221,-0.523,0.001,0.846,60,0,REST
84,159446,183385,-0.521,0.0,0.848,60,0,REST
85,159538,183597,-0.52,-0.001,0.849,60,0,REST
86,159566,183744,-0.521,-0.003,0.85,60,0,REST
87,159526,183760,-0.522,-0.006,0.851,60,0,REST
88,159493,183720,-0.521,-0.007,0.853,60,0,REST
89,159507,183729,-0.52,-0.006,0.853,60,0,REST
90,159535,183738,-0.522,-0.004,0.851,60,0,REST
91,159631,183827,-0.524,-0.005,0.849,60,0,REST
92,159763,184033,-0.523,-0.006,0.847,60,0,REST
93,159913,184335,-0.522,-0.006,0.846,60,0,REST
94,160021,184516,-0.524,-0.006,0.846,60,0,REST
95,160084,184594,-0.526,-0.007,0.846,60,0,REST
96,160214,184802,-0.527,-0.007,0.847,60,0,REST
97,160340,184967,-0.527,-0.009,0.847,60,0,REST
98,160242,184779,-0.526,-0.011,0.847,60,0,REST
99,159755,184124,-0.525,-0.012,0.849,60,0,REST
100,159210,183470,-0.525,-0.01,0.849,60,0,REST
101,157510,182822,-0.526,-0.008,0.844,60,0,REST
102,154566,180606,-0.527,-0.006,0.839,60,0,REST
103,152392,178732,-0.524,-0.007,0.834,60,0,REST
104,151323,177551,-0.527,-0.009,0.833,60,0,REST
105,152431,178068,-0.53,-0.011,0.841,60,0,REST
106,153613,179400,-0.53,-0.022,0.846,60,0,REST
107,153396,178046,-0.542,-0.028,0.843,60,0,REST
108,152318,176579,-0.552,-0.027,0.841,60,0,REST
109,150390,174835,-0.543,-0.029,0.841,60,0,REST
110,148631,173318,-0.531,-0.03,0.846,60,0,REST
111,147361,172035,-0.526,-0.026,0.849,60,0,REST
112,147016,171101,-0.526,-0.022,0.848,60,0,REST
113,146900,170181,-0.526,-0.02,0.846,60,0,REST
114,148034,170064,-0.522,-0.019,0.848,60,0,REST
115,150256,170675,-0.519,-0.019,0.855,60,0,REST
116,151817,171573,-0.518,-0.022,0.856,60,0,REST
117,152674,173257,-0.518,-0.022,0.855,60,0,REST
118,154234,175844,-0.517,-0.018,0.855,60,0,REST
119,155909,178062,-0.522,-0.018,0.848,60,0,REST
120,157117,179119,-0.532,-0.024,0.841,60,0,REST
121,157341,179169,-0.531,-0.032,0.84,60,0,REST
122,157126,178907,-0.527,-0.038,0.839,60,0,REST
123,156502,178393,-0.531,-0.039,0.84,60,0,REST
124,155600,177855,-0.537,-0.04,0.842,60,0,REST
125,155089,177648,-0.535,-0.041,0.845,60,0,REST
126,155121,177701,-0.529,-0.038,0.848,60,0,REST
127,155314,177800,-0.524,-0.035,0.849,60,0,REST
128,155439,177763,-0.523,-0.038,0.847,60,0,REST
129,155447,177743,-0.524,-0.04,0.845,60,0,REST
130,155478,177756,-0.526,-0.038,0.844,60,0,REST
131,155578,177878,-0.528,-0.035,0.844,60,0,REST
132,155659,178003,-0.528,-0.035,0.846,60,0,REST
133,155728,178127,-0.528,-0.037,0.847,60,0,REST
134,155879,178316,-0.529,-0.038,0.847,60,0,REST
135,156029,178471,-0.528,-0.038,0.847,60,0,REST
136,156184,178628,-0.528,-0.036,0.847,60,0,REST
137,156283,178798,-0.529,-0.033,0.846,60,0,REST
138,156438,178949,-0.528,-0.033,0.843,60,0,REST
139,156623,179146,-0.529,-0.032,0.843,60,0,REST
140,156768,179361,-0.529,-0.032,0.843,60,0,REST
141,156814,179376,-0.53,-0.032,0.842,60,0,REST
142,156439,178906,-0.531,-0.033,0.843,60,0,REST
143,155958,178321,-0.531,-0.034,0.845,60,0,REST
144,155661,178016,-0.53,-0.034,0.846,60,0,REST
145,155425,177744,-0.53,-0.032,0.844,60,0,REST
146,155240,177542,-0.53,-0.031,0.842,60,0,REST
147,155071,177353,-0.53,-0.031,0.842,60,0,REST
148,155036,177283,-0.529,-0.03,0.843,60,0,REST
149,155042,177299,-0.527,-0.029,0.843,60,0,REST
150,155089,177320,-0.528,-0.029,0.843,60,0,REST
151,155114,177310,-0.528,-0.031,0.845,60,0,REST
152,155096,177335,-0.527,-0.031,0.847,60,0,REST
153,155186,177462,-0.527,-0.03,0.847,60,0,REST
154,155322,177608,-0.527,-0.027,0.846,60,0,REST
155,155443,177789,-0.527,-0.026,0.844,60,0,REST
156,155615,178016,-0.527,-0.025,0.843,60,0,REST
157,155782,178281,-0.527,-0.023,0.842,60,0,REST
158,155954,178571,-0.527,-0.021,0.843,60,0,REST
159,156217,178895,-0.526,-0.022,0.844,60,0,REST
160,156412,179147,-0.525,-0.023,0.846,60,0,REST
161,156580,179370,-0.526,-0.023,0.846,60,0,REST
162,156726,179583,-0.526,-0.024,0.845,60,0,REST
163,156613,179400,-0.526,-0.025,0.846,60,0,REST
164,156120,178783,-0.524,-0.026,0.849,61,0,REST
165,155716,178302,-0.524,-0.025,0.85,61,0,REST
166,155525,178026,-0.524,-0.024,0.848,61,0,REST
167,155365,177828,-0.525,-0.024,0.845,61,0,REST
168,155259,177735,-0.525,-0.025,0.843,61,0,REST
169,155277,177764,-0.524,-0.025,0.845,61,0,REST
170,155338,177825,-0.524,-0.025,0.846,61,0,REST
171,155469,177881,-0.524,-0.026,0.847,61,0,REST
172,155506,177970,-0.525,-0.028,0.848,61,0,REST
173,155619,178094,-0.525,-0.029,0.848,61,0,REST
174,155745,178260,-0.524,-0.028,0.849,61,0,REST
175,155888,178433,-0.524,-0.027,0.848,61,0,REST
176,156000,178618,-0.525,-0.028,0.847,61,0,REST
177,156151,178812,-0.526,-0.028,0.846,61,0,REST
178,156278,179016,-0.526,-0.029,0.845,61,0,REST
179,156436,179241,-0.527,-0.029,0.846,61,0,REST
180,156593,179407,-0.527,-0.029,0.846,61,0,REST
181,156667,179571,-0.527,-0.029,0.847,61,0,REST
182,156811,179705,-0.527,-0.029,0.846,61,0,REST
183,157023,179899,-0.527,-0.029,0.846,61,0,REST
184,157103,180027,-0.527,-0.029,0.845,61,0,REST
185,156928,179731,-0.527,-0.03,0.845,61,0,REST
186,156366,179017,-0.527,-0.03,0.845,61,0,REST
187,155907,178423,-0.527,-0.029,0.845,61,0,REST
188,155580,178014,-0.528,-0.029,0.844,61,0,REST
189,155340,177705,-0.529,-0.03,0.843,61,0,REST
190,155132,177474,-0.528,-0.03,0.844,61,0,REST
191,155020,177312,-0.527,-0.029,0.845,61,0,REST
192,155087,177303,-0.527,-0.029,0.845,61,0,REST
193,155106,177329,-0.527,-0.031,0.845,62,0,REST
194,155124,177345,-0.528,-0.031,0.845,62,0,REST
195,155147,177355,-0.527,-0.03,0.845,62,0,REST
196,155170,177404,-0.527,-0.03,0.845,62,0,REST
197,155261,177530,-0.528,-0.03,0.845,62,0,REST
198,155368,177687,-0.528,-0.03,0.845,62,0,REST
199,155522,177866,-0.527,-0.03,0.845,62,0,REST
200,155638,177993,-0.527,-0.03,0.844,62,0,REST
201,155768,178186,-0.528,-0.03,0.844,62,0,REST
202,155923,178381,-0.528,-0.031,0.845,62,0,REST
203,156035,178579,-0.527,-0.03,0.845,62,0,REST
204,156191,178766,-0.527,-0.031,0.846,62,0,REST
205,156345,178943,-0.527,-0.031,0.846,62,0,REST
206,156506,179122,-0.528,-0.03,0.846,62,0,REST
207,156681,179338,-0.528,-0.03,0.844,62,0,REST
208,156684,179321,-0.528,-0.031,0.843,62,0,REST
209,156239,178727,-0.528,-0.033,0.845,62,0,REST
210,155697,178035,-0.528,-0.032,0.846,62,0,REST
211,155355,177599,-0.528,-0.03,0.845,62,0,REST
212,155090,177286,-0.529,-0.03,0.843,62,0,REST
213,154855,177029,-0.529,-0.031,0.843,62,0,REST
214,154687,176831,-0.528,-0.031,0.844,62,0,REST
215,154553,176698,-0.527,-0.03,0.844,62,0,REST
216,154555,176691,-0.527,-0.031,0.843,62,0,REST
217,154559,176703,-0.528,-0.032,0.843,62,0,REST
218,154547,176725,-0.528,-0.032,0.845,62,0,REST
219,154542,176738,-0.527,-0.03,0.846,62,0,REST
220,154621,176793,-0.527,-0.029,0.845,62,0,REST
221,154719,176961,-0.529,-0.03,0.844,62,0,REST
222,154835,177127,-0.529,-0.03,0.843,62,0,REST
223,154953,177260,-0.528,-0.029,0.843,63,0,REST
224,155055,177416,-0.528,-0.028,0.843,63,0,REST
225,155190,177605,-0.529,-0.029,0.843,63,0,REST
226,155319,177789,-0.528,-0.03,0.844,63,0,REST
227,155462,177964,-0.528,-0.03,0.844,63,0,REST
228,155605,178122,-0.528,-0.029,0.844,63,0,REST
229,155739,178292,-0.528,-0.029,0.844,63,0,REST
230,155906,178491,-0.528,-0.029,0.844,63,0,REST
231,156028,178674,-0.529,-0.029,0.843,63,0,REST
232,156119,178770,-0.529,-0.029,0.843,63,0,REST
233,155870,178404,-0.529,-0.03,0.843,63,0,REST
234,155333,177730,-0.529,-0.03,0.844,63,0,REST
235,154906,177260,-0.529,-0.029,0.844,63,0,REST
236,154663,176961,-0.529,-0.028,0.843,63,0,REST
237,154490,176756,-0.53,-0.029,0.842,63,0,REST
238,154281,176598,-0.53,-0.029,0.843,63,0,REST
239,154248,176493,-0.529,-0.028,0.844,63,0,REST
240,154238,176501,-0.53,-0.027,0.843,63,0,REST
241,154245,176498,-0.531,-0.027,0.843,63,0,REST
242,154287,176546,-0.531,-0.029,0.843,63,0,REST
243,154337,176628,-0.53,-0.028,0.845,63,0,REST
244,154418,176737,-0.529,-0.026,0.844,63,0,REST
245,154490,176817,-0.53,-0.026,0.843,63,0,REST
246,154587,176986,-0.531,-0.026,0.842,63,0,REST
247,154747,177201,-0.531,-0.027,0.842,63,0,REST
248,154862,177401,-0.53,-0.026,0.842,63,0,REST
249,155007,177613,-0.531,-0.026,0.842,63,0,REST
250,155192,177882,-0.531,-0.027,0.841,63,0,REST
251,155353,178139,-0.531,-0.029,0.842,63,0,REST
252,155551,178418,-0.53,-0.029,0.843,63,0,REST
253,155743,178663,-0.53,-0.028,0.844,63,0,REST
254,155975,178924,-0.53,-0.028,0.844,63,0,REST
255,156217,179253,-0.53,-0.028,0.844,63,0,REST
256,156400,179459,-0.529,-0.03,0.843,63,0,REST
257,156255,179209,-0.529,-0.031,0.843,63,0,REST
258,155777,178580,-0.529,-0.031,0.845,64,0,REST
259,155368,178083,-0.529,-0.03,0.846,64,0,REST
260,155196,177852,-0.529,-0.03,0.844,64,0,REST
261,155028,177676,-0.53,-0.031,0.843,64,0,REST
262,154846,177494,-0.53,-0.031,0.843,64,0,REST
263,154735,177395,-0.529,-0.03,0.844,64,0,REST
264,154784,177476,-0.528,-0.029,0.844,64,0,REST
265,154830,177536,-0.529,-0.029,0.843,64,0,REST
266,154863,177607,-0.53,-0.03,0.843,64,0,REST
267,154870,177662,-0.53,-0.03,0.843,64,0,REST
268,154961,177741,-0.529,-0.03,0.844,64,0,REST
269,155040,177833,-0.529,-0.029,0.844,64,0,REST
270,155132,177974,-0.529,-0.029,0.844,64,0,REST
271,155252,178126,-0.53,-0.029,0.843,64,0,REST
272,155369,178263,-0.53,-0.03,0.842,64,0,REST
273,155453,178392,-0.53,-0.03,0.842,64,0,REST
274,155518,178549,-0.53,-0.029,0.843,64,0,REST
275,155627,178663,-0.53,-0.029,0.844,64,0,REST
276,155751,178812,-0.53,-0.03,0.844,64,0,REST
277,155866,178976,-0.53,-0.031,0.843,64,0,REST
278,155982,179139,-0.53,-0.03,0.843,64,0,REST
279,156139,179321,-0.53,-0.029,0.843,64,0,REST
280,156314,179510,-0.53,-0.03,0.843,64,0,REST
281,156233,179402,-0.53,-0.031,0.843,64,0,REST
282,155787,178789,-0.53,-0.033,0.843,64,0,REST
283,155267,178150,-0.53,-0.032,0.844,64,0,REST
284,154951,177773,-0.529,-0.031,0.844,64,0,REST
285,154755,177580,-0.53,-0.031,0.843,64,0,REST
286,154596,177421,-0.531,-0.032,0.841,64,0,REST
287,154412,177223,-0.53,-0.031,0.841,64,0,REST
288,154367,177145,-0.529,-0.03,0.842,64,0,REST
289,154396,177164,-0.53,-0.031,0.842,64,0,REST
290,154419,177243,-0.531,-0.032,0.843,64,0,REST
291,154421,177262,-0.53,-0.031,0.844,64,0,REST
292,154425,177273,-0.53,-0.031,0.843,64,0,REST
293,154520,177360,-0.531,-0.031,0.843,64,0,REST
294,154632,177522,-0.531,-0.031,0.843,64,0,REST
295,154734,177682,-0.531,-0.03,0.843,64,0,REST
296,154816,177785,-0.53,-0.031,0.843,64,0,REST
297,154920,177919,-0.531,-0.031,0.842,64,0,REST
298,155020,178086,-0.531,-0.031,0.842,64,0,REST
299,155137,178271,-0.53,-0.031,0.843,64,0,REST
300,155294,178437,-0.53,-0.031,0.843,64,0,REST
301,155417,178591,-0.53,-0.031,0.843,64,0,REST
302,155559,178782,-0.53,-0.031,0.843,64,0,REST
303,155702,178951,-0.531,-0.031,0.843,64,0,REST
304,155867,179173,-0.531,-0.03,0.843,64,0,REST
305,155971,179301,-0.53,-0.031,0.843,64,0,REST
306,155774,178995,-0.53,-0.032,0.844,64,0,REST
307,155244,178300,-0.529,-0.032,0.845,64,0,REST
308,154784,177757,-0.529,-0.031,0.845,64,0,REST
309,154518,177411,-0.53,-0.031,0.843,64,0,REST
310,154215,177149,-0.531,-0.031,0.842,64,0,REST
311,153994,176897,-0.53,-0.031,0.843,64,0,REST
312,153798,176722,-0.528,-0.03,0.844,64,0,REST
313,153776,176687,-0.529,-0.03,0.843,65,0,REST
314,153745,176657,-0.53,-0.03,0.842,65,0,REST
315,153697,176669,-0.531,-0.031,0.843,65,0,REST
316,153689,176673,-0.53,-0.03,0.843,65,0,REST
317,153699,176696,-0.53,-0.028,0.842,65,0,REST
318,153755,176788,-0.531,-0.029,0.841,65,0,REST
319,153801,176923,-0.532,-0.029,0.841,65,0,REST
320,153910,177065,-0.532,-0.028,0.842,65,0,REST
321,153993,177204,-0.531,-0.028,0.841,65,0,REST
322,154104,177352,-0.531,-0.028,0.841,65,0,REST
323,154222,177562,-0.532,-0.029,0.842,65,0,REST
324,154401,177780,-0.532,-0.028,0.842,65,0,REST
325,154574,178013,-0.532,-0.028,0.841,65,0,REST
326,154717,178218,-0.531,-0.028,0.841,65,0,REST
327,154898,178449,-0.532,-0.028,0.842,65,0,REST
328,155103,178710,-0.532,-0.027,0.842,65,0,REST
329,155284,178892,-0.532,-0.027,0.841,65,0,REST
330,155047,178588,-0.532,-0.028,0.842,65,0,REST
331,154560,177928,-0.531,-0.027,0.844,65,0,REST
332,154169,177459,-0.53,-0.026,0.843,65,0,REST
333,153959,177248,-0.53,-0.025,0.841,65,0,REST
334,153770,177085,-0.531,-0.026,0.84,65,0,REST
335,153562,176941,-0.531,-0.026,0.842,65,0,REST
336,153507,176922,-0.529,-0.025,0.844,65,0,REST
337,153558,176997,-0.529,-0.025,0.843,65,0,REST
338,153605,177090,-0.529,-0.027,0.843,65,0,REST
339,153611,177164,-0.529,-0.027,0.845,65,0,REST
340,153712,177290,-0.529,-0.026,0.845,65,0,REST
341,153799,177429,-0.528,-0.024,0.844,65,0,REST
342,153956,177633,-0.528,-0.025,0.843,65,0,REST
343,154131,177874,-0.53,-0.025,0.845,65,0,REST
344,154321,178106,-0.53,-0.024,0.845,65,0,REST
345,154512,178331,-0.528,-0.024,0.844,65,0,REST
346,154667,178569,-0.528,-0.025,0.845,65,0,REST
347,154842,178822,-0.528,-0.025,0.845,65,0,REST
348,155030,179060,-0.527,-0.025,0.846,65,0,REST
349,155256,179306,-0.527,-0.026,0.847,65,0,REST
350,155467,179542,-0.527,-0.026,0.847,65,0,REST
351,155687,179760,-0.527,-0.026,0.846,65,0,REST
352,155820,179894,-0.527,-0.027,0.845,65,0,REST
353,155604,179528,-0.528,-0.029,0.845,65,0,REST
354,155055,178827,-0.528,-0.029,0.846,65,0,REST
355,154627,178293,-0.527,-0.028,0.847,65,0,REST
356,154361,177959,-0.528,-0.027,0.846,65,0,REST
357,154128,177715,-0.529,-0.028,0.844,65,0,REST
358,153890,177464,-0.528,-0.029,0.845,65,0,REST
359,153792,177342,-0.527,-0.029,0.846,65,0,REST
360,153802,177342,-0.526,-0.028,0.846,65,0,REST
361,153798,177362,-0.526,-0.028,0.845,65,0,REST
362,153804,177404,-0.527,-0.03,0.846,65,0,REST
363,153818,177430,-0.528,-0.03,0.846,65,0,REST
364,153817,177483,-0.527,-0.028,0.845,65,0,REST
365,153928,177621,-0.527,-0.028,0.845,65,0,REST
366,154072,177810,-0.528,-0.029,0.845,65,0,REST
367,154174,177984,-0.529,-0.029,0.846,65,0,REST
368,154259,178098,-0.528,-0.029,0.846,65,0,REST
369,154382,178280,-0.527,-0.029,0.846,65,0,REST
370,154524,178490,-0.528,-0.029,0.846,65,0,REST
371,154645,178657,-0.527,-0.029,0.847,65,0,REST
372,154790,178794,-0.527,-0.029,0.847,65,0,REST
373,154892,178952,-0.527,-0.029,0.846,65,0,REST
374,155092,179160,-0.527,-0.028,0.845,65,0,REST
375,155198,179330,-0.527,-0.028,0.845,65,99,REST
376,154935,178933,-0.527,-0.029,0.845,65,99,REST
377,154385,178192,-0.526,-0.03,0.847,65,99,REST
378,153960,177656,-0.526,-0.03,0.848,65,99,REST
379,153659,177306,-0.526,-0.028,0.846,65,99,REST
380,153408,176986,-0.527,-0.028,0.844,65,99,REST
381,153209,176747,-0.527,-0.029,0.844,65,99,REST
382,153060,176613,-0.526,-0.029,0.845,65,99,REST
383,153081,176643,-0.525,-0.028,0.846,65,99,REST
384,153083,176679,-0.526,-0.028,0.845,65,99,REST
385,153107,176733,-0.527,-0.029,0.846,65,99,REST
386,153045,176720,-0.526,-0.03,0.847,65,99,REST
387,153102,176773,-0.525,-0.029,0.847,65,99,REST
388,153244,176940,-0.525,-0.028,0.845,65,99,REST
389,153370,177155,-0.526,-0.028,0.845,65,99,REST
390,153504,177292,-0.527,-0.029,0.846,65,99,REST
391,153581,177424,-0.526,-0.028,0.846,65,99,REST
392,153717,177608,-0.526,-0.028,0.845,65,99,REST
393,153912,177838,-0.527,-0.028,0.845,65,99,REST
394,153961,178014,-0.527,-0.029,0.846,65,99,REST
395,154062,178124,-0.527,-0.029,0.846,65,99,REST
396,154101,178215,-0.527,-0.027,0.846,65,99,REST
397,154208,178336,-0.527,-0.029,0.845,65,99,REST
398,154321,178433,-0.527,-0.029,0.845,65,99,REST
399,154131,178175,-0.527,-0.03,0.845,65,99,REST
400,153531,177372,-0.528,-0.029,0.846,65,99,REST
401,153013,176678,-0.527,-0.028,0.846,65,99,REST
402,152647,176223,-0.528,-0.027,0.844,65,99,REST
403,152395,175882,-0.528,-0.028,0.843,65,99,REST
404,152165,175599,-0.528,-0.028,0.844,65,99,REST
405,151982,175341,-0.527,-0.027,0.845,65,99,REST
406,151877,175237,-0.527,-0.027,0.844,65,99,REST
407,151893,175248,-0.528,-0.028,0.844,65,99,REST
408,151859,175236,-0.529,-0.028,0.845,65,99,REST
409,151831,175232,-0.528,-0.027,0.845,65,99,REST
410,151839,175243,-0.528,-0.025,0.845,65,99,REST
411,151962,175351,-0.529,-0.024,0.844,65,99,REST
412,152090,175521,-0.53,-0.025,0.843,65,99,REST
413,152204,175707,-0.53,-0.025,0.843,65,99,REST
414,152309,175809,-0.529,-0.024,0.843,65,99,REST
415,152412,175969,-0.53,-0.024,0.844,65,99,REST
416,152525,176179,-0.53,-0.024,0.845,65,99,REST
417,152706,176383,-0.53,-0.024,0.844,65,99,REST
418,152848,176607,-0.53,-0.023,0.843,65,99,REST
419,153031,176826,-0.53,-0.022,0.843,65,99,REST
420,153253,177069,-0.53,-0.022,0.842,65,99,REST
421,153350,177204,-0.531,-0.023,0.842,65,99,REST
422,153136,176857,-0.531,-0.024,0.843,65,99,REST
423,152561,176114,-0.531,-0.022,0.844,65,99,REST
424,152229,175668,-0.531,-0.021,0.843,65,99,REST
425,152049,175407,-0.532,-0.022,0.841,65,99,REST
426,151875,175212,-0.532,-0.022,0.84,65,99,REST
427,151745,175004,-0.531,-0.022,0.842,65,99,REST
428,151655,174973,-0.53,-0.022,0.842,65,99,REST
429,151701,175077,-0.529,-0.022,0.842,65,99,REST
430,151740,175195,-0.53,-0.023,0.842,65,99,REST
431,151841,175357,-0.531,-0.024,0.843,65,99,REST
432,151909,175451,-0.529,-0.023,0.844,65,99,REST
433,152099,175644,-0.529,-0.022,0.843,65,99,REST
434,152233,175844,-0.53,-0.023,0.843,65,99,REST
435,152447,176112,-0.531,-0.024,0.843,65,99,REST
436,152673,176385,-0.53,-0.025,0.842,65,99,REST
437,152870,176624,-0.53,-0.025,0.843,65,99,REST
438,153060,176843,-0.531,-0.025,0.843,65,99,REST
439,153212,177031,-0.53,-0.026,0.844,65,99,REST
440,153358,177231,-0.53,-0.026,0.844,65,99,REST
441,153592,177436,-0.53,-0.026,0.843,65,99,REST
442,153699,177587,-0.53,-0.026,0.842,65,99,REST
443,153598,177374,-0.53,-0.028,0.842,65,99,REST
444,153071,176656,-0.53,-0.028,0.843,65,99,REST
445,152642,176005,-0.53,-0.027,0.843,65,99,REST
446,152328,175606,-0.531,-0.026,0.842,65,99,REST
447,152109,175331,-0.531,-0.027,0.841,65,99,REST
448,151954,175125,-0.531,-0.028,0.842,65,99,REST
449,151893,175030,-0.53,-0.028,0.843,65,99,REST
450,151929,175102,-0.529,-0.028,0.843,65,99,REST
451,152025,175190,-0.53,-0.029,0.843,65,99,REST
452,152027,175262,-0.531,-0.03,0.843,65,99,REST
453,152055,175325,-0.53,-0.029,0.844,65,99,REST
454,152137,175427,-0.529,-0.028,0.844,65,99,REST
455,152271,175557,-0.53,-0.028,0.843,65,99,REST
456,152400,175763,-0.531,-0.028,0.843,65,99,REST
457,152515,175941,-0.531,-0.028,0.843,65,99,REST
458,152652,176103,-0.53,-0.028,0.843,65,99,REST
459,152782,176280,-0.53,-0.028,0.843,65,99,REST
460,152955,176485,-0.53,-0.028,0.843,65,99,REST
461,153040,176628,-0.53,-0.028,0.844,65,99,REST
462,153162,176752,-0.53,-0.027,0.843,65,99,REST
463,153326,176939,-0.53,-0.027,0.844,65,99,REST
464,153471,177139,-0.53,-0.027,0.843,65,99,REST
465,153430,177051,-0.53,-0.027,0.843,65,99,REST
466,152894,176268,-0.53,-0.028,0.843,65,99,REST
467,152322,175530,-0.529,-0.028,0.844,65,99,REST
468,151958,175074,-0.529,-0.027,0.844,65,99,REST
469,151684,174753,-0.529,-0.027,0.843,65,99,REST
470,151496,174490,-0.53,-0.028,0.842,65,99,REST
471,151332,174296,-0.528,-0.029,0.843,65,99,REST
472,151328,174287,-0.527,-0.028,0.844,65,99,REST
473,151362,174342,-0.527,-0.027,0.844,65,99,REST
474,151389,174379,-0.528,-0.029,0.844,65,99,REST
475,151392,174423,-0.528,-0.03,0.845,65,99,REST
476,151400,174476,-0.527,-0.028,0.846,65,99,REST
