Sample Count,Green1 Count,Green2 Count,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Heart Rate (bpm),HR Confidence (%),Activity
38,162117,163643,-0.986,-0.003,-0.307,60,0,OTHER
39,161721,163564,-0.982,0.002,-0.308,60,0,OTHER
40,161303,163216,-0.974,0.007,-0.296,60,0,OTHER
41,160913,162564,-0.966,0.011,-0.279,60,0,OTHER
42,161155,162899,-0.971,0.012,-0.267,60,0,OTHER
43,161233,163082,-0.977,0.008,-0.268,60,0,OTHER
44,160760,162328,-0.983,0.003,-0.274,60,0,OTHER
45,160332,161664,-0.984,0.0,-0.274,60,0,OTHER
46,159975,161187,-0.979,-0.001,-0.264,60,0,OTHER
47,159742,160885,-0.975,-0.001,-0.251,60,0,OTHER
48,159843,161046,-0.971,-0.001,-0.237,60,0,OTHER
49,160068,161336,-0.972,0.0,-0.229,60,0,OTHER
50,160047,161359,-0.979,-0.002,-0.232,60,0,OTHER
51,160056,161383,-0.983,-0.004,-0.239,60,0,OTHER
52,160040,161350,-0.985,-0.006,-0.242,60,0,OTHER
53,160005,161273,-0.985,-0.007,-0.244,60,0,OTHER
54,159892,161045,-0.984,-0.007,-0.243,60,0,OTHER
55,159635,160726,-0.983,-0.007,-0.242,60,0,OTHER
56,159474,160495,-0.981,-0.007,-0.241,60,0,REST
57,159321,160254,-0.979,-0.006,-0.241,60,0,REST
58,159121,159980,-0.978,-0.006,-0.241,60,0,REST
59,158946,159735,-0.979,-0.005,-0.24,60,0,REST
60,158860,159619,-0.982,-0.005,-0.239,60,0,REST
61,158785,159494,-0.983,-0.006,-0.239,60,0,REST
62,158685,159356,-0.982,-0.007,-0.238,60,0,REST
63,158659,159245,-0.982,-0.01,-0.236,60,0,REST
64,158561,159124,-0.983,-0.012,-0.234,60,0,REST
65,158515,159059,-0.982,-0.013,-0.232,60,0,REST
66,158505,159018,-0.981,-0.009,-0.233,60,0,REST
67,158464,158944,-0.98,-0.009,-0.234,60,0,REST
68,158399,158880,-0.979,-0.01,-0.233,60,0,REST
69,158410,158880,-0.98,-0.01,-0.233,60,0,REST
70,158383,158847,-0.981,-0.009,-0.234,60,0,REST
71,158329,158749,-0.981,-0.01,-0.235,60,0,REST
72,158129,158433,-0.982,-0.011,-0.235,60,0,REST
73,157886,158177,-0.983,-0.012,-0.235,60,0,REST
74,157714,157997,-0.982,-0.012,-0.235,60,0,REST
75,157630,157870,-0.981,-0.013,-0.237,60,0,REST
76,157530,157727,-0.981,-0.014,-0.239,60,0,REST
77,157416,157575,-0.98,-0.014,-0.239,60,0,REST
78,157386,157491,-0.98,-0.014,-0.239,60,0,REST
79,157313,157388,-0.98,-0.014,-0.239,60,0,REST
80,157209,157278,-0.979,-0.015,-0.24,60,0,REST
81,157115,157159,-0.98,-0.016,-0.241,60,0,REST
82,156971,157062,-0.98,-0.017,-0.24,60,0,REST
83,156847,156954,-0.98,-0.017,-0.241,60,0,REST
84,156865,156969,-0.981,-0.017,-0.242,60,0,REST
85,156827,156917,-0.98,-0.017,-0.244,60,0,REST
86,156755,156842,-0.979,-0.017,-0.244,60,0,REST
87,156712,156799,-0.979,-0.018,-0.244,60,0,REST
88,156661,156759,-0.979,-0.017,-0.244,60,0,REST
89,156616,156715,-0.978,-0.018,-0.244,60,0,REST
90,156452,156446,-0.979,-0.019,-0.245,60,0,REST
91,156209,156130,-0.981,-0.02,-0.244,60,0,REST
92,156045,155910,-0.981,-0.02,-0.244,60,0,REST
93,155934,155731,-0.979,-0.019,-0.243,60,0,REST
94,155823,155517,-0.978,-0.019,-0.244,60,0,REST
95,155748,155383,-0.977,-0.021,-0.244,60,0,REST
96,155758,155332,-0.978,-0.02,-0.243,60,0,REST
97,155782,155333,-0.979,-0.018,-0.243,60,0,REST
98,155785,155277,-0.979,-0.017,-0.243,60,0,REST
99,155782,155206,-0.98,-0.018,-0.244,60,0,REST
100,155744,155110,-0.979,-0.02,-0.243,60,0,REST
101,155696,155065,-0.979,-0.019,-0.242,60,0,REST
102,155730,155054,-0.979,-0.017,-0.242,60,0,REST
103,155701,154988,-0.979,-0.017,-0.242,60,0,REST
104,155717,154915,-0.979,-0.018,-0.243,60,0,REST
105,155752,154876,-0.978,-0.017,-0.242,60,0,REST
106,155758,154863,-0.979,-0.016,-0.241,60,0,REST
107,155761,154831,-0.979,-0.016,-0.241,60,0,REST
108,155814,154841,-0.979,-0.016,-0.241,60,0,REST
109,155811,154813,-0.98,-0.017,-0.242,60,0,REST
110,155672,154587,-0.979,-0.017,-0.242,60,0,REST
111,155477,154318,-0.98,-0.017,-0.241,60,0,REST
112,155293,154108,-0.981,-0.017,-0.241,60,0,REST
113,155177,153935,-0.979,-0.016,-0.241,60,0,REST
114,155144,153817,-0.979,-0.016,-0.242,60,0,REST
115,155042,153643,-0.979,-0.018,-0.242,60,0,REST
116,154980,153572,-0.98,-0.018,-0.24,60,0,REST
117,154996,153574,-0.978,-0.016,-0.24,60,0,REST
118,154994,153532,-0.978,-0.016,-0.242,60,0,REST
119,154923,153442,-0.979,-0.019,-0.243,60,0,REST
120,154905,153420,-0.979,-0.019,-0.241,60,0,REST
121,154905,153411,-0.98,-0.018,-0.241,60,0,REST
122,154887,153380,-0.98,-0.016,-0.242,60,0,REST
123,154911,153377,-0.981,-0.017,-0.243,60,0,REST
124,154905,153377,-0.98,-0.018,-0.243,60,0,REST
125,154922,153381,-0.979,-0.017,-0.242,60,0,REST
126,154995,153405,-0.978,-0.018,-0.242,60,0,REST
127,154969,153417,-0.979,-0.017,-0.242,60,0,REST
128,154982,153457,-0.979,-0.017,-0.243,60,0,REST
129,155042,153506,-0.979,-0.017,-0.244,60,0,REST
130,155088,153549,-0.979,-0.016,-0.244,60,0,REST
131,155060,153474,-0.979,-0.017,-0.243,60,0,REST
132,154866,153217,-0.979,-0.019,-0.243,60,0,REST
133,154726,153064,-0.979,-0.018,-0.243,60,0,REST
134,154683,153014,-0.978,-0.017,-0.243,60,0,REST
135,154675,152947,-0.978,-0.017,-0.244,60,0,REST
136,154620,152864,-0.978,-0.018,-0.244,60,0,REST
137,154586,152848,-0.978,-0.018,-0.244,60,0,REST
138,154634,152858,-0.979,-0.016,-0.244,60,0,REST
139,154666,152861,-0.978,-0.016,-0.244,60,0,REST
140,154621,152809,-0.979,-0.017,-0.244,60,0,REST
141,154630,152809,-0.979,-0.018,-0.244,60,0,REST
142,154659,152839,-0.978,-0.017,-0.244,60,0,REST
143,154682,152859,-0.978,-0.015,-0.244,60,0,REST
144,154725,152868,-0.978,-0.015,-0.245,60,0,REST
145,154730,152874,-0.978,-0.015,-0.244,60,0,REST
146,154752,152908,-0.977,-0.014,-0.243,60,0,REST
147,154786,152933,-0.977,-0.014,-0.243,60,0,REST
148,154797,152931,-0.978,-0.014,-0.243,60,0,REST
149,154795,152939,-0.978,-0.015,-0.242,60,0,REST
150,154856,152994,-0.978,-0.014,-0.241,60,0,REST
151,154894,153019,-0.978,-0.012,-0.243,60,0,REST
152,154811,152894,-0.977,-0.013,-0.243,60,0,REST
153,154641,152661,-0.979,-0.015,-0.242,60,0,REST
154,154493,152507,-0.98,-0.016,-0.242,60,0,REST
155,154432,152435,-0.98,-0.016,-0.242,60,0,REST
156,154411,152380,-0.979,-0.014,-0.242,60,0,REST
157,154346,152277,-0.977,-0.013,-0.243,61,0,REST
158,154308,152234,-0.976,-0.014,-0.243,61,0,REST
159,154290,152188,-0.978,-0.015,-0.242,61,0,REST
160,154268,152154,-0.979,-0.016,-0.241,61,0,REST
161,154215,152095,-0.979,-0.017,-0.241,61,0,REST
162,154220,152085,-0.979,-0.017,-0.241,61,0,REST
163,154202,152075,-0.979,-0.017,-0.241,61,0,REST
164,154215,152087,-0.979,-0.016,-0.242,61,0,REST
165,154244,152099,-0.979,-0.017,-0.242,61,0,REST
166,154254,152120,-0.979,-0.017,-0.243,61,0,REST
167,154257,152141,-0.978,-0.017,-0.243,61,0,REST
168,154275,152149,-0.977,-0.017,-0.243,61,0,REST
169,154284,152162,-0.977,-0.016,-0.243,61,0,REST
170,154288,152173,-0.978,-0.017,-0.243,61,0,REST
171,154309,152205,-0.979,-0.018,-0.243,61,0,REST
172,154337,152245,-0.979,-0.017,-0.243,61,0,REST
173,154350,152274,-0.978,-0.017,-0.243,61,0,REST
174,154215,152068,-0.979,-0.018,-0.243,61,0,REST
175,153999,151833,-0.979,-0.018,-0.243,61,0,REST
176,153845,151681,-0.979,-0.017,-0.243,61,0,REST
177,153802,151593,-0.978,-0.016,-0.244,61,0,REST
178,153730,151485,-0.977,-0.017,-0.244,61,0,REST
179,153651,151371,-0.977,-0.017,-0.244,61,0,REST
180,153615,151296,-0.978,-0.018,-0.243,61,0,REST
181,153596,151271,-0.978,-0.018,-0.243,61,0,REST
182,153571,151241,-0.979,-0.019,-0.244,61,0,REST
183,153530,151150,-0.979,-0.02,-0.244,62,0,REST
184,153466,151084,-0.979,-0.02,-0.243,62,0,REST
185,153455,151065,-0.978,-0.018,-0.242,62,0,REST
186,153449,151034,-0.978,-0.018,-0.243,62,0,REST
187,153448,151032,-0.977,-0.018,-0.244,62,0,REST
188,153419,151005,-0.977,-0.019,-0.244,62,0,REST
189,153430,151000,-0.977,-0.019,-0.244,62,0,REST
190,153412,150964,-0.977,-0.02,-0.244,62,0,REST
191,153381,150971,-0.978,-0.02,-0.244,62,0,REST
192,153398,150992,-0.978,-0.02,-0.245,62,0,REST
193,153410,151008,-0.979,-0.02,-0.245,62,0,REST
194,153418,151045,-0.978,-0.019,-0.245,62,0,REST
195,153449,151061,-0.977,-0.021,-0.245,62,0,REST
196,153251,150794,-0.978,-0.022,-0.246,62,0,REST
197,153051,150538,-0.979,-0.022,-0.246,62,0,REST
198,152959,150371,-0.978,-0.021,-0.247,62,0,REST
199,152914,150262,-0.976,-0.021,-0.247,62,0,REST
200,152843,150119,-0.977,-0.023,-0.248,62,0,REST
201,152768,149984,-0.978,-0.024,-0.247,62,0,REST
202,152704,149879,-0.98,-0.023,-0.246,62,0,REST
203,152654,149819,-0.98,-0.022,-0.246,62,0,REST
204,152652,149774,-0.978,-0.022,-0.247,62,0,REST
205,152596,149669,-0.977,-0.024,-0.247,63,0,REST
206,152571,149632,-0.976,-0.024,-0.247,63,0,REST
207,152620,149641,-0.975,-0.023,-0.247,63,0,REST
208,152580,149568,-0.977,-0.024,-0.246,63,0,REST
209,152484,149488,-0.978,-0.021,-0.244,63,0,REST
210,152548,149542,-0.977,-0.016,-0.243,63,0,REST
211,152633,149595,-0.976,-0.015,-0.245,63,0,REST
212,152663,149616,-0.975,-0.02,-0.246,63,0,REST
213,152703,149617,-0.974,-0.023,-0.245,63,0,REST
214,152712,149616,-0.976,-0.025,-0.244,63,0,REST
215,152709,149605,-0.979,-0.025,-0.243,63,0,REST
216,152769,149656,-0.979,-0.024,-0.243,63,0,REST
217,152765,149628,-0.978,-0.024,-0.245,63,0,REST
218,152511,149284,-0.979,-0.025,-0.246,63,0,REST
219,152242,148904,-0.979,-0.024,-0.245,63,0,REST
220,152037,148640,-0.977,-0.023,-0.245,63,0,REST
221,151912,148436,-0.977,-0.024,-0.247,63,0,REST
222,151819,148218,-0.976,-0.024,-0.248,63,0,REST
223,151709,148017,-0.976,-0.024,-0.248,63,0,REST
224,151650,147906,-0.976,-0.024,-0.247,63,0,REST
225,151686,147865,-0.976,-0.025,-0.246,63,0,REST
226,151631,147755,-0.978,-0.027,-0.247,64,0,REST
227,151543,147641,-0.978,-0.027,-0.247,64,0,REST
228,151531,147549,-0.977,-0.025,-0.247,64,0,REST
229,151494,147509,-0.977,-0.024,-0.247,64,0,REST
230,151447,147444,-0.977,-0.023,-0.248,64,0,REST
231,151455,147404,-0.976,-0.022,-0.248,64,0,REST
232,151392,147337,-0.976,-0.021,-0.248,64,0,REST
233,151350,147295,-0.976,-0.02,-0.248,64,0,REST
234,151349,147242,-0.976,-0.018,-0.248,64,0,REST
235,151335,147211,-0.976,-0.019,-0.248,64,0,REST
236,151299,147164,-0.977,-0.018,-0.248,64,0,REST
237,151299,147131,-0.976,-0.017,-0.247,64,0,REST
238,151229,147020,-0.977,-0.018,-0.247,64,0,REST
239,150931,146593,-0.978,-0.02,-0.246,64,0,REST
240,150697,146220,-0.978,-0.02,-0.245,64,0,REST
241,150519,145967,-0.977,-0.019,-0.244,64,0,REST
242,150350,145707,-0.975,-0.017,-0.245,64,0,REST
243,150184,145443,-0.974,-0.016,-0.246,64,0,REST
244,150027,145243,-0.975,-0.015,-0.245,64,0,REST
245,149922,145101,-0.976,-0.015,-0.245,64,0,REST
246,149843,144974,-0.976,-0.016,-0.244,64,0,REST
247,149702,144797,-0.978,-0.017,-0.245,64,0,REST
248,149529,144596,-0.978,-0.018,-0.245,64,0,REST
249,149441,144483,-0.978,-0.017,-0.243,65,0,REST
250,149341,144387,-0.978,-0.017,-0.243,65,0,REST
251,149246,144290,-0.977,-0.018,-0.244,65,0,REST
252,149161,144205,-0.977,-0.018,-0.244,65,0,REST
253,149085,144133,-0.976,-0.017,-0.245,65,0,REST
254,149011,144053,-0.976,-0.016,-0.245,65,0,REST
255,148952,143962,-0.976,-0.016,-0.244,65,0,REST
256,148906,143930,-0.978,-0.017,-0.244,65,0,REST
257,148824,143828,-0.979,-0.017,-0.245,65,0,REST
258,148634,143504,-0.978,-0.018,-0.245,65,0,REST
259,148333,143067,-0.978,-0.02,-0.244,65,0,REST
260,148069,142706,-0.978,-0.021,-0.244,65,0,REST
261,147903,142442,-0.978,-0.02,-0.244,65,0,REST
262,147721,142189,-0.977,-0.019,-0.245,65,0,REST
263,147508,141923,-0.976,-0.021,-0.246,65,0,REST
264,147339,141749,-0.977,-0.023,-0.246,65,0,REST
265,147218,141639,-0.977,-0.021,-0.245,65,0,REST
266,147082,141476,-0.976,-0.02,-0.245,65,0,REST
267,146934,141307,-0.977,-0.022,-0.246,65,0,REST
268,146774,141157,-0.978,-0.024,-0.246,65,0,REST
269,146647,141061,-0.978,-0.023,-0.245,65,0,REST
270,146567,140963,-0.977,-0.021,-0.245,65,0,REST
271,146465,140887,-0.977,-0.022,-0.246,65,0,REST
272,146359,140799,-0.977,-0.023,-0.246,65,0,REST
273,146300,140742,-0.976,-0.022,-0.246,65,0,REST
274,146230,140699,-0.976,-0.021,-0.246,65,0,REST
275,146162,140662,-0.976,-0.021,-0.246,65,0,REST
276,146135,140660,-0.976,-0.021,-0.246,65,0,REST
277,146086,140636,-0.977,-0.02,-0.246,65,0,REST
278,145908,140392,-0.977,-0.021,-0.246,65,0,REST
279,145639,140046,-0.978,-0.023,-0.245,65,0,REST
280,145375,139730,-0.979,-0.023,-0.245,65,0,REST
281,145178,139516,-0.978,-0.022,-0.245,65,0,REST
282,145029,139352,-0.976,-0.021,-0.245,65,0,REST
283,144827,139200,-0.977,-0.021,-0.245,65,0,REST
284,144688,139108,-0.976,-0.021,-0.244,65,0,REST
285,144588,139039,-0.976,-0.021,-0.244,66,0,REST
286,144472,138970,-0.977,-0.021,-0.244,66,0,REST
287,144337,138853,-0.978,-0.022,-0.244,66,0,REST
288,144231,138766,-0.977,-0.022,-0.243,66,0,REST
289,144140,138738,-0.977,-0.021,-0.243,66,0,REST
290,144047,138692,-0.977,-0.02,-0.244,66,0,REST
291,144022,138686,-0.976,-0.02,-0.244,66,0,REST
292,143967,138688,-0.976,-0.02,-0.244,66,0,REST
293,143927,138694,-0.976,-0.021,-0.243,66,0,REST
294,143895,138694,-0.976,-0.021,-0.244,66,0,REST
295,143859,138702,-0.977,-0.02,-0.243,66,0,REST
296,143834,138719,-0.977,-0.02,-0.244,66,0,REST
297,143827,138718,-0.978,-0.02,-0.244,66,0,REST
298,143677,138539,-0.977,-0.021,-0.243,66,0,REST
299,143411,138235,-0.978,-0.021,-0.243,66,0,REST
300,143237,137990,-0.977,-0.02,-0.244,66,0,REST
301,143065,137830,-0.977,-0.02,-0.244,66,0,REST
302,142921,137716,-0.976,-0.019,-0.245,66,0,REST
303,142790,137567,-0.976,-0.02,-0.245,66,0,REST
304,142678,137498,-0.977,-0.02,-0.244,66,0,REST
305,142614,137485,-0.977,-0.021,-0.244,66,0,REST
306,142556,137441,-0.977,-0.022,-0.244,66,0,REST
307,142455,137361,-0.978,-0.023,-0.244,66,0,REST
308,142369,137318,-0.978,-0.022,-0.243,66,0,REST
309,142334,137301,-0.978,-0.021,-0.244,66,0,REST
310,142297,137305,-0.977,-0.021,-0.244,66,0,REST
311,142244,137303,-0.977,-0.022,-0.244,66,0,REST
312,142225,137302,-0.977,-0.021,-0.244,66,0,REST
313,142205,137308,-0.976,-0.021,-0.244,66,0,REST
314,142189,137314,-0.976,-0.022,-0.244,66,0,REST
315,142187,137319,-0.977,-0.023,-0.244,66,0,REST
316,142165,137324,-0.978,-0.022,-0.244,66,0,REST
317,142171,137368,-0.978,-0.021,-0.245,66,0,REST
318,142201,137385,-0.977,-0.021,-0.245,66,0,REST
319,142026,137160,-0.978,-0.023,-0.245,66,0,REST
320,141825,136925,-0.978,-0.023,-0.245,66,0,REST
321,141695,136765,-0.978,-0.021,-0.245,66,0,REST
322,141614,136676,-0.977,-0.02,-0.245,66,0,REST
323,141514,136576,-0.976,-0.02,-0.245,66,0,REST
324,141444,136486,-0.976,-0.021,-0.245,66,0,REST
325,141414,136469,-0.977,-0.02,-0.244,66,0,REST
326,141388,136453,-0.978,-0.02,-0.244,66,0,REST
327,141356,136401,-0.978,-0.022,-0.245,66,0,REST
328,141284,136337,-0.978,-0.023,-0.245,66,0,REST
329,141246,136324,-0.978,-0.022,-0.244,66,0,REST
330,141273,136350,-0.978,-0.02,-0.244,66,0,REST
331,141286,136375,-0.977,-0.02,-0.244,66,0,REST
332,141271,136378,-0.977,-0.02,-0.244,66,0,REST
333,141285,136390,-0.977,-0.02,-0.244,66,0,REST
334,141281,136416,-0.977,-0.02,-0.244,66,0,REST
335,141307,136452,-0.976,-0.019,-0.244,66,0,REST
336,141341,136487,-0.976,-0.02,-0.243,66,0,REST
337,141374,136537,-0.977,-0.02,-0.243,66,0,REST
338,141430,136609,-0.977,-0.019,-0.243,66,0,REST
339,141463,136624,-0.977,-0.02,-0.244,66,0,REST
340,141317,136419,-0.978,-0.02,-0.244,66,0,REST
341,141183,136256,-0.979,-0.02,-0.243,66,0,REST
342,141111,136147,-0.979,-0.019,-0.243,66,0,REST
343,141061,136095,-0.977,-0.018,-0.243,66,0,REST
344,140992,136017,-0.975,-0.017,-0.244,66,0,REST
345,140970,135978,-0.975,-0.016,-0.244,66,0,REST
346,141004,136011,-0.977,-0.015,-0.242,66,0,REST
347,141043,136056,-0.977,-0.017,-0.242,66,0,REST
348,141061,136067,-0.977,-0.019,-0.243,66,0,REST
349,141025,136058,-0.978,-0.02,-0.242,66,0,REST
350,141049,136106,-0.978,-0.02,-0.241,66,0,REST
351,141102,136155,-0.978,-0.02,-0.24,66,0,REST
352,141112,136216,-0.977,-0.02,-0.241,66,0,REST
353,141142,136279,-0.978,-0.02,-0.242,66,0,REST
354,141196,136335,-0.978,-0.02,-0.242,66,0,REST
355,141236,136416,-0.977,-0.019,-0.242,66,0,REST
356,141297,136503,-0.977,-0.019,-0.243,66,0,REST
357,141342,136553,-0.978,-0.019,-0.243,66,0,REST
358,141397,136637,-0.979,-0.019,-0.243,66,0,REST
359,141499,136746,-0.978,-0.018,-0.243,66,0,REST
360,141519,136738,-0.978,-0.019,-0.243,66,0,REST
361,141365,136569,-0.979,-0.022,-0.243,66,0,REST
362,141251,136454,-0.979,-0.022,-0.243,66,0,REST
363,141210,136386,-0.978,-0.022,-0.243,66,0,REST
364,141170,136367,-0.976,-0.023,-0.243,66,0,REST
365,141119,136304,-0.975,-0.023,-0.244,66,0,REST
366,141113,136309,-0.975,-0.024,-0.243,67,0,REST
367,141118,136341,-0.977,-0.024,-0.242,67,0,REST
368,141111,136359,-0.977,-0.023,-0.243,67,0,REST
369,141117,136347,-0.977,-0.024,-0.244,67,0,REST
370,141080,136330,-0.978,-0.024,-0.244,67,0,REST
371,141065,136345,-0.978,-0.023,-0.243,67,0,REST
372,141100,136372,-0.977,-0.022,-0.243,67,0,REST
373,141116,136409,-0.977,-0.021,-0.244,67,0,REST
374,141124,136435,-0.977,-0.021,-0.244,67,0,REST
375,141166,136491,-0.977,-0.021,-0.244,67,99,REST
376,141183,136535,-0.977,-0.021,-0.244,67,99,REST
377,141207,136578,-0.977,-0.021,-0.244,67,99,REST
378,141264,136632,-0.977,-0.021,-0.244,67,99,REST
379,141293,136686,-0.977,-0.021,-0.244,67,99,REST
380,141328,136747,-0.978,-0.021,-0.243,67,99,REST
381,141383,136772,-0.978,-0.02,-0.243,67,99,REST
382,141268,136627,-0.978,-0.02,-0.243,67,99,REST
383,141131,136483,-0.978,-0.022,-0.243,67,99,REST
384,141074,136400,-0.978,-0.022,-0.243,67,99,REST
385,141060,136368,-0.978,-0.021,-0.242,67,99,REST
386,141017,136329,-0.977,-0.021,-0.243,67,99,REST
387,140998,136292,-0.976,-0.022,-0.243,67,99,REST
388,140990,136291,-0.976,-0.021,-0.242,67,99,REST
389,140981,136286,-0.977,-0.021,-0.241,67,99,REST
390,140984,136272,-0.976,-0.021,-0.241,67,99,REST
391,140927,136226,-0.977,-0.023,-0.242,67,99,REST
392,140897,136209,-0.978,-0.023,-0.242,67,99,REST
393,140937,136245,-0.977,-0.022,-0.241,67,99,REST
394,140956,136279,-0.977,-0.021,-0.242,67,99,REST
395,140966,136281,-0.977,-0.02,-0.242,67,99,REST
396,141000,136297,-0.977,-0.02,-0.242,67,99,REST
397,141053,136360,-0.977,-0.021,-0.243,67,99,REST
398,141073,136407,-0.977,-0.021,-0.244,67,99,REST
399,141120,136448,-0.978,-0.02,-0.243,67,99,REST
400,141147,136491,-0.979,-0.02,-0.243,68,99,REST
401,141164,136507,-0.979,-0.021,-0.243,68,99,REST
402,141219,136558,-0.978,-0.02,-0.243,68,99,REST
403,141248,136596,-0.978,-0.02,-0.243,68,99,REST
404,141173,136494,-0.978,-0.021,-0.243,68,99,REST
405,141040,136321,-0.979,-0.022,-0.243,68,99,REST
406,140962,136267,-0.978,-0.02,-0.242,68,99,REST
407,140994,136273,-0.976,-0.02,-0.243,68,99,REST
408,140986,136209,-0.976,-0.023,-0.244,68,99,REST
409,140886,136117,-0.976,-0.023,-0.243,68,99,REST
410,140887,136129,-0.976,-0.018,-0.243,68,99,REST
411,140961,136158,-0.978,-0.017,-0.242,68,99,REST
412,140990,136183,-0.979,-0.019,-0.242,68,99,REST
413,140978,136185,-0.98,-0.019,-0.242,68,99,REST
414,141008,136189,-0.979,-0.018,-0.242,68,99,REST
415,141069,136216,-0.977,-0.019,-0.241,68,99,REST
416,141071,136214,-0.977,-0.022,-0.24,68,99,REST
417,141061,136206,-0.978,-0.02,-0.24,68,99,REST
418,141103,136234,-0.976,-0.016,-0.241,68,99,REST
419,141112,136232,-0.977,-0.016,-0.242,68,99,REST
420,141141,136251,-0.978,-0.016,-0.242,68,99,REST
421,141219,136318,-0.976,-0.015,-0.242,68,99,REST
422,141304,136378,-0.976,-0.018,-0.241,68,99,REST
423,141360,136447,-0.977,-0.021,-0.239,68,99,REST
424,141404,136509,-0.979,-0.019,-0.24,68,99,REST
425,141508,136588,-0.978,-0.019,-0.241,68,99,REST
426,141513,136573,-0.975,-0.021,-0.242,68,99,REST
427,141417,136451,-0.974,-0.02,-0.243,69,99,REST
428,141383,136359,-0.977,-0.02,-0.242,69,99,REST
429,141362,136317,-0.98,-0.026,-0.24,69,99,REST
430,141330,136329,-0.981,-0.026,-0.241,69,99,REST
431,141333,136321,-0.978,-0.02,-0.245,69,99,REST
432,141414,136327,-0.974,-0.018,-0.247,69,99,REST
433,141418,136312,-0.975,-0.023,-0.246,69,99,REST
434,141439,136327,-0.977,-0.025,-0.243,69,99,REST
435,141471,136325,-0.978,-0.027,-0.24,69,99,REST
436,141489,136327,-0.978,-0.03,-0.239,69,99,REST
437,141472,136335,-0.977,-0.031,-0.239,69,99,REST
438,141499,136357,-0.977,-0.029,-0.24,69,99,REST
439,141514,136360,-0.978,-0.027,-0.241,69,99,REST
440,141540,136378,-0.978,-0.027,-0.241,69,99,REST
441,141576,136439,-0.978,-0.029,-0.241,69,99,REST
442,141599,136466,-0.977,-0.028,-0.241,69,99,REST
443,141623,136475,-0.977,-0.026,-0.243,69,99,REST
444,141647,136482,-0.977,-0.025,-0.242,69,99,REST
445,141656,136499,-0.977,-0.026,-0.241,69,99,REST
446,141696,136530,-0.976,-0.025,-0.241,69,99,REST
447,141731,136549,-0.977,-0.025,-0.241,69,99,REST
448,141613,136416,-0.979,-0.026,-0.242,69,99,REST
449,141474,136251,-0.979,-0.026,-0.243,69,99,REST
450,141430,136169,-0.979,-0.027,-0.243,69,99,REST
451,141340,136047,-0.979,-0.029,-0.243,69,99,REST
452,141198,135819,-0.979,-0.027,-0.243,69,99,REST
453,141093,135594,-0.98,-0.026,-0.241,69,99,REST
454,140950,135406,-0.984,-0.025,-0.237,69,99,REST
455,140939,135274,-0.983,-0.02,-0.233,70,99,REST
456,141076,135266,-0.978,-0.019,-0.228,70,99,REST
457,141280,135375,-0.979,-0.025,-0.223,70,99,REST
458,141241,135273,-0.983,-0.032,-0.22,70,99,REST
