Sample Count,Green1 Count,Green2 Count,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Heart Rate (bpm),HR Confidence (%),Activity
77,156755,106733,0.414,0.307,0.857,59,0,REST
78,156685,106656,0.415,0.306,0.859,59,0,REST
79,156733,106757,0.414,0.304,0.86,59,0,REST
80,156799,106847,0.413,0.304,0.859,59,0,REST
81,156807,106866,0.412,0.305,0.858,59,0,REST
82,156860,106899,0.412,0.306,0.858,59,0,REST
83,156855,106915,0.412,0.307,0.857,59,0,REST
84,156822,106884,0.412,0.307,0.858,59,0,REST
85,156729,106840,0.413,0.307,0.857,59,0,REST
86,156763,106836,0.413,0.307,0.858,59,0,REST
87,156686,106792,0.413,0.307,0.858,59,0,REST
88,156615,106682,0.413,0.307,0.858,59,0,REST
89,156555,106717,0.413,0.307,0.858,59,0,REST
90,156464,106655,0.414,0.308,0.857,59,0,REST
91,156496,106661,0.414,0.307,0.857,59,0,REST
92,156366,106566,0.415,0.307,0.858,59,0,REST
93,156339,106528,0.416,0.307,0.857,59,0,REST
94,156312,106423,0.415,0.308,0.857,60,0,REST
95,156089,106201,0.414,0.307,0.858,60,0,REST
96,155939,106109,0.416,0.306,0.858,60,0,REST
97,155910,106070,0.416,0.307,0.856,60,0,REST
98,155760,105947,0.415,0.308,0.855,60,0,REST
99,155736,105935,0.414,0.309,0.855,60,0,REST
100,155669,105895,0.416,0.308,0.856,60,0,REST
101,155527,105783,0.417,0.307,0.857,60,0,REST
102,155437,105733,0.419,0.307,0.857,60,0,REST
103,155363,105683,0.419,0.307,0.857,60,0,REST
104,155364,105644,0.418,0.306,0.857,60,0,REST
105,155315,105615,0.417,0.305,0.858,60,0,REST
106,155343,105580,0.416,0.305,0.858,60,0,REST
107,155280,105584,0.416,0.306,0.857,60,0,REST
108,155317,105585,0.416,0.307,0.856,60,0,REST
109,155246,105596,0.416,0.307,0.855,60,0,REST
110,155293,105595,0.416,0.307,0.857,60,0,REST
111,155308,105524,0.417,0.306,0.858,60,0,REST
112,155129,105361,0.418,0.305,0.859,60,0,REST
113,154974,105256,0.419,0.304,0.86,60,0,REST
114,154892,105258,0.418,0.305,0.859,60,0,REST
115,154750,105147,0.416,0.306,0.857,60,0,REST
116,154558,105039,0.416,0.306,0.857,60,0,REST
117,154540,104980,0.418,0.304,0.858,60,0,REST
118,154355,104797,0.418,0.303,0.86,60,0,REST
119,153727,104434,0.412,0.304,0.861,60,0,REST
120,152810,104066,0.403,0.308,0.863,60,0,REST
121,151875,103923,0.397,0.309,0.863,60,0,REST
122,151103,103803,0.408,0.305,0.858,60,0,REST
123,150240,103543,0.424,0.301,0.853,60,0,REST
124,149728,103250,0.431,0.3,0.851,60,0,REST
125,149138,102901,0.43,0.3,0.853,60,0,REST
126,148674,102579,0.428,0.296,0.857,60,0,REST
127,148429,102425,0.433,0.287,0.854,60,0,REST
128,148600,102583,0.444,0.28,0.849,60,0,REST
129,148982,102675,0.45,0.283,0.847,60,0,REST
130,149127,102659,0.445,0.291,0.845,60,0,REST
131,149323,102754,0.439,0.299,0.843,60,0,REST
132,149474,102893,0.435,0.302,0.842,60,0,REST
133,149585,103009,0.434,0.299,0.844,60,0,REST
134,149718,103165,0.437,0.292,0.85,60,0,REST
135,149973,103320,0.438,0.289,0.852,60,0,REST
136,150133,103412,0.437,0.291,0.852,60,0,REST
137,150332,103522,0.436,0.294,0.85,60,0,REST
138,150486,103607,0.436,0.294,0.851,60,0,REST
139,150583,103688,0.434,0.295,0.854,60,0,REST
140,150641,103749,0.431,0.298,0.853,60,0,REST
141,150587,103784,0.43,0.3,0.851,60,0,REST
142,150552,103812,0.431,0.299,0.851,60,0,REST
143,150579,103881,0.433,0.296,0.852,60,0,REST
144,150631,103953,0.434,0.294,0.853,60,0,REST
145,150691,104038,0.433,0.295,0.852,60,0,REST
146,150743,104103,0.433,0.297,0.851,60,0,REST
147,150683,104068,0.433,0.298,0.851,60,0,REST
148,150511,103952,0.434,0.298,0.851,60,0,REST
149,150419,103960,0.434,0.297,0.853,60,0,REST
150,150448,103966,0.435,0.295,0.852,60,0,REST
151,150503,104001,0.436,0.296,0.85,60,0,REST
152,150625,104097,0.434,0.297,0.85,60,0,REST
153,150580,104108,0.432,0.298,0.851,60,0,REST
154,150509,104058,0.431,0.299,0.852,60,0,REST
155,150372,104021,0.432,0.3,0.851,60,0,REST
156,150255,103964,0.434,0.301,0.85,60,0,REST
157,150184,103828,0.436,0.299,0.849,60,0,REST
158,150168,103690,0.437,0.299,0.848,60,0,REST
159,150172,103574,0.436,0.3,0.848,60,0,REST
160,150092,103492,0.433,0.302,0.849,60,0,REST
161,149960,103421,0.429,0.303,0.85,60,0,REST
162,149639,103318,0.427,0.304,0.85,60,0,REST
163,149445,103268,0.429,0.304,0.85,60,0,REST
164,149227,103170,0.43,0.304,0.85,60,0,REST
165,149079,103052,0.431,0.304,0.849,60,0,REST
166,148952,102852,0.432,0.304,0.849,60,0,REST
167,148807,102730,0.433,0.304,0.849,60,0,REST
168,148672,102652,0.432,0.304,0.848,60,0,REST
169,148622,102622,0.431,0.306,0.846,60,0,REST
170,148631,102629,0.432,0.306,0.846,60,0,REST
171,148567,102565,0.432,0.306,0.846,60,0,REST
172,148516,102483,0.431,0.306,0.847,60,0,REST
173,148433,102490,0.43,0.305,0.849,60,0,REST
174,148442,102470,0.43,0.306,0.849,60,0,REST
175,148433,102485,0.429,0.307,0.849,60,0,REST
176,148456,102443,0.428,0.307,0.85,60,0,REST
177,148440,102422,0.427,0.307,0.85,60,0,REST
178,148442,102424,0.427,0.308,0.849,60,0,REST
179,148534,102457,0.426,0.308,0.849,60,0,REST
180,148642,102570,0.426,0.309,0.849,60,0,REST
181,148720,102654,0.426,0.309,0.849,60,0,REST
182,148729,102723,0.426,0.311,0.849,60,0,REST
183,148786,102720,0.425,0.311,0.85,60,0,REST
184,148674,102615,0.425,0.311,0.852,60,0,REST
185,148611,102589,0.425,0.31,0.853,60,0,REST
186,148565,102590,0.425,0.31,0.853,60,0,REST
187,148512,102608,0.425,0.311,0.85,60,0,REST
188,148417,102651,0.425,0.312,0.849,60,0,REST
189,148355,102638,0.425,0.311,0.847,60,0,REST
190,148257,102610,0.427,0.31,0.847,60,0,REST
191,148149,102564,0.428,0.309,0.847,60,0,REST
192,148112,102546,0.43,0.309,0.846,60,0,REST
193,148111,102546,0.429,0.309,0.847,60,0,REST
194,148141,102566,0.428,0.309,0.848,60,0,REST
195,148128,102563,0.427,0.308,0.848,60,0,REST
196,148086,102580,0.427,0.309,0.848,60,0,REST
197,148047,102622,0.428,0.309,0.846,60,0,REST
198,148038,102668,0.429,0.308,0.847,60,0,REST
199,148044,102729,0.429,0.308,0.847,60,0,REST
200,148085,102775,0.43,0.307,0.848,60,0,REST
201,148033,102682,0.431,0.306,0.849,60,0,REST
202,147922,102590,0.431,0.306,0.85,60,0,REST
203,147873,102609,0.431,0.306,0.848,60,0,REST
204,147950,102600,0.429,0.306,0.845,60,0,REST
205,147911,102613,0.427,0.308,0.846,60,0,REST
206,147921,102663,0.427,0.308,0.847,60,0,REST
207,147850,102675,0.429,0.307,0.848,60,0,REST
208,147851,102679,0.431,0.306,0.848,60,0,REST
209,147839,102736,0.431,0.307,0.847,60,0,REST
210,147871,102748,0.43,0.307,0.847,60,0,REST
211,147797,102754,0.43,0.306,0.848,60,0,REST
212,147844,102801,0.43,0.305,0.849,60,0,REST
213,147852,102798,0.429,0.306,0.848,60,0,REST
214,147844,102731,0.428,0.307,0.848,60,0,REST
215,147835,102776,0.428,0.307,0.85,60,0,REST
216,147850,102799,0.428,0.306,0.851,60,0,REST
217,147782,102802,0.429,0.306,0.851,60,0,REST
218,147805,102776,0.429,0.306,0.85,60,0,REST
219,147748,102679,0.431,0.305,0.85,60,0,REST
220,147603,102554,0.431,0.305,0.851,61,0,REST
221,147527,102512,0.43,0.306,0.85,61,0,REST
222,147507,102513,0.429,0.306,0.849,61,0,REST
223,147419,102492,0.429,0.305,0.849,61,0,REST
224,147429,102516,0.429,0.304,0.849,61,0,REST
225,147385,102512,0.429,0.304,0.85,61,0,REST
226,147358,102488,0.429,0.304,0.85,61,0,REST
227,147298,102451,0.43,0.306,0.85,61,0,REST
228,147218,102437,0.43,0.306,0.851,61,0,REST
229,147188,102412,0.43,0.305,0.85,61,0,REST
230,147149,102415,0.43,0.305,0.849,61,0,REST
231,147194,102424,0.43,0.305,0.848,61,0,REST
232,147172,102466,0.43,0.305,0.848,61,0,REST
233,147215,102523,0.43,0.306,0.847,61,0,REST
234,147193,102545,0.43,0.306,0.847,61,0,REST
235,147218,102577,0.431,0.305,0.849,61,0,REST
236,147221,102577,0.432,0.305,0.849,61,0,REST
237,147181,102459,0.432,0.305,0.849,61,0,REST
238,147055,102381,0.432,0.304,0.85,61,0,REST
239,147097,102393,0.432,0.304,0.849,61,0,REST
240,147070,102389,0.431,0.304,0.848,61,0,REST
241,147040,102396,0.43,0.305,0.847,61,0,REST
242,147136,102476,0.43,0.305,0.847,61,0,REST
243,147105,102476,0.431,0.305,0.848,61,0,REST
244,147115,102470,0.432,0.305,0.849,61,0,REST
245,147118,102483,0.433,0.305,0.849,61,0,REST
246,147060,102441,0.432,0.305,0.85,61,0,REST
247,147000,102439,0.432,0.304,0.85,61,0,REST
248,147080,102456,0.431,0.304,0.85,61,0,REST
249,147096,102459,0.43,0.304,0.849,61,0,REST
250,147114,102469,0.43,0.304,0.848,61,0,REST
251,147181,102560,0.431,0.305,0.848,61,0,REST
252,147229,102622,0.431,0.304,0.849,61,0,REST
253,147181,102656,0.432,0.304,0.849,61,0,REST
254,147233,102702,0.432,0.304,0.849,61,0,REST
255,147303,102746,0.432,0.304,0.848,61,0,REST
256,147221,102692,0.433,0.304,0.847,61,0,REST
257,147291,102773,0.431,0.303,0.849,61,0,REST
258,147308,102825,0.43,0.302,0.85,61,0,REST
259,147373,102906,0.431,0.302,0.851,61,0,REST
260,147309,102917,0.432,0.302,0.851,61,0,REST
261,147247,102885,0.434,0.302,0.849,61,0,REST
262,147254,102943,0.437,0.3,0.847,61,0,REST
263,147235,102955,0.439,0.3,0.847,61,0,REST
264,147121,102898,0.436,0.301,0.848,61,0,REST
265,147100,102863,0.433,0.301,0.851,61,0,REST
266,147081,102865,0.433,0.3,0.852,61,0,REST
267,147048,102861,0.433,0.3,0.852,61,0,REST
268,147140,102919,0.432,0.301,0.851,61,0,REST
269,147127,102956,0.433,0.302,0.85,61,0,REST
270,147126,102981,0.434,0.301,0.849,61,0,REST
271,147148,103018,0.434,0.3,0.85,61,0,REST
272,147097,103009,0.435,0.3,0.85,61,0,REST
273,147158,102968,0.435,0.301,0.849,61,0,REST
274,147009,102843,0.436,0.301,0.85,61,0,REST
275,146962,102800,0.435,0.3,0.852,61,0,REST
276,146882,102765,0.435,0.3,0.85,61,0,REST
277,146825,102729,0.435,0.301,0.849,61,0,REST
278,146823,102770,0.434,0.302,0.848,61,0,REST
279,146703,102707,0.433,0.301,0.848,61,0,REST
280,146606,102633,0.434,0.3,0.849,61,0,REST
281,146499,102580,0.436,0.301,0.849,61,0,REST
282,146446,102533,0.436,0.301,0.848,61,0,REST
283,146388,102508,0.434,0.301,0.849,61,0,REST
284,146350,102458,0.432,0.301,0.851,61,0,REST
285,146313,102455,0.432,0.301,0.85,61,0,REST
286,146322,102422,0.432,0.302,0.85,61,0,REST
287,146258,102401,0.432,0.302,0.849,61,0,REST
288,146251,102419,0.432,0.304,0.848,61,0,REST
289,146192,102413,0.432,0.304,0.849,62,0,REST
290,146203,102398,0.431,0.304,0.85,62,0,REST
291,146162,102278,0.432,0.303,0.851,62,0,REST
292,146104,102129,0.432,0.302,0.853,62,0,REST
293,146044,102046,0.432,0.302,0.852,62,0,REST
294,146040,101997,0.431,0.304,0.848,62,0,REST
295,145948,101952,0.43,0.306,0.847,62,0,REST
296,145931,101936,0.429,0.306,0.849,62,0,REST
297,145837,101888,0.429,0.305,0.849,62,0,REST
298,145791,101858,0.43,0.305,0.849,62,0,REST
299,145761,101825,0.432,0.305,0.849,62,0,REST
300,145737,101791,0.431,0.305,0.848,62,0,REST
301,145787,101770,0.43,0.306,0.849,62,0,REST
302,145766,101780,0.429,0.306,0.849,62,0,REST
303,145798,101792,0.428,0.305,0.85,62,0,REST
304,145817,101845,0.428,0.306,0.849,62,0,REST
305,145798,101832,0.429,0.306,0.848,62,0,REST
306,145722,101842,0.43,0.305,0.847,62,0,REST
307,145764,101864,0.431,0.305,0.849,62,0,REST
308,145696,101804,0.431,0.306,0.848,62,0,REST
309,145594,101653,0.432,0.306,0.846,62,0,REST
310,145489,101609,0.432,0.305,0.848,62,0,REST
311,145518,101636,0.432,0.304,0.85,62,0,REST
312,145403,101604,0.431,0.303,0.848,62,0,REST
313,145429,101682,0.432,0.304,0.847,62,0,REST
314,145411,101693,0.433,0.304,0.846,62,0,REST
315,145377,101670,0.435,0.303,0.846,62,0,REST
316,145330,101654,0.435,0.302,0.848,62,0,REST
317,145379,101687,0.434,0.301,0.851,62,0,REST
318,145362,101714,0.433,0.3,0.85,62,0,REST
319,145331,101722,0.433,0.3,0.85,62,0,REST
320,145356,101752,0.435,0.299,0.849,62,0,REST
321,145431,101816,0.435,0.299,0.849,62,0,REST
322,145468,101847,0.434,0.3,0.848,62,0,REST
323,145480,101911,0.434,0.301,0.848,62,0,REST
324,145551,101986,0.435,0.301,0.85,62,0,REST
325,145602,102023,0.436,0.3,0.85,62,0,REST
326,145610,101955,0.436,0.299,0.851,62,0,REST
327,145479,101863,0.436,0.299,0.852,63,0,REST
328,145579,101930,0.435,0.3,0.849,63,0,REST
329,145605,101932,0.434,0.301,0.847,63,0,REST
330,145584,101927,0.433,0.301,0.848,63,0,REST
331,145589,101992,0.434,0.3,0.848,63,0,REST
332,145636,102013,0.436,0.3,0.848,63,0,REST
333,145637,102022,0.435,0.301,0.849,63,0,REST
334,145621,102018,0.435,0.301,0.849,63,0,REST
335,145594,102030,0.435,0.301,0.849,63,0,REST
336,145590,102011,0.434,0.301,0.848,63,0,REST
337,145608,102041,0.434,0.302,0.848,63,0,REST
338,145639,102048,0.433,0.301,0.849,63,0,REST
339,145603,102070,0.433,0.301,0.849,63,0,REST
340,145695,102141,0.433,0.301,0.849,63,0,REST
341,145672,102169,0.434,0.301,0.85,63,0,REST
342,145736,102206,0.434,0.301,0.849,63,0,REST
343,145749,102205,0.435,0.301,0.849,63,0,REST
344,145675,102102,0.436,0.3,0.85,63,0,REST
345,145576,102072,0.436,0.3,0.85,63,0,REST
346,145573,102070,0.435,0.301,0.847,63,0,REST
347,145518,102046,0.434,0.301,0.846,63,0,REST
348,145506,102063,0.433,0.301,0.847,63,0,REST
349,145409,102058,0.434,0.301,0.847,63,0,REST
350,145428,102069,0.436,0.3,0.849,63,0,REST
351,145391,102085,0.437,0.3,0.849,63,0,REST
352,145347,102116,0.437,0.3,0.849,63,0,REST
353,145313,102115,0.437,0.3,0.849,63,0,REST
354,145299,102119,0.437,0.3,0.848,63,0,REST
355,145321,102145,0.437,0.3,0.847,63,0,REST
356,145238,102113,0.437,0.299,0.847,63,0,REST
357,145250,102125,0.436,0.3,0.848,63,0,REST
358,145232,102150,0.436,0.301,0.847,63,0,REST
359,145233,102167,0.436,0.301,0.847,63,0,REST
360,145202,102173,0.436,0.301,0.848,63,0,REST
361,145216,102112,0.437,0.3,0.848,63,0,REST
362,145135,101976,0.437,0.3,0.849,63,0,REST
363,144971,101878,0.437,0.3,0.848,63,0,REST
364,144911,101863,0.437,0.302,0.846,63,0,REST
365,144813,101847,0.436,0.303,0.845,63,0,REST
366,144790,101834,0.436,0.302,0.846,63,0,REST
367,144747,101833,0.437,0.301,0.846,63,0,REST
368,144785,101826,0.438,0.3,0.848,63,0,REST
369,144729,101789,0.437,0.301,0.849,63,0,REST
370,144698,101768,0.438,0.302,0.847,64,0,REST
371,144682,101737,0.437,0.302,0.847,64,0,REST
372,144669,101698,0.435,0.302,0.847,64,0,REST
373,144655,101686,0.434,0.302,0.847,64,0,REST
374,144652,101698,0.433,0.302,0.847,64,0,REST
375,144648,101701,0.433,0.303,0.846,64,57,REST
376,144591,101650,0.434,0.304,0.845,64,57,REST
377,144618,101647,0.434,0.306,0.846,64,57,REST
378,144596,101610,0.434,0.304,0.849,64,57,REST
379,144615,101521,0.432,0.302,0.851,64,57,REST
380,144512,101352,0.431,0.302,0.853,64,57,REST
381,144530,101310,0.431,0.302,0.852,64,57,REST
382,144535,101288,0.429,0.305,0.848,64,57,REST
383,144506,101217,0.429,0.307,0.846,64,57,REST
384,144522,101230,0.428,0.308,0.847,64,57,REST
385,144471,101162,0.427,0.308,0.848,64,57,REST
386,144358,101073,0.428,0.307,0.849,64,57,REST
387,144343,101094,0.429,0.306,0.849,64,57,REST
388,144387,101118,0.428,0.306,0.849,64,57,REST
389,144351,101176,0.427,0.306,0.849,64,56,REST
390,144394,101289,0.426,0.306,0.85,64,56,REST
391,144415,101419,0.426,0.307,0.851,64,56,REST
392,144351,101436,0.426,0.308,0.85,64,56,REST
393,144320,101481,0.429,0.308,0.849,64,56,REST
394,144348,101530,0.431,0.307,0.849,64,56,REST
395,144331,101584,0.431,0.307,0.849,64,56,REST
396,144424,101647,0.431,0.306,0.848,64,56,REST
397,144437,101604,0.431,0.305,0.848,64,56,REST
398,144293,101533,0.432,0.304,0.85,64,56,REST
399,144265,101539,0.432,0.305,0.849,64,56,REST
400,144236,101582,0.432,0.306,0.847,64,56,REST
401,144179,101565,0.431,0.307,0.847,64,56,REST
402,144114,101562,0.432,0.305,0.847,65,56,REST
403,144077,101578,0.434,0.304,0.848,65,56,REST
404,143976,101551,0.435,0.302,0.848,65,56,REST
405,143992,101573,0.437,0.302,0.847,65,56,REST
406,144015,101608,0.437,0.302,0.847,65,56,REST
407,143964,101641,0.435,0.302,0.847,65,56,REST
408,143960,101678,0.434,0.302,0.847,65,56,REST
409,143989,101721,0.435,0.302,0.847,65,56,REST
410,144095,101787,0.436,0.302,0.845,65,56,REST
411,144128,101817,0.435,0.302,0.845,65,56,REST
412,144214,101848,0.434,0.302,0.847,65,56,REST
413,144223,101873,0.433,0.303,0.848,65,56,REST
414,144264,101844,0.433,0.304,0.846,65,56,REST
415,144189,101734,0.435,0.303,0.846,65,56,REST
416,144180,101695,0.435,0.301,0.849,65,56,REST
417,144129,101664,0.435,0.301,0.848,65,56,REST
418,144169,101651,0.434,0.302,0.846,65,56,REST
419,144166,101684,0.433,0.303,0.847,65,89,REST
420,144117,101669,0.434,0.303,0.846,65,89,REST
421,144064,101662,0.437,0.302,0.846,65,90,REST
422,144099,101659,0.437,0.302,0.847,65,90,REST
423,144039,101629,0.436,0.302,0.846,65,91,REST
424,144034,101616,0.435,0.302,0.846,65,91,REST
425,144066,101665,0.435,0.301,0.847,63,99,REST
426,144102,101675,0.435,0.301,0.848,63,99,REST
427,144082,101679,0.435,0.301,0.846,63,99,REST
428,144173,101733,0.435,0.302,0.845,63,99,REST
429,144245,101835,0.436,0.302,0.845,63,99,REST
430,144247,101847,0.436,0.302,0.845,63,99,REST
431,144333,101849,0.436,0.301,0.847,63,99,REST
432,144410,101839,0.439,0.301,0.846,63,99,REST
433,144384,101726,0.44,0.3,0.847,63,99,REST
434,144404,101753,0.437,0.3,0.848,63,99,REST
435,144472,101785,0.435,0.3,0.847,63,99,REST
436,144451,101782,0.435,0.301,0.847,63,99,REST
437,144533,101858,0.435,0.302,0.846,63,99,REST
438,144594,101891,0.436,0.302,0.845,63,99,REST
439,144636,101910,0.436,0.301,0.846,63,99,REST
440,144602,101899,0.437,0.301,0.847,63,99,REST
441,144597,101894,0.437,0.301,0.847,63,99,REST
442,144613,101908,0.436,0.3,0.848,63,99,REST
443,144663,101921,0.434,0.301,0.848,63,99,REST
444,144621,101940,0.434,0.302,0.847,64,99,REST
445,144659,101969,0.435,0.302,0.846,64,99,REST
446,144659,102021,0.437,0.302,0.846,64,99,REST
447,144745,102024,0.437,0.301,0.847,64,99,REST
448,144749,101963,0.437,0.301,0.848,64,99,REST
449,144851,101951,0.437,0.301,0.848,64,99,REST
450,144840,101881,0.438,0.301,0.848,64,99,REST
451,144775,101735,0.438,0.299,0.849,64,99,REST
452,144645,101702,0.438,0.3,0.848,64,99,REST
453,144655,101693,0.436,0.302,0.844,64,99,REST
454,144579,101688,0.434,0.303,0.843,64,99,REST
455,144575,101698,0.435,0.302,0.844,64,99,REST
456,144499,101681,0.437,0.299,0.846,64,99,REST
457,144452,101624,0.439,0.299,0.848,64,99,REST
458,144348,101576,0.439,0.3,0.848,64,99,REST
459,144255,101528,0.438,0.3,0.848,64,99,REST
460,144168,101477,0.438,0.299,0.848,64,99,REST
461,144114,101446,0.438,0.298,0.848,64,99,REST
462,144117,101415,0.438,0.299,0.847,64,99,REST
463,144116,101407,0.437,0.301,0.847,64,99,REST
464,144130,101447,0.435,0.302,0.846,64,99,REST
465,144122,101424,0.435,0.302,0.846,64,99,REST
466,144074,101436,0.437,0.302,0.847,64,99,REST
467,144097,101434,0.437,0.302,0.847,64,99,REST
468,144015,101341,0.436,0.302,0.846,64,99,REST
469,143878,101186,0.436,0.302,0.848,64,99,REST
470,143860,101156,0.435,0.302,0.848,64,99,REST
471,143793,101108,0.435,0.302,0.845,64,99,REST
472,143774,101076,0.434,0.303,0.845,64,99,REST
473,143768,101097,0.434,0.303,0.844,65,99,REST
474,143744,101067,0.434,0.303,0.844,65,99,REST
475,143662,100996,0.435,0.303,0.846,65,99,REST
476,143652,100973,0.436,0.303,0.848,65,99,REST
477,143659,100981,0.435,0.303,0.847,65,99,REST
478,143644,100929,0.433,0.303,0.847,65,99,REST
479,143728,100974,0.432,0.302,0.849,65,99,REST
480,143758,100988,0.432,0.302,0.848,65,99,REST
481,143758,100993,0.432,0.304,0.847,65,99,REST
482,143787,101032,0.432,0.305,0.847,65,99,REST
483,143832,101061,0.432,0.305,0.847,65,99,REST
484,143803,101104,0.431,0.304,0.848,65,99,REST
485,143825,101097,0.432,0.304,0.848,65,99,REST
486,143790,101011,0.433,0.303,0.849,65,99,REST
487,143684,100923,0.434,0.303,0.85,65,99,REST
488,143637,100901,0.433,0.303,0.848,65,99,REST
489,143546,100880,0.432,0.304,0.845,65,99,REST
490,143525,100915,0.431,0.304,0.846,65,99,REST
491,143465,100927,0.432,0.304,0.846,65,99,REST
492,143402,100915,0.433,0.303,0.846,65,99,REST
493,143313,100890,0.435,0.303,0.848,65,99,REST
494,143220,100849,0.437,0.303,0.847,65,99,REST
495,143111,100770,0.437,0.302,0.847,65,99,REST
496,143084,100759,0.437,0.302,0.848,66,99,REST
497,143114,100755,0.436,0.302,0.847,66,99,REST
498,143064,100718,0.435,0.302,0.846,66,99,REST
499,143153,100796,0.435,0.303,0.845,66,99,REST
500,143128,100829,0.436,0.303,0.844,66,99,REST
501,143055,100820,0.437,0.304,0.844,66,99,REST
502,143096,100881,0.439,0.303,0.845,66,99,REST
503,143069,100823,0.44,0.302,0.847,66,99,REST
504,142975,100731,0.441,0.3,0.847,66,99,REST
505,142922,100718,0.44,0.3,0.848,66,99,REST
506,142970,100735,0.439,0.3,0.847,66,99,REST
507,142919,100757,0.438,0.301,0.844,66,99,REST
508,142984,100810,0.437,0.302,0.843,66,99,REST
