timestamp,Green1 Count,Green2 Count
308,161783,98891
309,161700,98883
310,161775,98911
311,161797,98943
312,161593,98919
313,161369,98802
314,161208,98663
315,160834,98544
316,160560,98455
317,160363,98410
318,160031,98341
319,159775,98288
320,159342,98244
321,158969,98204
322,158653,98166
323,158599,98173
324,158396,98156
325,158262,98150
326,158512,98198
327,158628,98198
328,158604,98142
329,158459,98079
330,158530,98052
331,158773,98052
332,158942,98065
333,159160,98078
334,159321,98063
335,159397,98078
336,159261,98091
337,158171,98103
338,157677,98180
339,157814,98216
340,158579,98255
341,159047,98280
342,159185,98245
343,158826,98118
344,157872,97998
345,157390,97931
346,157468,97907
347,157852,97896
348,158241,97900
349,158416,97875
350,158587,97875
351,158783,97871
352,158984,97841
353,156591,98163
354,161501,98947
355,164906,99507
356,164234,98977
357,162330,97094
358,161050,95929
359,163634,95823
360,168517,96369
361,173127,98631
362,165976,103819
363,159143,113179
364,172957,118836
365,192875,115201
366,204340,113578
367,211276,112196
368,207514,111926
369,205698,113002
370,207753,113770
371,209472,113568
372,210620,113360
373,211279,112873
374,208770,112369
375,205956,111703
376,198784,111078
377,191897,110646
378,193151,109888
379,194538,107428
380,181036,109252
381,177937,127258
382,201247,171215
383,173369,167100
384,150605,101447
385,158550,108864
386,185983,113112
387,245922,116449
388,279525,118279
389,256747,119350
390,243067,119803
391,245399,119518
392,230485,119433
393,220509,120114
394,225287,120676
395,204654,120202
396,186675,116656
397,199068,110072
398,217552,107548
399,220919,105699
400,232837,105383
401,238735,106452
402,240243,110445
403,235571,111539
404,240845,110177
405,252635,106787
406,256171,104685
407,250366,103784
408,242851,105490
409,240123,106456
410,240084,106718
411,239206,106897
412,232487,106548
413,218919,105842
414,214244,105707
415,222006,105787
416,230414,106854
417,204996,110981
418,192058,125975
419,271113,148935
420,402292,102780
421,470763,93240
422,380249,101544
423,369092,104675
424,383189,106991
425,386836,108914
426,397534,109257
427,415083,108908
428,427127,108688
429,444442,108571
430,470047,109125
431,423391,109698
432,295492,107951
433,266037,105696
434,266925,104363
435,245016,103013
436,241161,102236
437,244626,101902
438,239131,101215
439,231214,101577
440,231803,101004
441,243184,100628
442,257903,101184
443,266730,102554
444,268068,103392
445,268947,103761
446,269505,104073
447,270042,104200
448,270071,104042
449,262831,103022
450,244699,101384
451,230541,101949
452,229156,106273
453,200759,115275
454,202461,137710
455,196078,153337
456,219111,88035
457,210242,98004
458,205590,104317
459,225738,106442
460,241270,106543
461,245809,106340
462,247739,105958
463,239135,105659
464,235029,105450
465,228170,105204
466,217771,104972
467,216012,105449
468,221821,106448
469,223272,106869
470,240214,106374
471,270426,106757
472,268742,105577
473,248626,103601
474,246173,101905
475,247156,99868
476,243156,98756
477,249453,98417
478,255735,98406
479,258398,97833
480,258991,97765
481,259384,98493
482,260770,98981
483,261645,99490
484,263625,99732
485,265584,99586
486,266651,98978
487,247563,98392
488,216348,98323
489,207197,102205
490,220626,110221
491,336571,97779
492,467823,100087
493,487423,112026
494,437834,104072
495,506107,99725
496,520080,100118
497,504828,100385
498,524287,101690
499,524287,102257
500,522730,101855
501,458752,101097
502,327680,105169
503,250493,107180
504,225528,101353
505,215623,100311
506,239055,102525
507,254805,102489
508,261021,104199
509,247622,103921
510,233535,104186
511,239591,105128
512,254108,108133
513,253233,109233
514,252714,111246
515,250874,112375
516,251008,112585
517,252511,112529
518,254948,111999
519,259361,112000
520,271440,112128
521,282942,110198
522,291996,108926
523,357708,110385
524,415043,115822
525,299080,116619
526,239384,117520
527,190124,112644
528,161405,102279
529,176075,83618
530,179954,86139
531,176649,93325
532,176248,97540
533,174400,99964
534,173149,101463
535,173582,102947
536,172624,104272
537,172534,105528
538,170777,106355
539,173286,106395
540,180184,106926
541,192809,108427
542,203311,109165
543,198491,108322
544,203906,110389
545,229044,110840
546,254042,106018
547,272106,104165
548,283915,102998
549,293681,102501
550,306128,104742
551,312521,105173
552,318292,105289
553,324933,105440
554,321021,104754
555,314756,103937
556,307940,103196
557,303871,102444
558,299281,101793
559,295455,100934
560,273129,101346
561,249521,105520
562,220476,100918
563,205709,98215
564,192153,94161
565,188505,86916
566,190164,87054
567,190931,89436
568,189307,90804
569,189667,93018
570,194921,96665
571,201345,99292
572,206087,100013
573,216850,100832
574,224416,100902
575,229360,101900
576,234207,103467
577,242747,104844
578,250674,105337
579,256252,104673
580,262238,104211
581,266140,104172
582,269364,104184
583,272770,103980
584,273672,103614
585,273873,103243
586,274177,102777
587,268918,102230
588,260572,101489
589,258230,100463
590,261007,100173
591,265085,101153
592,248795,103515
593,232920,105068
594,227958,100301
595,204231,92111
596,202000,89399
597,199949,88208
598,197534,89249
599,196680,90838
600,196422,91301
601,197534,91994
602,201474,93211
603,208894,95406
604,216575,97690
605,221692,98036
606,223622,97420
607,222848,97352
608,225654,97417
609,231601,97838
610,238335,98071
611,244065,97185
612,248847,97243
613,249777,97289
614,250356,97154
615,252743,96988
616,254028,96960
617,254143,96766
618,254324,96437
619,255584,96068
620,258098,95686
621,262371,95959
622,271691,97001
623,263218,96564
624,248894,93111
625,230165,89430
626,215270,87953
627,210130,87035
628,212162,86758
629,213211,86831
630,214955,87275
631,219233,88666
632,224162,91235
633,229305,93611
634,234353,95414
635,237116,96467
636,238247,96685
637,238627,96211
638,237183,94989
639,237427,93461
640,240116,93257
641,242555,95798
642,239733,99412
643,239821,97654
644,246577,97198
645,249120,98538
646,247071,97565
647,250291,97836
648,253162,97712
649,254917,97322
650,262424,97651
651,270502,97762
652,258136,98229
653,228661,96393
654,211203,93689
655,204385,90172
656,195203,87591
657,193013,90973
658,192224,94740
659,192674,97351
660,197109,100558
661,204324,103725
662,213273,103702
663,222449,101699
664,226576,100146
665,227907,99979
666,232933,98087
667,252625,99964
668,263072,101893
669,263044,103768
670,265921,101729
671,273509,101817
672,276215,102782
673,276126,102066
674,283253,102092
675,282914,101217
676,277049,99847
677,277203,98990
678,276716,98137
679,280843,97908
680,283713,98617
681,248766,100839
682,232655,97983
683,211056,91907
684,200612,89045
685,191867,87087
686,186692,87898
687,187339,89930
688,188116,90981
689,189461,91623
690,191047,92122
691,194057,92619
692,199503,93154
693,203348,93751
694,205249,94440
695,210153,95569
696,216457,96186
697,219545,95365
698,219768,94845
699,221913,94083
700,226279,92952
701,234088,93197
702,237313,94031
703,238590,93968
704,236210,94789
705,233316,94909
706,230452,94205
707,232870,94197
708,238510,94555
709,247749,94890
710,257027,95356
711,256037,95061
712,243371,95488
713,237777,95773
714,239908,96165
715,235939,96138
716,233365,97048
717,229350,100255
718,223919,104445
719,230601,107360
720,227175,104258
721,215304,97307
722,205600,93666
723,198038,94149
724,192888,98579
725,189470,101626
726,186422,103614
727,183826,104230
728,181348,104107
729,182376,104781
730,198384,108971
731,225249,112560
732,217116,112048
733,216039,111549
734,216776,101501
735,212893,96158
736,211020,94265
737,209567,92845
738,211703,92933
739,217315,93625
740,223516,93866
741,229706,94198
742,236573,94597
743,246428,94903
744,258436,95501
745,247638,95352
746,232106,93539
747,227473,92154
748,229910,91823
749,227894,91708
750,224428,91847
751,218394,93877
752,220136,95137
753,216951,93872
754,209223,93480
755,203971,90105
756,202512,90961
757,202306,92527
758,205844,97471
759,208809,103201
760,200496,95253
761,185439,83629
762,185753,82005
763,192249,84058
764,200554,90531
765,200493,101398
766,197863,110871
767,208823,109474
768,264928,115164
769,290711,112630
770,290911,111951
771,287016,112827
772,259734,108388
773,247871,104349
774,237524,101289
775,233737,99863
776,234120,99611
777,234417,98565
778,237821,98383
779,247332,99323
780,257744,99762
781,264119,99901
782,266096,99442
783,260183,98545
784,251359,98401
785,244839,99369
786,235878,99836
787,224679,99905
788,224681,100371
789,225626,102809
790,227223,104371
791,226933,104716
792,230257,105421
793,234112,104478
794,226526,101302
795,207829,94160
796,199807,92572
797,198653,94546
798,200991,96931
799,214190,101537
800,252073,109603
801,290000,112680
802,297644,115583
803,321096,117738
804,298335,114112
805,256269,108859
806,241034,104976
807,237324,102737
808,236265,101380
809,236803,100896
810,239624,100739
811,243799,100314
812,253487,100389
813,262143,100056
814,259653,99127
815,243007,98463
816,235463,100021
817,231351,103058
818,234494,104336
819,238549,105376
820,232645,103956
821,222719,105143
822,211588,110544
823,205229,111150
824,205141,106526
825,193365,100587
826,184510,91903
827,177009,87078
828,178897,82100
829,193912,82832
830,214050,85515
831,224361,88902
832,208782,94259
833,253793,107335
834,303229,115452
835,350422,115840
836,349829,112992
837,310156,107955
838,278898,105188
839,260743,104104
840,253318,102944
841,249595,102096
842,250090,101665
843,252402,101222
844,253806,100688
845,248893,100200
846,243463,100145
847,241846,101731
848,237657,103527
849,248010,103930
850,255463,102607
851,249079,100536
852,251256,101455
853,255721,104767
854,256873,106370
855,255983,107065
856,249202,106813
857,234643,102405
858,223938,95475
859,217579,87532
860,251807,82867
861,355487,83431
862,481713,85814
863,524287,90472
864,520191,96681
865,425984,103055
866,313640,113345
867,333928,118780
868,358186,121781
869,319272,118197
870,270623,111062
871,247187,105714
872,234775,103695
873,226999,101976
874,223032,101149
875,218959,101147
876,216396,100847
877,220451,100017
878,219118,98928
879,210295,97854
880,197418,96517
881,194414,95738
882,191465,97727
883,186733,97448
884,185819,101054
885,185853,106970
886,183961,112309
887,173889,110638
888,160909,104914
889,154160,102910
890,164027,98955
891,215334,91435
892,294380,90445
893,369730,93562
894,308394,94211
895,274925,95354
896,303637,110088
897,301419,120709
898,310957,120435
899,310463,117127
900,282296,115624
901,256694,109800
902,245497,104137
903,240972,101618
904,237218,101138
905,237478,100659
906,239080,100325
907,241351,99943
908,242799,99587
909,242866,99543
910,231154,100520
911,229701,100947
912,232610,100533
913,231243,98961
914,220997,96051
915,214053,93752
916,212712,93486
917,212456,93534
918,210574,91681
919,212996,91409
920,205480,87448
921,197437,82902
922,200910,86797
923,210960,99767
924,222560,113160
925,229011,110689
926,247760,105879
927,279411,110648
928,273631,115281
929,262346,114448
930,256759,113715
931,245550,112401
932,236718,107954
933,233182,104199
934,230746,102641
935,230521,101734
936,232281,100915
937,235682,100332
938,240968,100247
939,239174,100634
940,228816,104195
941,226571,111028
942,246132,114292
943,280032,115603
944,301139,118820
945,317017,122296
946,335959,125757
947,328280,123887
948,288221,116454
949,254232,107843
950,249268,102898
951,247008,100027
952,254369,100324
953,320261,101292
954,386647,104457
955,349943,114393
956,303447,119979
957,283674,123394
958,279062,125782
959,272309,122850
960,259413,117737
961,249809,111371
962,244517,107789
963,239028,106771
964,238032,105397
965,240150,104461
966,241999,104120
967,244431,103881
968,247815,104074
969,251364,104754
970,259755,103466
971,267900,100411
972,257179,98742
973,252121,98552
974,246441,99651
975,254570,101421
976,295027,108099
977,341781,114180
978,321209,112698
979,276716,104665
980,232904,100109
981,219428,96681
982,216519,97035
983,221258,99000
984,256909,99841
985,304755,105043
986,321382,110532
987,341649,112679
988,348514,115378
989,359440,119249
990,374783,120649
991,353724,118327
992,337478,115939
993,324547,113660
994,310479,110653
995,302298,107795
996,297938,105264
997,299428,103785
998,283590,101238
999,264144,99733
1000,256015,98984
1001,246675,100128
1002,254186,104550
1003,286807,109609
1004,281138,111639
1005,274060,111797
1006,278342,110380
1007,278873,107712
1008,277655,107157
1009,279511,106600
1010,287324,107133
1011,294698,107074
1012,279051,108514
1013,238524,111278
1014,239787,105948
1015,271979,97826
1016,300776,100539
1017,287907,103147
1018,281496,108261
1019,286096,114689
1020,289189,119255
1021,282695,122030
1022,268331,123378
1023,259386,123659
1024,256300,123311
1025,252813,124450
1026,253131,125421
1027,253836,125537
1028,253306,125976
1029,252676,125839
1030,250517,125189
1031,248469,124292
1032,246959,123913
1033,244153,123555
1034,200399,96412
1035,168875,85861
1036,157899,81114
1037,163473,84110
1038,160997,81473
1039,158516,79109
1040,155791,77885
1041,152051,76921
1042,149512,75572
1043,146583,75466
1044,143868,75609
1045,142471,75621
1046,139536,76299
1047,136987,76620
1048,135386,77053
1049,134293,77818
1050,132765,78910
1051,129615,79780
1052,126907,81168
1053,125432,82316
1054,125033,83000
1055,125493,83000
1056,126070,83351
1057,126860,83538
1058,128585,82199
1059,129887,81368
1060,129724,82219
1061,130363,82229
1062,131823,81217
1063,132611,80609
1064,130716,81935
1065,127320,85056
1066,130009,81757
1067,136811,73350
1068,139370,71129
1069,137392,73495
1070,137222,73995
1071,138647,72669
1072,140159,72270
1073,141078,72858
1074,141749,72876
1075,142968,71374
1076,143505,70117
1077,145285,68232
1078,145981,67158
1079,147004,65899
1080,148776,63701
1081,149446,62606
1082,149430,62089
1083,148694,61654
1084,147855,61249
1085,146455,61447
1086,143887,62585
1087,144938,61963
1088,145957,60770
1089,144671,61069
1090,140141,63543
1091,136608,66646
1092,133830,69275
1093,129156,74645
1094,124406,82155
1095,124127,84544
1096,125262,83213
1097,126516,81294
1098,128818,78363
1099,130561,76408
1100,132584,74718
1101,134296,73207
1102,133934,73642
1103,132682,75246
1104,131147,77594
1105,130229,80675
1106,130542,87533
1107,136113,92672
1108,142926,90356
1109,147778,88232
1110,147371,89375
1111,142964,89079
1112,143332,85960
1113,144772,81722
1114,143986,78503
1115,143094,75802
1116,143383,73936
1117,141588,74219
1118,137933,76915
1119,135482,78584
1120,137943,75721
1121,142013,71028
1122,144039,68550
1123,143425,67619
1124,142213,66836
1125,140476,66282
1126,137376,66847
1127,135853,67113
1128,135187,66564
1129,133884,66897
1130,134322,66216
1131,134820,65765
1132,131649,69569
1133,129532,72883
1134,126719,74883
1135,123643,79307
1136,122889,82786
1137,123669,82263
1138,124966,79794
1139,127591,76184
1140,129661,73512
1141,131082,72160
1142,133356,70686
1143,133948,70609
1144,132875,72253
1145,131787,73862
1146,129759,76486
1147,128274,78818
1148,131774,74968
1149,138927,67105
1150,143778,63572
1151,144128,63716
1152,143749,64195
1153,146193,62935
1154,147383,62292
1155,147500,63045
1156,147760,63080
1157,149807,63629
1158,150135,63525
1159,147517,63417
1160,146676,65599
1161,148616,65396
1162,149529,64329
1163,148481,64120
1164,147425,64426
1165,147474,64105
1166,148498,63669
1167,148294,62926
1168,147190,62260
1169,146832,61759
1170,146976,61587
1171,147132,61497
1172,146716,61791
1173,145949,62003
1174,145755,60117
1175,146037,57548
1176,142862,57228
1177,137696,59294
1178,136769,60173
1179,139177,59835
1180,141047,59781
1181,143447,59589
1182,146785,58921
1183,146429,59145
1184,142618,60594
1185,139711,61744
1186,136423,63979
1187,133787,67371
1188,137002,66751
1189,144283,63418
1190,146925,62490
1191,145322,63398
1192,140634,66996
1193,140543,68491
1194,144614,66654
1195,148659,65210
1196,149670,65025
1197,149038,65403
1198,148368,65634
1199,148648,66021
1200,149363,66348
1201,149881,66330
1202,149887,66263
1203,149726,66238
1204,149325,65799
1205,148672,65881
1206,147643,65923
1207,147589,65186
1208,148058,64263
1209,148706,63716
1210,149366,63485
1211,147723,63998
1212,145223,64505
1213,144785,63788
1214,143978,63119
1215,142101,63318
1216,139986,64126
1217,139450,64504
1218,141784,63795
1219,145332,62490
1220,146346,61862
1221,144877,62588
1222,143810,63441
1223,144722,63285
1224,145367,63227
1225,143340,64798
1226,140307,67561
1227,142051,67517
1228,148548,65000
1229,153940,63473
1230,155893,63237
1231,154755,64436
1232,153944,65956
1233,155459,66259
1234,157488,66250
1235,157748,66350
1236,155815,67251
1237,155879,67166
1238,157087,66623
1239,155049,66754
1240,148069,68916
1241,144386,69907
1242,146079,68329
1243,147077,67528
1244,147279,67504
1245,148212,66823
1246,149207,66316
1247,149803,66452
1248,151381,66861
1249,152566,67260
1250,153279,67539
1251,153908,67211
1252,153951,66364
1253,153149,65293
1254,151201,65517
1255,149389,66246
1256,146364,67161
1257,139323,71560
1258,132905,77150
1259,131236,78165
1260,133062,74232
1261,134806,70437
1262,137668,67298
1263,142593,63457
1264,142566,61587
1265,131830,74879
1266,130524,86742
1267,135982,86992
1268,141916,78388
1269,141909,75754
1270,139121,78041
1271,138901,77164
1272,138890,75060
1273,137884,74853
1274,137778,73534
1275,137435,71628
1276,135106,71495
1277,133818,71561
1278,134260,69529
1279,133671,69511
1280,130964,71427
1281,127397,73706
1282,126266,74382
1283,125775,73116
1284,127347,68846
1285,130788,65019
1286,134862,61824
1287,137487,60827
1288,138433,60443
1289,137938,60296
1290,137988,59922
1291,138093,59903
1292,137039,59907
1293,134941,61265
1294,134378,62277
1295,133570,63136
1296,131781,65113
1297,129379,67229
1298,127633,67738
1299,128454,67163
1300,129611,65769
1301,130712,64613
1302,131408,62150
1303,131233,60457
1304,127640,67783
1305,127737,80537
1306,133405,85683
1307,138928,85661
1308,141907,84191
1309,141195,82294
1310,137398,80086
1311,136369,76661
1312,136667,72997
1313,138057,70196
1314,139936,68222
1315,141439,67740
1316,144820,67730
1317,151253,67124
1318,152447,69332
1319,149507,71568
1320,150830,71727
1321,156097,70025
1322,156524,69125
1323,157617,67820
1324,157536,65946
1325,158416,65081
1326,156663,64833
1327,154102,64066
1328,153086,63238
1329,150620,62759
1330,148383,62402
1331,145864,61602
1332,144226,62428
1333,141254,62566
1334,138774,60876
1335,136635,60775
1336,129790,63267
1337,124612,66556
1338,123382,66727
1339,124936,64505
1340,127542,61224
1341,129608,60270
1342,130444,59735
1343,133908,57583
1344,129906,59816
1345,127061,65700
1346,131818,64419
1347,135577,60196
1348,130744,64260
1349,126256,70050
1350,128436,67897
1351,130878,64464
1352,131153,64413
1353,131198,64637
1354,132583,64030
1355,132686,63306
1356,132879,63333
1357,133690,63146
1358,132289,65427
1359,128273,70758
1360,128616,74820
1361,133043,75624
1362,136170,78260
1363,136223,78622
1364,136099,77127
1365,138706,73178
1366,139749,70356
1367,139449,67239
1368,140122,64765
1369,140850,62350
1370,139912,60816
1371,138326,60297
1372,139700,60939
1373,140460,60711
1374,140313,60426
1375,136797,62647
1376,133769,65960
1377,133904,66732
1378,133872,66470
1379,134947,65240
1380,137591,62406
1381,139209,60264
1382,138473,59984
1383,138131,60340
1384,139455,60888
1385,141189,62803
1386,147455,67660
1387,166605,69392
1388,170424,70125
1389,166005,73262
1390,160482,73180
1391,155689,71908
1392,151141,70695
1393,147485,69123
1394,143636,66999
1395,143573,65561
1396,143088,66483
1397,143123,66906
1398,146243,66530
1399,144707,70944
1400,136330,76256
1401,135220,79196
1402,137862,79622
1403,141770,78172
1404,150531,73995
1405,155335,69081
1406,157882,66153
1407,158589,65269
1408,156898,64306
1409,155335,62640
1410,151160,61634
1411,148713,61512
1412,147834,61352
1413,150097,61323
1414,150180,60987
1415,145845,66379
1416,141122,71738
1417,138540,74338
1418,139926,74479
1419,141037,74048
1420,139245,73933
1421,139839,73675
1422,141030,71901
1423,140801,68845
1424,141572,64537
1425,147681,68955
1426,131891,81182
1427,133560,80698
1428,144584,80693
1429,153702,77656
1430,147660,76596
1431,145113,75167
1432,145657,71992
1433,144832,68452
1434,144466,64933
1435,143573,63018
1436,141494,62719
1437,138611,62792
1438,140290,62081
1439,142457,61207
1440,142021,60405
1441,140657,61134
1442,139834,63788
1443,140897,64405
1444,141142,61262
1445,141969,59003
1446,142618,58872
1447,142830,59087
1448,143451,59733
1449,143151,60041
1450,143966,60124
1451,145447,60073
1452,146225,60046
1453,147314,60004
1454,148297,60156
1455,148452,60285
1456,148577,59900
1457,147015,60104
1458,144767,61488
1459,144983,62407
1460,146021,62963
1461,147030,63879
1462,146935,64525
1463,148421,64690
1464,150002,65482
1465,150854,66991
1466,150427,67637
1467,148157,67067
1468,147677,66662
1469,146084,65548
1470,143190,63693
1471,137090,59687
1472,133086,55968
1473,133598,53520
1474,137194,53274
1475,136018,53014
1476,134656,52322
1477,135015,52082
1478,135390,52966
1479,136202,54318
1480,136879,55720
1481,138697,57964
1482,142608,62389
1483,145570,67315
1484,143966,70491
1485,144611,71026
1486,147197,72263
1487,150931,73317
1488,154927,72082
1489,151302,68020
1490,143090,68822
1491,129348,77073
1492,123511,83367
1493,126157,81271
1494,128474,79502
1495,130926,79939
1496,134857,81962
1497,137149,83027
1498,140190,84852
1499,142306,86554
1500,144731,88688
1501,146987,91372
1502,147107,94508
1503,146892,96564
1504,146906,98897
1505,146960,101793
1506,148006,104311
1507,149449,106126
1508,150850,107324
1509,152211,108104
1510,152867,108880
1511,153682,109758
1512,154348,110930
1513,154852,112916
1514,154564,114998
1515,154630,115812
1516,154642,116891
1517,155359,118268
1518,155945,119664
1519,156717,120427
1520,158671,120732
1521,160817,120997
1522,159840,121339
1523,157830,121815
1524,154087,122348
1525,150596,123230
1526,148986,123929
1527,148824,124689
1528,149141,125416
1529,149317,125977
1530,149378,126450
1531,149770,126878
1532,150953,127153
1533,152803,127224
1534,153869,127200
1535,153814,127283
1536,153888,127247
1537,154353,127113
1538,155753,126966
1539,157659,126808
1540,159576,126673
1541,160960,126468
1542,162462,125947
1543,161584,125562
1544,157841,125429
1545,152073,125120
1546,148222,123747
1547,147583,120495
1548,148583,119618
1549,150543,121394
1550,152282,121781
1551,154636,120475
1552,155988,117967
1553,158533,114302
1554,160841,108848
1555,163415,103103
1556,161415,98472
1557,157261,94839
1558,151134,91582
1559,143343,87606
1560,144653,84091
1561,150353,81838
1562,148696,78735
1563,146401,76644
1564,145195,75482
1565,145838,74578
1566,148755,74460
1567,151442,72592
1568,152107,70092
1569,150374,68804
1570,148307,67797
1571,146436,66717
1572,144522,66247
1573,143937,66914
1574,142812,67329
1575,141551,66920
1576,140984,66539
1577,140445,65967
1578,140327,65571
1579,140529,65419
1580,140470,65240
1581,140392,65019
1582,140405,64940
1583,140325,64867
1584,140177,64690
1585,140120,64506
1586,140085,64492
1587,139931,64467
1588,139689,64285
1589,139359,64136
1590,139049,63931
1591,138735,63749
1592,138362,63506
1593,138118,63177
1594,137809,62965
1595,137472,62731
1596,137071,62513
1597,136694,62254
1598,136378,62058
1599,136041,61850
1600,135376,61440
1601,135093,61292
1602,134599,61097
1603,133993,60680
1604,133917,60573
1605,133908,60556
1606,134171,60730
1607,134395,60874
1608,134508,60946
1609,134431,60892
1610,134201,60672
1611,133857,60365
1612,133446,59992
1613,133090,59662
1614,132774,59303
1615,132406,58904
1616,132034,58521
1617,131647,58174
1618,131311,57889
1619,131147,57710
1620,130983,57527
1621,130796,57319
1622,130533,57033
1623,130236,56820
1624,129750,56576
1625,129148,56251
1626,128680,55993
1627,128287,55750
1628,128037,55564
1629,127810,55386
1630,127503,55177
1631,127132,54959
1632,127020,54824
1633,127062,54763
1634,127232,54772
1635,127384,54791
1636,127350,54755
1637,127139,54648
1638,126862,54492
1639,126672,54366
1640,126573,54275
1641,126589,54211
1642,126601,54140
1643,126589,54068
1644,126557,53995
1645,126599,53947
1646,126727,53929
1647,126815,53924
1648,126856,53905
1649,126914,53902
1650,126814,53858
1651,126547,53742
1652,126364,53634
1653,126233,53536
1654,126113,53455
1655,126007,53368
1656,125862,53257
1657,125697,53123
1658,125618,53034
1659,125565,52962
1660,125464,52874
1661,125434,52810
1662,125356,52741
