timestamp,Green1 Count,Green2 Count
0,153273,83869
1,107270,107046
2,119594,97958
3,127612,89489
4,144408,101223
5,149442,104731
6,154209,108069
7,158230,110853
8,162603,114230
9,159912,114227
10,161522,114688
11,163485,115549
12,163266,115647
13,163186,115695
14,162697,116112
15,163477,117181
16,164842,118571
17,165348,119301
18,164416,118389
19,163165,117519
20,161743,116728
21,159316,115475
22,157938,114771
23,157733,113592
24,157603,111422
25,156985,109196
26,155923,107393
27,155277,106465
28,155859,106505
29,156832,106704
30,157770,107022
31,158360,107419
32,159010,107871
33,159588,108203
34,159937,108399
35,160216,108660
36,160339,108842
37,160284,108855
38,160371,108943
39,160403,108919
40,160453,108835
41,160378,108708
42,160235,108611
43,160302,108638
44,160260,108539
45,160024,108264
46,159764,108145
47,159589,107994
48,159346,107794
49,159225,107690
50,159024,107517
51,158773,107320
52,158527,107116
53,158342,106983
54,158154,106874
55,157984,106742
56,157937,106664
57,157808,106579
58,157706,106505
59,157639,106534
60,157561,106529
61,157449,106456
62,157447,106466
63,157372,106444
64,157294,106451
65,157270,106463
66,157255,106497
67,157117,106438
68,156990,106407
69,156936,106483
70,156969,106544
71,156969,106605
72,156981,106659
73,157054,106779
74,157120,106982
75,156996,106866
76,156792,106785
77,156755,106733
78,156685,106656
79,156733,106757
80,156799,106847
81,156807,106866
82,156860,106899
83,156855,106915
84,156822,106884
85,156729,106840
86,156763,106836
87,156686,106792
88,156615,106682
89,156555,106717
90,156464,106655
91,156496,106661
92,156366,106566
93,156339,106528
94,156312,106423
95,156089,106201
96,155939,106109
97,155910,106070
98,155760,105947
99,155736,105935
100,155669,105895
101,155527,105783
102,155437,105733
103,155363,105683
104,155364,105644
105,155315,105615
106,155343,105580
107,155280,105584
108,155317,105585
109,155246,105596
110,155293,105595
111,155308,105524
112,155129,105361
113,154974,105256
114,154892,105258
115,154750,105147
116,154558,105039
117,154540,104980
118,154355,104797
119,153727,104434
120,152810,104066
121,151875,103923
122,151103,103803
123,150240,103543
124,149728,103250
125,149138,102901
126,148674,102579
127,148429,102425
128,148600,102583
129,148982,102675
130,149127,102659
131,149323,102754
132,149474,102893
133,149585,103009
134,149718,103165
135,149973,103320
136,150133,103412
137,150332,103522
138,150486,103607
139,150583,103688
140,150641,103749
141,150587,103784
142,150552,103812
143,150579,103881
144,150631,103953
145,150691,104038
146,150743,104103
147,150683,104068
148,150511,103952
149,150419,103960
150,150448,103966
151,150503,104001
152,150625,104097
153,150580,104108
154,150509,104058
155,150372,104021
156,150255,103964
157,150184,103828
158,150168,103690
159,150172,103574
160,150092,103492
161,149960,103421
162,149639,103318
163,149445,103268
164,149227,103170
165,149079,103052
166,148952,102852
167,148807,102730
168,148672,102652
169,148622,102622
170,148631,102629
171,148567,102565
172,148516,102483
173,148433,102490
174,148442,102470
175,148433,102485
176,148456,102443
177,148440,102422
178,148442,102424
179,148534,102457
180,148642,102570
181,148720,102654
182,148729,102723
183,148786,102720
184,148674,102615
185,148611,102589
186,148565,102590
187,148512,102608
188,148417,102651
189,148355,102638
190,148257,102610
191,148149,102564
192,148112,102546
193,148111,102546
194,148141,102566
195,148128,102563
196,148086,102580
197,148047,102622
198,148038,102668
199,148044,102729
200,148085,102775
201,148033,102682
202,147922,102590
203,147873,102609
204,147950,102600
205,147911,102613
206,147921,102663
207,147850,102675
208,147851,102679
209,147839,102736
210,147871,102748
211,147797,102754
212,147844,102801
213,147852,102798
214,147844,102731
215,147835,102776
216,147850,102799
217,147782,102802
218,147805,102776
219,147748,102679
220,147603,102554
221,147527,102512
222,147507,102513
223,147419,102492
224,147429,102516
225,147385,102512
226,147358,102488
227,147298,102451
228,147218,102437
229,147188,102412
230,147149,102415
231,147194,102424
232,147172,102466
233,147215,102523
234,147193,102545
235,147218,102577
236,147221,102577
237,147181,102459
238,147055,102381
239,147097,102393
240,147070,102389
241,147040,102396
242,147136,102476
243,147105,102476
244,147115,102470
245,147118,102483
246,147060,102441
247,147000,102439
248,147080,102456
249,147096,102459
250,147114,102469
251,147181,102560
252,147229,102622
253,147181,102656
254,147233,102702
255,147303,102746
256,147221,102692
257,147291,102773
258,147308,102825
259,147373,102906
260,147309,102917
261,147247,102885
262,147254,102943
263,147235,102955
264,147121,102898
265,147100,102863
266,147081,102865
267,147048,102861
268,147140,102919
269,147127,102956
270,147126,102981
271,147148,103018
272,147097,103009
273,147158,102968
274,147009,102843
275,146962,102800
276,146882,102765
277,146825,102729
278,146823,102770
279,146703,102707
280,146606,102633
281,146499,102580
282,146446,102533
283,146388,102508
284,146350,102458
285,146313,102455
286,146322,102422
287,146258,102401
288,146251,102419
289,146192,102413
290,146203,102398
291,146162,102278
292,146104,102129
293,146044,102046
294,146040,101997
295,145948,101952
296,145931,101936
297,145837,101888
298,145791,101858
299,145761,101825
300,145737,101791
301,145787,101770
302,145766,101780
303,145798,101792
304,145817,101845
305,145798,101832
306,145722,101842
307,145764,101864
308,145696,101804
309,145594,101653
310,145489,101609
311,145518,101636
312,145403,101604
