timestamp,ecg
652984562671318933,13736
652984562678993373,13695
652984562686667813,13653
652984562694342253,13595
652984562702016693,13524
652984562709691133,13454
652984562717365573,13390
652984562725040013,13349
652984562732714453,13312
652984562740388893,13234
652984562748063333,13151
652984562755737773,13105
652984562763412213,13034
652984562771086653,12917
652984562778761093,12842
652984562786435533,12796
652984562794109973,12713
652984562801784413,12622
652984562809458853,12544
652984562817133293,12469
652984562824807733,12396
652984562832482173,12313
652984562840156613,12215
652984562847831053,12130
652984562855505493,12059
652984562863179933,11981
652984562870854373,11891
652984562878528813,11789
652984562886203253,11696
652984562893877693,11623
652984562901552133,11533
652984562909226573,11426
652984562916901013,11348
652984562924575453,11265
652984562932249893,11165
652984562939924333,11080
652984562947598773,10999
652984562955273213,10911
652984562962947653,10819
652984562970622093,10729
652984562978296533,10634
652984562985970973,10526
652984562993645413,10417
652984563001319853,10329
652984563008994293,10258
652984563016668733,10161
652984563024343173,10063
652984563032017613,9990
652984563039692053,9907
652984563047366493,9793
652984563055040933,9710
652984563062715373,9800
652984563070389813,10122
652984563078064253,10419
652984563085738693,10175
652984563093413133,9366
652984563101087573,8884
652984563108762013,9047
652984563116436453,9083
652984563124110893,8849
652984563131785333,8769
652984563139459773,8750
652984563147134213,8633
652984563154808653,8523
652984563162483093,8459
652984563170157533,8382
652984563177831973,8294
652984563185506413,8211
652984563193180853,8133
652984563200855293,8062
652984563208529733,7982
652984563216204173,7887
652984563223878613,7821
652984563231553118,7784
652984563239227558,7716
652984563246901998,7621
652984563254576438,7555
652984563262250878,7506
652984563269925318,7438
652984563277599758,7365
652984563285274198,7309
652984563292948638,7253
652984563300623078,7202
652984563308297518,7160
652984563315971958,7119
652984563323646398,7058
652984563331320838,6975
652984563338995278,6902
652984563346669718,6826
652984563354344158,6736
652984563362018598,6653
652984563369693038,6571
652984563377367478,6473
652984563385041918,6341
652984563392716358,6195
652984563400390798,6078
652984563408065238,5990
652984563415739678,5912
652984563423414118,5842
652984563431088558,5776
652984563438762998,5700
652984563446437438,5644
652984563454111878,5603
652984563461786318,5530
652984563469460758,5447
652984563477135198,5398
652984563484809638,5352
652984563492484078,5293
652984563500158518,5237
652984563507832958,5181
652984563515507398,5120
652984563523181838,5064
652984563530856278,5011
652984563538530718,4959
652984563546205158,4916
652984563553879598,4860
652984563561554038,4794
652984563569228478,4735
652984563576902918,4674
652984563584577358,4613
652984563592251798,4567
652984563599926238,4521
652984563607600678,4453
652984563615275118,4382
652984563622949558,4360
652984563630623998,4348
652984563638298438,4272
652984563645972878,4199
652984563653647318,4187
652984563661321758,4145
652984563668996198,4077
652984563676670638,4041
652984563684345078,4006
652984563692019518,3967
652984563699693958,3916
652984563707368398,3846
652984563715042838,3819
652984563722717278,3809
652984563730391718,3736
652984563738066158,3665
652984563745740598,3651
652984563753415038,3597
652984563761089478,3504
652984563768763918,3492
652984563776438358,3517
652984563784112798,3465
652984563791787303,3387
652984563799461743,3368
652984563807136183,3353
652984563814810623,3287
652984563822485063,3248
652984563830159503,3244
652984563837833943,3217
652984563845508383,3175
652984563853182823,3139
652984563860857263,3117
652984563868531703,3073
652984563876206143,2985
652984563883880583,2944
652984563891555023,2973
652984563899229463,2939
652984563906903903,2849
652984563914578343,2837
652984563922252783,2880
652984563929927223,2871
652984563937601663,2790
652984563945276103,2756
652984563952950543,2949
652984563960624983,3351
652984563968299423,3592
652984563975973863,3207
652984563983648303,2447
652984563991322743,2237
652984563998997183,2510
652984564006671623,2500
652984564014346063,2369
652984564022020503,2425
652984564029694943,2403
652984564037369383,2313
652984564045043823,2332
652984564052718263,2330
652984564060392703,2261
652984564068067143,2239
652984564075741583,2256
652984564083416023,2252
652984564091090463,2205
652984564098764903,2169
652984564106439343,2193
652984564114113783,2208
652984564121788223,2144
652984564129462663,2096
652984564137137103,2108
652984564144811543,2113
652984564152485983,2125
652984564160160423,2132
652984564167834863,2105
652984564175509303,2086
652984564183183743,2071
652984564190858183,2064
652984564198532623,2108
652984564206207063,2125
652984564213881503,2081
652984564221555943,2088
652984564229230383,2105
652984564236904823,2052
652984564244579263,1986
652984564252253703,1952
652984564259928143,1920
652984564267602583,1874
652984564275277023,1789
652984564282951463,1691
652984564290625903,1608
652984564298300343,1572
652984564305974783,1589
652984564313649223,1584
652984564321323663,1525
652984564328998103,1479
652984564336672543,1489
652984564344346983,1518
652984564352021488,1506
652984564359695928,1462
652984564367370368,1433
652984564375044808,1418
652984564382719248,1420
652984564390393688,1433
652984564398068128,1433
652984564405742568,1386
652984564413417008,1355
652984564421091448,1374
652984564428765888,1367
652984564436440328,1347
652984564444114768,1352
652984564451789208,1323
652984564459463648,1284
652984564467138088,1284
652984564474812528,1272
652984564482486968,1238
652984564490161408,1233
652984564497835848,1233
652984564505510288,1213
652984564513184728,1199
652984564520859168,1189
652984564528533608,1165
652984564536208048,1135
652984564543882488,1121
652984564551556928,1128
652984564559231368,1138
652984564566905808,1135
652984564574580248,1138
652984564582254688,1116
652984564589929128,1065
652984564597603568,1050
652984564605278008,1079
652984564612952448,1087
652984564620626888,1060
652984564628301328,1043
652984564635975768,1040
652984564643650208,1043
652984564651324648,1028
652984564658999088,984
652984564666673528,967
652984564674347968,1009
652984564682022408,1026
652984564689696848,979
652984564697371288,948
652984564705045728,960
652984564712720168,970
652984564720394608,957
652984564728069048,948
652984564735743488,918
652984564743417928,896
652984564751092368,933
652984564758766808,938
652984564766441248,877
652984564774115688,879
652984564781790128,921
652984564789464568,889
652984564797139008,853
652984564804813448,848
652984564812487888,862
652984564820162328,1045
652984564827836768,1467
652984564835511208,1796
652984564843185648,1533
652984564850860088,811
652984564858534528,541
652984564866208968,811
652984564873883408,857
652984564881557848,697
652984564889232288,726
652984564896906728,775
652984564904581168,728
652984564912255673,726
652984564919930113,755
652984564927604553,748
652984564935278993,731
652984564942953433,726
652984564950627873,728
652984564958302313,738
652984564965976753,743
652984564973651193,748
652984564981325633,758
652984564989000073,748
652984564996674513,738
652984565004348953,726
652984565012023393,706
652984565019697833,701
652984565027372273,728
652984565035046713,770
652984565042721153,814
652984565050395593,826
652984565058070033,794
652984565065744473,818
652984565073418913,889
652984565081093353,860
652984565088767793,816
652984565096442233,889
652984565104116673,916
652984565111791113,826
652984565119465553,801
652984565127139993,818
652984565134814433,728
652984565142488873,619
652984565150163313,602
652984565157837753,602
652984565165512193,543
652984565173186633,477
652984565180861073,472
652984565188535513,516
652984565196209953,528
652984565203884393,499
652984565211558833,475
652984565219233273,485
652984565226907713,516
652984565234582153,519
652984565242256593,477
652984565249931033,482
652984565257605473,526
652984565265279913,514
652984565272954353,475
652984565280628793,487
652984565288303233,499
652984565295977673,463
652984565303652113,453
652984565311326553,487
652984565319000993,485
652984565326675433,465
652984565334349873,477
652984565342024313,475
652984565349698753,438
652984565357373193,407
652984565365047633,402
652984565372722073,448
652984565380396513,477
652984565388070953,428
652984565395745393,392
652984565403419833,409
652984565411094273,411
652984565418768713,421
652984565426443153,443
652984565434117593,419
652984565441792033,394
652984565449466473,409
652984565457140913,407
652984565464815353,375
652984565472489858,346
652984565480164298,333
652984565487838738,368
652984565495513178,419
652984565503187618,421
652984565510862058,382
652984565518536498,343
652984565526210938,338
652984565533885378,353
652984565541559818,409
652984565549234258,431
652984565556908698,355
652984565564583138,297
652984565572257578,311
652984565579932018,372
652984565587606458,416
652984565595280898,372
652984565602955338,309
652984565610629778,324
652984565618304218,355
652984565625978658,353
652984565633653098,511
652984565641327538,909
652984565649001978,1240
652984565656676418,1016
652984565664350858,329
652984565672025298,60
652984565679699738,343
652984565687374178,407
652984565695048618,236
652984565702723058,272
652984565710397498,389
652984565718071938,346
652984565725746378,272
652984565733420818,299
652984565741095258,341
652984565748769698,348
652984565756444138,338
652984565764118578,329
652984565771793018,326
652984565779467458,324
652984565787141898,333
652984565794816338,363
652984565802490778,387
652984565810165218,387
652984565817839658,404
652984565825514098,414
652984565833188538,402
652984565840862978,414
652984565848537418,431
652984565856211858,441
652984565863886298,463
652984565871560738,482
652984565879235178,502
652984565886909618,538
652984565894584058,563
652984565902258498,558
652984565909932938,541
652984565917607378,536
652984565925281818,565
652984565932956258,560
652984565940630698,475
652984565948305138,389
652984565955979578,353
652984565963654018,316
652984565971328458,268
652984565979002898,236
652984565986677338,243
652984565994351778,255
652984566002026218,226
652984566009700658,231
652984566017375098,282
652984566025049538,297
652984566032724043,260
652984566040398483,238
652984566048072923,243
652984566055747363,251
652984566063421803,272
652984566071096243,292
652984566078770683,268
652984566086445123,221
652984566094119563,253
652984566101794003,341
652984566109468443,316
652984566117142883,255
652984566124817323,287
652984566132491763,304
652984566140166203,265
652984566147840643,258
652984566155515083,275
652984566163189523,270
652984566170863963,263
652984566178538403,275
652984566186212843,270
652984566193887283,243
652984566201561723,241
652984566209236163,265
652984566216910603,297
652984566224585043,307
652984566232259483,275
652984566239933923,243
652984566247608363,248
652984566255282803,258
652984566262957243,255
652984566270631683,258
652984566278306123,270
652984566285980563,282
652984566293655003,280
652984566301329443,275
652984566309003883,280
652984566316678323,294
652984566324352763,285
652984566332027203,272
652984566339701643,309
652984566347376083,324
652984566355050523,287
652984566362724963,270
652984566370399403,268
652984566378073843,263
652984566385748283,270
652984566393422723,265
652984566401097163,265
652984566408771603,280
652984566416446043,272
652984566424120483,324
652984566431794923,626
652984566439469363,1077
652984566447143803,1162
652984566454818243,563
652984566462492683,-21
652984566470167123,95
652984566477841563,316
652984566485516003,177
652984566493190443,129
652984566500864883,243
652984566508539323,226
652984566516213763,173
652984566523888203,204
652984566531562643,216
652984566539237083,182
652984566546911523,194
652984566554585963,241
652984566562260403,255
652984566569934843,241
652984566577609283,221
652984566585283723,224
652984566592958228,246
652984566600632668,255
652984566608307108,248
652984566615981548,260
652984566623655988,290
652984566631330428,314
652984566639004868,329
652984566646679308,331
652984566654353748,336
652984566662028188,355
652984566669702628,385
652984566677377068,394
652984566685051508,404
652984566692725948,433
652984566700400388,450
652984566708074828,441
652984566715749268,431
