timestamp ecg,
653329819033049877,53
653329819040726826,65
653329819048403775,72
653329819056080724,65
653329819063757673,53
653329819071434622,43
653329819079111571,31
653329819086788520,24
653329819094465469,26
653329819102142418,26
653329819109819367,29
653329819117496316,36
653329819125173265,38
653329819132850214,17
653329819140527163,7
653329819148204112,155
653329819155881061,510
653329819163558010,828
653329819171234959,663
653329819178911908,60
653329819186588857,-216
653329819194265806,-2
653329819201942755,60
653329819209619704,-58
653329819217296653,-41
653329819224973602,0
653329819232650551,-31
653329819240327500,-29
653329819248004449,-2
653329819255681398,2
653329819263358347,4
653329819271035296,9
653329819278712245,9
653329819286389194,9
653329819294066143,14
653329819301743092,19
653329819309420041,24
653329819317102046,29
653329819324778925,31
653329819332455804,41
653329819340132683,53
653329819347809562,65
653329819355486441,82
653329819363163320,99
653329819370840199,121
653329819378517078,140
653329819386193957,155
653329819393870836,177
653329819401547715,199
653329819409224594,208
653329819416901473,211
653329819424578352,206
653329819432255231,189
653329819439932110,153
653329819447608989,99
653329819455285868,41
653329819462962747,-4
653329819470639626,-41
653329819478316505,-65
653329819485993384,-75
653329819493670263,-77
653329819501347142,-80
653329819509024021,-77
653329819516700900,-68
653329819524377779,-60
653329819532054658,-58
653329819539731537,-48
653329819547408416,-43
653329819555085295,-41
653329819562762174,-41
653329819570439053,-38
653329819578115932,-29
653329819585792811,-24
653329819593469690,-26
653329819601146569,-24
653329819608823448,-14
653329819616500327,-9
653329819624177206,-7
653329819631854085,-7
653329819639530964,-7
653329819647207843,-2
653329819654884722,0
653329819662561601,-4
653329819670238480,-4
653329819677915359,0
653329819685592238,-12
653329819693269117,-24
653329819700945996,-17
653329819708622875,-9
653329819716299754,-7
653329819723976633,-2
653329819731653512,-4
653329819739330391,-12
653329819747007270,-4
653329819754684149,2
653329819762361028,2
653329819770037907,2
653329819777714786,9
653329819785391665,9
653329819793068544,7
653329819800745423,7
653329819808422302,4
653329819816099181,0
653329819823776060,4
653329819831452939,9
653329819839129818,7
653329819846806697,9
653329819854483576,21
653329819862160455,21
653329819869837334,9
653329819877534339,9
653329819885210939,19
653329819892887539,21
653329819900564139,19
653329819908240739,19
653329819915917339,21
653329819923593939,29
653329819931270539,24
653329819938947139,14
653329819946623739,7
653329819954300339,19
653329819961976939,41
653329819969653539,48
653329819977330139,36
653329819985006739,34
653329819992683339,36
653329820000359939,21
653329820008036539,9
653329820015713139,12
653329820023389739,21
653329820031066339,26
653329820038742939,24
653329820046419539,19
653329820054096139,-2
653329820061772739,-4
653329820069449339,172
653329820077125939,546
653329820084802539,811
653329820092479139,566
653329820100155739,-19
653329820107832339,-206
653329820115508939,9
653329820123185539,34
653329820130862139,-70
653329820138538739,-38
653329820146215339,-7
653329820153891939,-34
653329820161568539,-31
653329820169245139,-9
653329820176921739,-12
653329820184598339,-19
653329820192274939,-21
653329820199951539,-21
653329820207628139,-17
653329820215304739,-9
653329820222981339,-7
653329820230657939,0
653329820238334539,12
653329820246011139,24
653329820253687739,31
653329820261364339,41
653329820269040939,63
653329820276717539,85
653329820284394139,92
653329820292070739,106
653329820299747339,143
653329820307423939,172
653329820315100539,184
653329820322777139,191
653329820330453739,206
653329820338130339,216
653329820345806939,213
653329820353483539,187
653329820361160139,133
653329820368836739,77
653329820376513339,29
653329820384189939,-9
653329820391866539,-48
653329820399543139,-77
653329820407219739,-87
653329820414896339,-87
653329820422572939,-87
653329820430249539,-87
653329820437901074,-77
653329820445578023,-63
653329820453254972,-60
653329820460931921,-70
653329820468608870,-70
653329820476285819,-58
653329820483962768,-48
653329820491639717,-41
653329820499316666,-41
653329820506993615,-38
653329820514670564,-31
653329820522347513,-24
653329820530024462,-17
653329820537701411,-14
653329820545378360,-14
653329820553055309,-17
653329820560732258,-21
653329820568409207,-17
653329820576086156,-12
653329820583763105,-17
653329820591440054,-14
653329820599117003,-7
653329820606793952,-9
653329820614470901,-4
653329820622147850,2
653329820629824799,-2
653329820637501748,-4
653329820645178697,2
653329820652855646,2
653329820660532595,2
653329820668209544,4
653329820675886493,4
653329820683563442,4
653329820691240391,-2
653329820698917340,-14
653329820706594289,-7
653329820714271238,2
653329820721948187,0
653329820729625136,-2
653329820737302085,7
653329820744979034,9
653329820752655983,7
653329820760332932,12
653329820768009881,14
653329820775686830,12
653329820783363779,14
653329820791040728,19
653329820798717677,9
653329820806394626,4
653329820814071575,12
653329820821748524,12
653329820829425473,17
653329820837102422,41
653329820844779371,55
653329820852456320,41
653329820860133269,31
653329820867810218,31
653329820875487167,19
653329820883164116,12
653329820890841065,17
653329820898518014,24
653329820906194963,31
653329820913871912,34
653329820921548861,17
653329820929225810,-7
653329820936902759,77
653329820944579708,371
653329820952256657,745
653329820959933606,791
653329820967610555,289
653329820975287504,-182
653329820982964453,-89
653329820990641402,82
653329820998348463,-4
653329821006024994,-43
653329821013701525,14
653329821021378056,2
653329821029054587,-26
653329821036731118,-12
653329821044407649,-4
653329821052084180,-12
653329821059760711,0
653329821067437242,9
653329821075113773,9
653329821082790304,17
653329821090466835,21
653329821098143366,21
653329821105819897,26
653329821113496428,31
653329821121172959,38
653329821128849490,51
653329821136526021,65
653329821144202552,82
653329821151879083,99
653329821159555614,121
653329821167232145,145
653329821174908676,167
653329821182585207,189
653329821190261738,211
653329821197938269,213
653329821205614800,206
653329821213291331,208
653329821220967862,201
653329821228644393,160
653329821236320924,97
653329821243997455,41
653329821251673986,-4
653329821259350517,-41
653329821267027048,-68
653329821274703579,-82
653329821282380110,-87
653329821290056641,-92
653329821297733172,-94
653329821305409703,-89
653329821313086234,-77
653329821320762765,-70
653329821328439296,-63
653329821336115827,-58
653329821343792358,-53
653329821351468889,-48
653329821359145420,-41
653329821366821951,-29
653329821374498482,-21
653329821382175013,-24
653329821389851544,-19
653329821397528075,-9
653329821405204606,-4
653329821412881137,-7
653329821420557668,-4
653329821428234199,0
653329821435910730,0
653329821443587261,2
653329821451263792,7
653329821458940323,9
653329821466616854,12
653329821474293385,7
653329821481969916,4
653329821489646447,9
653329821497322978,12
653329821504999509,17
653329821512676040,17
653329821520352571,14
653329821528029102,9
653329821535705633,7
653329821543382164,7
653329821551058695,9
653329821558735238,12
653329821566411769,12
653329821574088300,17
653329821581764831,19
653329821589441362,17
653329821597117893,19
653329821604794424,24
653329821612470955,24
653329821620147486,12
653329821627824017,7
653329821635500548,17
653329821643177079,19
653329821650853610,17
653329821658530141,17
653329821666206672,14
653329821673883203,17
653329821681559734,29
653329821689236265,38
653329821696912796,34
653329821704589327,31
653329821712265858,26
653329821719942389,9
653329821727618920,0
653329821735295451,7
653329821742971982,17
653329821750648513,17
653329821758325044,14
653329821766001575,17
653329821773678106,-2
653329821781354637,-7
653329821789031168,162
653329821796707699,539
653329821804384230,833
653329821812060761,614
653329821819737292,9
653329821827413823,-206
653329821835090354,17
653329821842766885,48
653329821850443416,-70
653329821858119947,-34
653329821865796478,9
653329821873473009,-21
653329821881149540,-14
653329821888826071,12
653329821896502602,9
653329821904179133,7
653329821911855664,21
653329821919532195,31
653329821927208726,36
653329821934885257,41
653329821942561788,46
653329821950238319,51
653329821957914850,60
653329821965591381,70
653329821973267912,70
653329821980944443,77
653329821988620974,94
653329821996297505,114
653329822003974036,133
653329822011650567,155
653329822019327098,174
653329822027003629,187
653329822034680160,194
653329822042356691,204
653329822050033222,211
653329822057709753,218
653329822065386284,206
653329822073062815,174
653329822080739346,121
653329822088415877,68
653329822096092408,14
653329822103768939,-31
653329822111445470,-60
653329822119101997,-80
653329822126778806,-92
653329822134455615,-89
653329822142132424,-85
653329822149809233,-82
653329822157486042,-77
653329822165162851,-68
653329822172839660,-63
653329822180516469,-63
653329822188193278,-65
653329822195870087,-58
653329822203546896,-51
653329822211223705,-60
653329822218900514,-68
653329822226577323,-55
653329822234254132,-38
653329822241930941,-36
653329822249607750,-34
653329822257284559,-31
653329822264961368,-29
653329822272638177,-29
653329822280314986,-31
653329822287991795,-29
653329822295668604,-24
653329822303345413,-19
653329822311022222,-17
653329822318699031,-17
653329822326375840,-14
653329822334052649,-12
653329822341729458,-7
653329822349406267,-7
653329822357083076,-9
653329822364759885,-7
653329822372436694,0
653329822380113503,4
653329822387790312,7
653329822395467121,4
653329822403143930,4
653329822410820739,9
653329822418497548,14
653329822426174357,14
653329822433851166,14
653329822441527975,17
653329822449204784,19
653329822456881593,19
653329822464558402,19
653329822472235211,24
653329822479912020,29
653329822487588829,26
653329822495265638,19
653329822502942447,24
653329822510619256,31
653329822518296065,26
653329822525972874,21
653329822533649683,21
653329822541326492,24
653329822549003301,26
653329822556680110,26
653329822564356919,26
653329822572033728,24
653329822579710537,31
653329822587387346,43
653329822595064155,48
653329822602740964,53
653329822610417773,55
653329822618094582,43
653329822625771391,29
653329822633448200,24
653329822641125009,29
653329822648801818,34
653329822656478627,36
653329822664155436,41
653329822671832245,26
653329822679519124,-2
653329822687195794,75
653329822694872464,381
653329822702549134,770
653329822710225804,806
653329822717902474,276
653329822725579144,-199
653329822733255814,-94
653329822740932484,65
653329822748609154,-48
653329822756285824,-80
653329822763962494,-12
653329822771639164,-31
653329822779315834,-51
653329822786992504,-17
653329822794669174,-7
653329822802345844,-12
653329822810022514,0
653329822817699184,7
653329822825375854,12
653329822833052524,21
653329822840729194,31
653329822848405864,36
653329822856082534,46
653329822863759204,55
653329822871435874,65
653329822879112544,75
653329822886789214,87
653329822894465884,102
653329822902142554,121
653329822909819224,138
653329822917495894,155
653329822925172564,182
653329822932849234,208
653329822940525904,221
653329822948202574,225
653329822955879244,230
653329822963555914,225
653329822971232584,206
653329822978909254,165
653329822986585924,104
653329822994262594,43
653329823001939264,-7
653329823009615934,-46
653329823017292604,-77
653329823024969274,-94
653329823032645944,-97
653329823040322614,-97
653329823047999284,-92
653329823055675954,-85
653329823063352624,-80
653329823071029294,-72
653329823078705964,-63
653329823086382634,-58
653329823094059304,-55
653329823101735974,-51
653329823109412644,-41
653329823117089314,-34
653329823124765984,-31
653329823132442654,-29
653329823140119324,-24
653329823147795994,-19
653329823155472664,-14
653329823163149334,-14
653329823170826004,-9
653329823178502674,-7
653329823186179344,-4
653329823193856014,-4
653329823201532684,-2
653329823209209354,-2
653329823216886024,0
653329823224562694,0
653329823232239364,-9
653329823239926081,-14
653329823247602612,-4
653329823255279143,-4
653329823262955674,-14
653329823270632205,-14
653329823278308736,-7
653329823285985267,-4
653329823293661798,-7
653329823301338329,-9
653329823309014860,-12
653329823316691391,-7
653329823324367922,-4
653329823332044453,-2
653329823339720984,0
653329823347397515,2
653329823355074046,7
653329823362750577,14
653329823370427108,12
653329823378103639,9
653329823385780170,14
653329823393456701,19
653329823401133232,19
653329823408809763,19
653329823416486294,21
653329823424162825,24
653329823431839356,26
653329823439515887,29
653329823447192418,31
653329823454868949,31
653329823462545480,31
653329823470222011,31
653329823477898542,31
653329823485575073,34
653329823493251604,36
653329823500928135,34
653329823508604666,24
653329823516281197,24
653329823523957728,41
653329823531634259,53
653329823539310790,51
653329823546987321,53
653329823554663852,48
653329823562340383,31
653329823570016914,21
653329823577693445,34
653329823585369976,38
653329823593046507,36
653329823600723038,36
653329823608399569,38
653329823616076100,19
653329823623752631,17
653329823631429162,177
653329823639105693,544
653329823646782224,845
653329823654458755,636
653329823662135286,38
653329823669811817,-184
653329823677488348,34
653329823685164879,65
653329823692841410,-53
653329823700517941,-24
653329823708194472,21
653329823715871003,-4
653329823723547534,-2
653329823731224065,17
653329823738900596,2
653329823746577127,-4
653329823754253658,12
653329823761930189,19
653329823769606720,21
653329823777283251,31
653329823784959782,36
653329823792636313,41
653329823800307888,51
653329823807984488,63
653329823815661088,70
653329823823337688,77
653329823831014288,87
653329823838690888,99
653329823846367488,121
653329823854044088,143
653329823861720688,160
653329823869397288,172
653329823877073888,189
653329823884750488,204
653329823892427088,211
653329823900103688,213
653329823907780288,206
653329823915456888,177
653329823923133488,126
653329823930810088,70
653329823938486688,19
653329823946163288,-24
653329823953839888,-60
653329823961516488,-82
653329823969193088,-89
653329823976869688,-89
653329823984546288,-87
653329823992222888,-85
653329823999899488,-82
653329824007576088,-80
653329824015252688,-72
653329824022929288,-65
653329824030605888,-63
653329824038282488,-60
653329824045959088,-51
653329824053635688,-43
653329824061312288,-43
653329824068988888,-36
653329824076665488,-24
653329824084342088,-21
653329824092018688,-19
653329824099695288,-14
653329824107371888,-14
653329824115048488,-17
653329824122725088,-12
653329824130401688,-9
653329824138078288,-7
653329824145754888,-4
653329824153431488,-2
653329824161108088,-2
653329824168784688,-4
653329824176461288,0
653329824184137888,4
653329824191814488,2
653329824199491088,4
653329824207167688,9
653329824214844288,2
653329824222520888,4
653329824230197488,7
653329824237874088,-4
653329824245550688,-19
653329824253227288,-17
653329824260903888,-7
653329824268580488,0
653329824276257088,2
653329824283933688,0
653329824291610288,0
653329824299286888,7
653329824306963488,7
653329824314640088,7
653329824322316688,7
653329824329993288,9
653329824337669888,9
653329824345346488,14
653329824353023088,21
653329824360679661,24
653329824368356540,17
653329824376033419,14
653329824383710298,19
653329824391387177,12
653329824399064056,4
653329824406740935,14
653329824414417814,21
653329824422094693,17
653329824429771572,12
653329824437448451,17
653329824445125330,34
653329824452802209,51
653329824460479088,46
653329824468155967,31
653329824475832846,36
653329824483509725,36
653329824491186604,19
653329824498863483,9
653329824506540362,14
653329824514217241,19
653329824521894120,17
653329824529570999,21
653329824537247878,17
653329824544924757,-7
653329824552601636,43
653329824560278515,308
653329824567955394,692
653329824575632273,808
653329824583309152,369
653329824590986031,-153
653329824598662910,-131
653329824606339789,70
653329824614016668,2
653329824621693547,-63
653329824629370426,-2
653329824637047305,7
653329824644724184,-17
653329824652401063,2
653329824660077942,12
653329824667754821,4
653329824675431700,14
653329824683108579,31
653329824690785458,34
653329824698462337,29
653329824706139216,24
653329824713816095,38
653329824721492974,55
653329824729169853,53
653329824736846732,46
653329824744523611,46
653329824752200490,53
653329824759877369,68
653329824767554248,80
653329824775231127,94
653329824782908006,121
653329824790584885,145
653329824798261764,167
653329824805938643,191
653329824813615522,201
653329824821292401,208
653329824828969280,216
653329824836646159,196
653329824844323038,150
653329824851999917,102
653329824859676796,51
653329824867353675,-2
653329824875030554,-43
653329824882707433,-70
653329824890384312,-92
653329824898061191,-99
653329824905738070,-99
653329824913414949,-97
653329824921116924,-85
653329824928793455,-80
653329824936469986,-80
653329824944146517,-72
653329824951823048,-60
653329824959499579,-55
653329824967176110,-53
653329824974852641,-46
653329824982529172,-46
653329824990205703,-48
653329824997882234,-38
653329825005558765,-26
653329825013235296,-31
653329825020911827,-38
653329825028588358,-31
653329825036264889,-19
653329825043941420,-19
653329825051617951,-24
653329825059294482,-17
653329825066971013,-12
653329825074647544,-12
653329825082324075,-14
653329825090000606,-14
653329825097677137,-7
653329825105353668,2
653329825113030199,0
653329825120706730,-4
653329825128383261,-7
653329825136059792,0
653329825143736323,9
653329825151412854,12
653329825159089385,2
653329825166765916,2
653329825174442447,12
653329825182118978,12
653329825189795509,7
653329825197472040,14
653329825205148571,19
653329825212825102,14
653329825220501633,17
653329825228178164,21
653329825235854695,14
653329825243531226,12
653329825251207757,2
653329825258884288,-4
653329825266560819,2
653329825274237350,7
653329825281913881,7
653329825289590412,9
653329825297266943,9
653329825304943474,12
653329825312620005,17
653329825320296536,19
653329825327973067,21
653329825335649598,24
653329825343326129,26
653329825351002660,46
653329825358679191,55
653329825366355722,46
653329825374032253,38
653329825381708784,36
653329825389385315,26
653329825397061846,17
653329825404738377,21
653329825412414908,31
653329825420091439,34
653329825427767970,34
653329825435444501,26
653329825443121032,0
653329825450797563,43
653329825458474094,303
653329825466150625,702
653329825473827156,842
653329825481483683,410
653329825489160492,-138
653329825496837301,-138
653329825504514110,72
653329825512190919,9
653329825519867728,-58
653329825527544537,2
653329825535221346,4
653329825542898155,-31
653329825550574964,-17
653329825558251773,-2
653329825565928582,-2
653329825573605391,4
653329825581282200,9
653329825588959009,12
653329825596635818,19
653329825604312627,21
653329825611989436,21
653329825619666245,26
653329825627343054,31
653329825635019863,41
653329825642696672,53
653329825650373481,63
653329825658050290,72
653329825665727099,92
653329825673403908,111
653329825681080717,133
653329825688757526,160
653329825696434335,182
653329825704111144,204
653329825711787953,218
653329825719464762,218
653329825727141571,211
653329825734818380,201
653329825742495189,167
653329825750171998,106
653329825757848807,41
653329825765525616,-7
653329825773202425,-43
653329825780879234,-72
653329825788556043,-87
653329825796232852,-89
653329825803909661,-89
653329825811586470,-89
653329825819263279,-85
653329825826940088,-77
653329825834616897,-68
653329825842293706,-60
653329825849970515,-53
653329825857647324,-48
653329825865324133,-43
653329825873000942,-38
653329825880677751,-29
653329825888354560,-21
653329825896031369,-19
653329825903708178,-17
653329825911384987,-9
653329825919061796,-4
653329825926738605,-4
653329825934415414,0
653329825942092223,0
653329825949769032,0
653329825957445841,7
653329825965122650,9
653329825972799459,2
653329825980476268,4
653329825988153077,4
653329825995829886,0
653329826003506695,2
653329826011183504,7
653329826018860313,9
653329826026537122,7
653329826034213931,4
653329826041900810,7
653329826049577480,14
653329826057254150,17
653329826064930820,14
653329826072607490,14
653329826080284160,19
653329826087960830,21
653329826095637500,14
653329826103314170,9
653329826110990840,9
653329826118667510,14
653329826126344180,14
653329826134020850,17
653329826141697520,19
653329826149374190,21
653329826157050860,26
653329826164727530,26
653329826172404200,24
653329826180080870,24
653329826187757540,29
653329826195434210,31
653329826203110880,34
653329826210787550,26
653329826218464220,21
653329826226140890,24
653329826233817560,26
653329826241494230,21
653329826249170900,19
653329826256847570,19
653329826264524240,19
653329826272200910,34
653329826279877580,41
653329826287554250,36
653329826295230920,34
653329826302907590,29
653329826310584260,17
653329826318260930,7
653329826325937600,17
653329826333614270,21
653329826341290940,24
653329826348967610,29
653329826356644280,26
653329826364320950,-2
653329826371997620,31
653329826379674290,281
653329826387350960,675
653329826395027630,850
653329826402704300,461
653329826410380970,-106
653329826418057640,-148
653329826425734310,70
653329826433410980,19
653329826441087650,-60
653329826448764320,-4
653329826456440990,0
653329826464117660,-34
653329826471794330,-14
6.5333E+17,2
653329826487147670,-4
653329826494824340,2
653329826502501010,12
653329826510177680,14
653329826517854350,14
653329826525531020,12
653329826533207690,14
653329826540884360,26
653329826548561030,34
653329826556237700,38
653329826563914370,51
653329826571591040,65
653329826579267710,80
653329826586944380,97
653329826594621050,114
653329826602307767,136
653329826609984298,160
653329826617660829,184
653329826625337360,204
653329826633013891,213
653329826640690422,221
653329826648366953,223
653329826656043484,211
653329826663720015,170
653329826671396546,119
653329826679073077,68
653329826686749608,14
653329826694426139,-31
653329826702102670,-60
653329826709779201,-82
653329826717455732,-92
653329826725132263,-92
653329826732808794,-92
653329826740485325,-85
653329826748161856,-72
653329826755838387,-68
653329826763514918,-77
653329826771191449,-77
653329826778867980,-68
653329826786544511,-58
653329826794221042,-48
653329826801897573,-43
653329826809574104,-36
653329826817250635,-29
653329826824927166,-26
653329826832603697,-24
653329826840280228,-19
653329826847956759,-9
653329826855633290,-7
653329826863309821,-7
653329826870986352,-7
653329826878662883,-7
653329826886339414,0
653329826894015945,4
653329826901692476,4
653329826909369007,4
653329826917045538,2
653329826924722069,7
653329826932398600,14
653329826940075131,12
653329826947751662,7
653329826955428193,4
653329826963104724,4
653329826970781255,4
653329826978457786,7
653329826986134317,9
653329826993810848,14
653329827001487379,14
653329827009163910,14
653329827016840441,17
653329827024516972,19
653329827032193503,24
653329827039870034,24
653329827047546565,24
653329827055223096,21
653329827062899627,24
653329827070576158,31
653329827078252689,31
653329827085929220,31
653329827093605751,34
653329827101282282,34
653329827108958813,34
653329827116635344,36
653329827124311875,38
653329827131988406,36
653329827139664937,36
653329827147341468,36
653329827155017999,38
653329827162689574,46
653329827170366174,60
653329827178042774,70
653329827185719374,65
653329827193395974,51
653329827201072574,41
653329827208749174,31
653329827216425774,17
653329827224102374,12
653329827231778974,14
653329827239455574,19
653329827247132174,24
653329827254808774,24
653329827262485374,-7
653329827270161974,-2
653329827277838574,206
653329827285515174,587
653329827293191774,806
653329827300868374,497
653329827308544974,-70
653329827316221574,-179
653329827323898174,41
653329827331574774,21
653329827339251374,-70
653329827346927974,-19
653329827354604574,4
653329827362281174,-24
653329827369957774,-9
653329827377634374,9
653329827385310974,7
653329827392987574,9
653329827400664174,19
653329827408340774,21
653329827416017374,26
653329827423693974,29
653329827431370574,34
653329827439047174,41
653329827446723774,41
653329827454400374,38
653329827462076974,43
653329827469753574,51
653329827477430174,68
653329827485106774,89
653329827492783374,104
653329827500459974,121
653329827508136574,145
653329827515813174,170
653329827523489774,189
653329827531166374,204
653329827538842974,211
653329827546519574,216
653329827554196174,208
653329827561872774,182
653329827569549374,133
653329827577225974,80
653329827584902574,29
653329827592579174,-12
653329827600255774,-46
653329827607932374,-68
653329827615608974,-75
653329827623285574,-75
653329827630962174,-72
653329827638638774,-70
653329827646315374,-68
653329827653991974,-63
653329827661668574,-53
653329827669345174,-48
653329827677021774,-43
653329827684698374,-41
653329827692374974,-41
653329827700051574,-43
653329827707728174,-36
653329827715404774,-26
653329827723081435,-19
653329827730758035,-17
653329827738434635,-17
653329827746111235,-24
653329827753787835,-26
653329827761464435,-21
653329827769141035,-26
653329827776817635,-34
653329827784494235,-31
653329827792170835,-26
653329827799847435,-24
653329827807524035,-19
653329827815200635,-17
653329827822877235,-14
653329827830553835,-9
653329827838230435,-12
653329827845907035,-12
653329827853583635,-7
653329827861260235,-2
653329827868936835,0
653329827876613435,2
653329827884290035,2
653329827891966635,2
653329827899643235,7
653329827907319835,14
653329827914996435,14
653329827922673035,9
653329827930349635,7
653329827938026235,7
653329827945702835,7
653329827953379435,9
653329827961056035,14
653329827968732635,12
653329827976409235,9
653329827984085835,12
653329827991762435,19
653329827999439035,21
653329828007115635,21
653329828014792235,21
653329828022468835,21
653329828030145435,21
653329828037822035,26
653329828045498635,26
653329828053175235,26
653329828060851835,29
653329828068528435,34
653329828076205035,48
653329828083881635,60
653329828091558235,53
653329828099234835,46
653329828106911435,46
653329828114588035,31
653329828122264635,19
653329828129941235,26
653329828137617835,36
653329828145294435,38
653329828152971035,38
653329828160647635,29
653329828168324235,2
653329828176000835,29
653329828183677435,245
653329828191354035,609
653329828199030635,811
653329828206707235,478
653329828214383835,-89
653329828222060435,-167
653329828229737035,58
653329828237413635,29
653329828245090235,-65
653329828252766835,-12
653329828260443435,9
653329828268120035,-29
653329828275796635,-19
653329828283458248,4
653329828291135057,2
653329828298811866,2
653329828306488675,14
653329828314165484,19
653329828321842293,24
653329828329519102,26
653329828337195911,26
653329828344872720,31
653329828352549529,43
653329828360226338,53
653329828367903147,55
653329828375579956,58
653329828383256765,58
653329828390933574,72
653329828398610383,99
653329828406287192,116
653329828413964001,131
653329828421640810,157
653329828429317619,177
653329828436994428,182
653329828444671237,189
653329828452348046,199
653329828460024855,199
653329828467701664,167
653329828475378473,111
653329828483055282,53
653329828490732091,7
653329828498408900,-31
653329828506085709,-65
653329828513762518,-87
653329828521439327,-92
653329828529116136,-94
653329828536792945,-92
653329828544469754,-85
653329828552146563,-80
653329828559823372,-75
653329828567500181,-65
653329828575176990,-63
653329828582853799,-60
653329828590530608,-53
653329828598207417,-43
653329828605884226,-34
653329828613561035,-29
653329828621237844,-26
653329828628914653,-26
653329828636591462,-21
653329828644268271,-14
653329828651945080,-14
653329828659621889,-19
653329828667298698,-14
653329828674975507,-9
653329828682652316,-17
653329828690329125,-14
653329828698005934,-7
653329828705682743,-9
653329828713359552,-12
653329828721036361,-12
653329828728713170,-9
653329828736389979,-4
653329828744066788,0
653329828751743597,0
653329828759420406,-4
653329828767097215,-7
653329828774774024,-7
653329828782450833,-7
653329828790127642,-7
653329828797804451,-12
653329828805481260,-14
653329828813158069,-7
653329828820834878,0
653329828828511687,0
653329828836188496,0
653329828843885385,7
653329828851561916,9
653329828859238447,9
653329828866914978,9
653329828874591509,9
653329828882268040,9
653329828889944571,12
653329828897621102,7
653329828905297633,0
653329828912974164,12
653329828920650695,29
653329828928327226,31
653329828936003757,24
653329828943680288,14
653329828951356819,12
653329828959033350,9
653329828966709881,2
653329828974386412,-4
653329828982062943,-4
653329828989739474,12
653329828997416005,24
653329829005092536,17
653329829012769067,-7
653329829020445598,-4
653329829028122129,138
653329829035798660,473
653329829043475191,789
653329829051151722,660
653329829058828253,82
653329829066504784,-216
653329829074181315,-24
653329829081857846,58
653329829089534377,-48
653329829097210908,-31
653329829104887439,17
653329829112563970,-7
653329829120240501,-9
653329829127917032,7
653329829135593563,7
653329829143270094,17
653329829150946625,34
653329829158623156,34
653329829166299687,34
653329829173976218,36
653329829181652749,36
653329829189329280,41
653329829197005811,58
653329829204682342,70
653329829212358873,70
653329829220035404,70
653329829227711935,87
653329829235388466,109
653329829243064997,128
653329829250741528,148
653329829258418059,167
653329829266094590,191
653329829273771121,206
653329829281447652,206
653329829289124183,201
653329829296800714,206
653329829304477245,206
653329829312153776,177
653329829319830307,126
653329829327506838,70
653329829335183369,17
653329829342859900,-26
653329829350536431,-55
653329829358212962,-82
653329829365889493,-102
653329829373566024,-99
653329829381242555,-89
653329829388919086,-85
653329829396595617,-82
653329829404272160,-80
653329829411948691,-75
653329829419625222,-75
653329829427301753,-70
653329829434978284,-63
653329829442654815,-58
653329829450331346,-51
653329829458007877,-51
653329829465684408,-55
653329829473360939,-43
653329829481037470,-31
653329829488714001,-36
653329829496390532,-34
653329829504067063,-24
653329829511743594,-19
653329829519420125,-19
653329829527096656,-17
653329829534773187,-17
653329829542449718,-14
653329829550126249,-9
653329829557802780,-4
653329829565479311,-7
653329829573155842,-7
653329829580832373,-2
653329829588508904,-2
653329829596185435,0
653329829603861966,2
653329829611538497,2
653329829619215028,2
653329829626891559,4
653329829634568090,7
653329829642244621,9
653329829649921152,12
653329829657597683,12
653329829665274214,4
653329829672950745,0
653329829680627276,2
653329829688303807,7
653329829695980338,9
653329829703656869,9
653329829711333400,14
653329829719009931,17
653329829726686462,17
653329829734362993,19
653329829742039524,24
653329829749716055,24
653329829757392586,24
653329829765069117,24
653329829772745648,24
653329829780422179,29
653329829788098710,36
653329829795775241,38
653329829803451772,36
653329829811128303,26
653329829818804834,19
653329829826481365,9
653329829834157896,9
653329829841834427,14
653329829849510958,17
653329829857187489,21
653329829864864020,26
653329829872540551,17
653329829880217082,-9
653329829887893613,70
653329829895570144,376
653329829903246675,757
653329829910923206,789
653329829918599737,272
653329829926276268,-191
653329829933952799,-89
653329829941629330,75
653329829949305861,-26
653329829956982392,-65
653329829964658935,2
653329829972335466,-2
653329829980011997,-21
653329829987688528,4
653329829995365059,12
653329830003041590,7
653329830010718121,14
653329830018394652,21
653329830026071183,17
653329830033747714,26
653329830041424245,36
653329830049100776,38
653329830056777307,43
653329830064453838,53
653329830072130369,65
653329830079806900,77
653329830087483431,87
653329830095159962,102
653329830102836493,121
653329830110513024,143
653329830118189555,167
653329830125866086,191
653329830133542617,206
653329830141219148,216
653329830148895679,223
653329830156572210,225
653329830164248741,221
653329830171925272,204
653329830179601803,165
653329830187278334,104
653329830194954865,41
653329830202631396,-7
653329830210307927,-46
653329830217984458,-72
653329830225660989,-87
653329830233337520,-94
653329830241014051,-94
653329830248690582,-89
653329830256367113,-85
653329830264043644,-80
653329830271720175,-75
653329830279396706,-68
653329830287073237,-65
653329830294749768,-70
653329830302426299,-75
653329830310102830,-63
653329830317779361,-53
653329830325455892,-53
653329830333132423,-48
653329830340808954,-38
653329830348485485,-36
653329830356162016,-29
653329830363838547,-26
653329830371515078,-26
653329830379191609,-26
653329830386868140,-21
653329830394544671,-19
653329830402221202,-21
653329830409897733,-24
653329830417574264,-21
653329830425250795,-19
653329830432927326,-17
653329830440603857,-12
653329830448280388,-9
653329830455956919,-9
653329830463633450,-7
653329830471309981,-4
653329830478986512,-4
653329830486663043,0
653329830494339574,2
