timestamp,ch1,ch2,ch3
653223594834216448,283865,279399,378335
653223594841654784,283874,279365,378391
653223594849093120,283793,279242,378286
653223594856531456,283773,279186,378290
653223594863969792,283794,279326,378336
653223594871408128,283740,279223,378165
653223594878846464,283579,279252,378130
653223594886284800,283725,279251,378061
653223594893723136,283568,279065,377943
653223594901161472,283642,279076,377925
653223594908599808,283624,279031,377784
653223594916038144,283489,279191,377692
653223594923476480,283404,279068,377708
653223594930914816,283443,279062,377755
653223594938353152,283505,279109,377659
653223594945791488,283361,278912,377598
653223594953229824,283515,278877,377576
653223594960668160,283495,279051,377581
653223594968168393,283618,278930,377372
653223594975603088,283525,279125,377600
653223594983037783,283357,278924,377597
653223594990472478,283444,279021,377640
653223594997907173,283285,279006,377579
653223595005341868,283376,279100,377594
653223595012776563,283271,279037,377555
653223595020211258,283330,278992,377514
653223595027645953,283276,279025,377473
653223595035080648,283335,278991,377497
653223595042515343,283349,278947,377564
653223595049950038,283339,279042,377585
653223595057384733,283247,279016,377571
653223595064819428,283382,279010,377736
653223595072254123,283453,279040,377766
653223595079688818,283436,279061,377720
653223595087123513,283264,278932,377559
653223595094558208,283275,279002,377681
653223595101931008,283198,279182,377794
653223595109369344,283272,279185,377692
653223595116807680,283371,279082,377780
653223595124246016,283435,279131,377794
653223595131684352,283320,279093,377845
653223595139122688,283366,279167,377903
653223595146561024,283374,279197,377826
653223595153999360,283406,279232,377826
653223595161437696,283359,279131,377803
653223595168876032,283408,279257,377978
653223595176314368,283529,279321,378010
653223595183752704,283545,279262,377939
653223595191191040,283539,279286,378093
653223595198629376,283547,279323,378192
653223595206067712,283558,279248,378043
653223595213506048,283639,279389,378072
653223595220944384,283516,279286,378124
653223595228382720,283695,279314,378133
653223595235882953,283557,279195,377947
653223595243317648,283501,279207,378034
653223595250752343,283774,279388,378174
653223595258187038,283626,279504,378222
653223595265621733,283820,279369,378178
653223595273056428,283807,279460,378166
653223595280491123,283860,279543,378352
653223595287925818,283980,279691,378463
653223595295360513,284030,279522,378447
653223595302795208,284068,279592,378487
653223595310229903,284009,279692,378354
653223595317664598,283924,279616,378458
653223595325099293,283909,279614,378548
653223595332533988,283982,279676,378579
653223595339968683,284155,279846,378712
653223595347403378,284035,279833,378674
653223595354838073,284101,279816,378597
653223595362272768,284204,279836,378662
653223595369645568,284051,279639,378679
653223595377083904,284305,279816,378717
653223595384522240,284463,279769,378747
653223595391960576,284466,279648,378778
653223595399398912,284468,279799,378917
653223595406837248,284616,280027,379002
653223595414275584,284641,279970,379002
653223595421713920,284505,279861,379039
653223595429152256,284633,279866,378932
653223595436590592,284636,280027,379090
653223595444028928,284831,280116,379239
653223595451467264,284724,280224,379301
653223595458905600,284724,280241,379362
653223595466343936,284775,280226,379474
653223595473782272,284898,280278,379501
653223595481220608,284764,280290,379613
653223595488658944,284872,280090,379770
653223595496097280,284842,280313,379753
653223595503597513,284822,280225,379760
653223595511032208,284936,280367,379597
653223595518466903,284694,280180,379642
653223595525901598,284727,280239,379590
653223595533336293,284734,280201,379634
653223595540770988,284743,280243,379610
653223595548205683,284636,280228,379504
653223595555640378,284592,280327,379517
653223595563075073,284654,280234,379438
653223595570509768,284594,280111,379239
653223595577944463,284620,280074,379117
653223595585379158,284542,280142,379208
653223595592813853,284522,280052,379212
653223595600248548,284629,280116,379170
653223595607683243,284621,280130,379155
653223595615117938,284641,280034,379088
653223595622552633,284471,280150,379026
653223595629987328,284459,280036,379009
653223595637298248,284572,279724,379170
653223595644740224,284431,279847,379054
653223595652182200,284375,279987,378988
653223595659624176,284462,280033,379006
653223595667066152,284307,280008,378945
653223595674508128,284313,279995,378973
653223595681950104,284333,280049,379012
653223595689392080,284405,279894,378862
653223595696834056,284455,279885,378862
653223595704276032,284440,279980,378892
653223595711718008,284507,280087,378937
653223595719159984,284481,280057,378806
653223595726601960,284521,280101,378970
653223595734043936,284427,280122,378841
653223595741485912,284394,280048,378910
653223595748927888,284365,280084,378953
653223595756369864,284478,280147,378970
653223595763811840,284429,280042,379069
653223595771377609,284611,279958,379045
653223595778812304,284607,280064,378992
653223595786246999,284587,280043,379049
653223595793681694,284534,280177,378969
653223595801116389,284529,280092,379143
653223595808551084,284654,280227,379194
653223595815985779,284671,280346,379219
653223595823420474,284556,280213,379338
653223595830855169,284667,280320,379228
653223595838289864,284683,280383,379335
653223595845724559,284709,280436,379421
653223595853159254,284800,280389,379221
653223595860593949,284862,280405,379314
653223595868028644,284812,280406,379363
653223595875463339,284660,280413,379425
653223595882898034,284598,280297,379490
653223595890332729,284753,280406,379441
653223595897767424,284688,280469,379478
653223595905078344,284900,280407,379441
653223595912520320,284836,280383,379693
653223595919962296,284889,280474,379566
653223595927404272,284784,280353,379592
653223595934846248,284886,280561,379672
653223595942288224,284890,280532,379674
653223595949730200,284947,280481,379734
653223595957172176,285020,280498,379674
653223595964614152,285104,280468,379884
653223595972056128,284975,280551,379923
653223595979498104,284869,280502,379842
653223595986940080,284950,280613,379986
653223595994382056,285129,280692,380036
653223596001824032,285083,280693,379970
