timestamp ch1 ch2 ch3 ambient
653329289279910969 -53123 -76875 -72460 -350236
653329289287345664 -53197 -76865 -72553 -350284
653329289294718464 -53067 -76981 -72569 -350244
653329289302156800 -53187 -76954 -72462 -350273
653329289309595136 -53340 -76916 -72508 -350230
653329289317033472 -53307 -76886 -72469 -350326
653329289324471808 -53309 -76964 -72514 -350309
653329289331910144 -53368 -76604 -72472 -350297
653329289339348480 -53176 -76809 -72541 -350246
653329289346786816 -53352 -76737 -72582 -350368
653329289354225152 -53297 -76888 -72564 -350284
653329289361663488 -53172 -76658 -72380 -350126
653329289369101824 -53171 -76661 -72474 -350142
653329289376540160 -53056 -76695 -72546 -350207
653329289383978496 -53042 -76642 -72436 -350282
653329289391416832 -52669 -76669 -72420 -350095
653329289398855168 -52953 -76642 -72358 -350166
653329289406293504 -52942 -76648 -72426 -350242
653329289413731840 -53072 -76641 -72327 -350296
653329289421170176 -52991 -76624 -72437 -350139
653329289428732306 -53060 -76590 -72257 -349999
653329289436163360 -53037 -76569 -72263 -350078
653329289443594414 -52899 -76563 -72285 -350137
653329289451025468 -52887 -76521 -72255 -350139
653329289458456522 -52828 -76466 -72301 -350296
653329289465887576 -52876 -76469 -72229 -350276
653329289473318630 -52763 -76479 -72166 -350247
653329289480749684 -52866 -76463 -72162 -350229
653329289488180738 -52729 -76458 -72144 -350162
653329289495611792 -52866 -76465 -72104 -350202
653329289503042846 -52773 -76427 -72072 -350262
653329289510473900 -52748 -76375 -72087 -350215
653329289517904954 -52669 -76311 -72053 -350173
653329289525336008 -52736 -76409 -72116 -350282
653329289532767062 -52036 -75170 -71153 -349174
653329289540198116 -52343 -75778 -71674 -349635
653329289547629170 -52504 -76175 -71815 -349961
653329289555060224 -52644 -76155 -72079 -350203
653329289562429385 -51393 -76058 -71044 -349402
653329289569864080 -52055 -76199 -71535 -349931
653329289577298775 -52369 -76202 -71803 -350095
653329289584733470 -52433 -76224 -71932 -350213
653329289592168165 -52438 -76152 -71950 -350230
653329289599602860 -52389 -75993 -71881 -350202
653329289607037555 -52518 -76022 -72010 -350236
653329289614472250 -52601 -76187 -71871 -350333
653329289621906945 -52455 -76093 -71871 -350287
653329289629341640 -52438 -76124 -71762 -350291
653329289636776335 -52541 -76121 -71761 -350383
653329289644211030 -52408 -76086 -71848 -350382
653329289651645725 -52423 -75851 -71839 -350370
653329289659080420 -52404 -75850 -71773 -350325
653329289666515115 -52441 -75953 -71817 -350471
653329289673949810 -52538 -75818 -71782 -350338
653329289681384505 -52150 -75690 -71589 -350230
653329289688819200 -52241 -75734 -71748 -350323
653329289696192000 -52150 -75618 -71710 -350455
653329289703630336 -52283 -75689 -71577 -350328
653329289711068672 -52113 -75703 -71504 -350128
653329289718507008 -52193 -75800 -71458 -350204
653329289725945344 -52262 -75751 -71595 -350368
653329289733383680 -52227 -75646 -71616 -350384
653329289740822016 -52146 -75618 -71578 -350325
653329289748260352 -52072 -75606 -71512 -350305
653329289755698688 -52207 -75625 -71521 -350284
653329289763137024 -52140 -75553 -71479 -350358
653329289770575360 -52143 -75552 -71283 -350280
653329289778013696 -52156 -75540 -71469 -350324
653329289785452032 -52119 -75575 -71404 -350350
653329289792890368 -52068 -75499 -71328 -350214
653329289800328704 -51948 -75430 -71281 -350167
653329289807767040 -52049 -75481 -71334 -350344
653329289815205376 -51796 -75798 -71574 -350319
653329289822643712 -51839 -75630 -71431 -350333
653329289830082048 -52118 -75559 -71381 -350042
653329289837520384 -52078 -75643 -71415 -350263
653329289844958720 -52174 -75625 -71395 -350271
653329289852397056 -52004 -74626 -70269 -349258
653329289859835392 -51987 -75238 -70966 -349762
653329289867273728 -52036 -75376 -71262 -350091
653329289874712064 -52192 -75603 -71388 -350331
653329289882150400 -50954 -75087 -70335 -349205
653329289889588736 -51621 -75306 -71000 -349780
653329289897027072 -51997 -75573 -71210 -350162
653329289904465408 -52111 -75646 -71422 -350216
653329289911903744 -52052 -75643 -71495 -350237
653329289919342080 -52049 -75541 -71466 -350213
653329289926780416 -52176 -75525 -71553 -350293
653329289934218752 -52215 -75496 -71415 -350258
653329289941657088 -52152 -75501 -71449 -350246
653329289949095424 -52156 -75426 -71430 -350248
653329289956533760 -52208 -75489 -71483 -350307
653329289964033993 -51935 -75300 -71555 -349981
653329289971468688 -51907 -75246 -71502 -350096
653329289978903383 -52018 -75405 -71454 -350222
653329289986338078 -52294 -75516 -71570 -350338
653329289993772773 -52295 -75607 -71517 -350296
653329290001207468 -52106 -75577 -71395 -350194
653329290008642163 -52239 -75550 -71349 -350222
653329290016076858 -52235 -75663 -71446 -350299
653329290023511553 -52161 -75566 -71338 -350330
653329290030946248 -51955 -75400 -71190 -350128
653329290038380943 -52041 -75516 -71388 -350269
653329290045815638 -51955 -75538 -71286 -350248
653329290053250333 -52030 -75482 -71451 -350263
653329290060685028 -51982 -75449 -71312 -350267
653329290068119723 -51945 -75457 -71378 -350332
653329290075554418 -52062 -75422 -71386 -350350
653329290082989113 -51950 -75417 -71312 -350217
653329290090423808 -51840 -75243 -71241 -350149
653329290097920402 -51804 -75543 -71066 -350338
653329290105351456 -51915 -75492 -71136 -350279
653329290112782510 -51939 -75479 -71168 -350270
653329290120213564 -51881 -75337 -71138 -350244
653329290127644618 -51789 -75297 -71145 -350293
653329290135075672 -51927 -75228 -71200 -350224
653329290142506726 -51847 -75295 -71125 -350248
653329290149937780 -51922 -75240 -71095 -350202
653329290157368834 -51973 -75357 -71048 -350338
653329290164799888 -51775 -75292 -71137 -350304
653329290172230942 -51670 -74227 -70071 -349264
653329290179661996 -51815 -74807 -70625 -349893
653329290187093050 -51771 -74994 -70973 -350197
653329290194524104 -51811 -75149 -71079 -350194
653329290201955158 -50702 -74584 -69991 -349262
653329290209386212 -51188 -74934 -70566 -349820
653329290216817266 -51597 -75051 -70903 -350137
653329290224248320 -51639 -74987 -71007 -350161
653329290231555584 -51548 -75016 -71108 -349992
653329290238993920 -51600 -74993 -70952 -350138
653329290246432256 -51705 -75057 -71007 -350302
653329290253870592 -51723 -75005 -70887 -350266
653329290261308928 -51589 -74973 -70830 -350250
653329290268747264 -51492 -74851 -70729 -350257
653329290276185600 -51648 -74924 -70780 -350268
653329290283623936 -51468 -74834 -70696 -350276
653329290291062272 -51463 -74850 -70656 -350263
653329290298500608 -51508 -74796 -70715 -350332
653329290305938944 -51503 -74726 -70749 -350384
653329290313377280 -51342 -74614 -70604 -350274
653329290320815616 -51209 -74486 -70502 -350146
653329290328253952 -51317 -74704 -70543 -350311
653329290335692288 -51388 -74705 -70595 -350254
653329290343130624 -51372 -74539 -70502 -350235
653329290350568960 -51177 -74603 -70392 -350033
653329290358007296 -51278 -74576 -70525 -350279
653329290365507529 -51365 -74581 -70610 -350639
653329290372942224 -51126 -74529 -70499 -350364
653329290380376919 -51137 -74549 -70456 -350376
653329290387811614 -51190 -74436 -70444 -350328
653329290395246309 -51096 -74383 -70379 -350310
653329290402681004 -51079 -74325 -70403 -350227
653329290410115699 -51096 -74383 -70409 -350298
653329290417550394 -51086 -74483 -70310 -350310
653329290424985089 -51166 -74333 -70246 -350251
653329290432419784 -50986 -74220 -70274 -350284
653329290439854479 -50982 -74266 -70170 -350156
653329290447289174 -50906 -74296 -70167 -350206
653329290454723869 -50874 -74298 -70095 -350259
653329290462158564 -50961 -74154 -70174 -350304
653329290469593259 -50827 -74101 -70126 -350194
653329290477027954 -50838 -74146 -70036 -350240
653329290484462649 -50866 -74150 -70093 -350302
653329290491897344 -50692 -73000 -68954 -349289
653329290499270144 -50369 -73800 -69183 -349871
653329290506708480 -50657 -73885 -69655 -350172
653329290514146816 -50636 -74027 -69789 -350334
653329290521585152 -49604 -72958 -68752 -349253
653329290529023488 -50198 -73572 -69335 -349852
653329290536461824 -50551 -73841 -69683 -350222
653329290543900160 -50487 -73906 -69738 -350227
653329290551338496 -49965 -73851 -69682 -350217
653329290558776832 -50303 -73816 -69752 -350233
653329290566215168 -50496 -73755 -69667 -350267
653329290573653504 -50488 -73708 -69671 -350343
653329290581091840 -50396 -73715 -69609 -350254
653329290588530176 -50423 -73689 -69618 -350326
653329290595968512 -50464 -73787 -69642 -350369
653329290603406848 -50371 -73785 -69550 -350207
653329290610845184 -50428 -73678 -69430 -350216
653329290618283520 -50347 -73749 -69434 -350321
653329290625721856 -50487 -73742 -69474 -350293
653329290633283986 -50555 -73791 -69470 -350325
653329290640715040 -50478 -73676 -69359 -350092
653329290648146094 -50433 -73676 -69488 -350208
653329290655577148 -50478 -73762 -69620 -350326
653329290663008202 -50435 -73826 -69653 -350365
653329290670439256 -50320 -73810 -69529 -350130
653329290677870310 -50534 -73808 -69636 -350256
653329290685301364 -50619 -73862 -69633 -350234
653329290692732418 -50624 -73762 -69608 -350218
653329290700163472 -50633 -73767 -69585 -350293
653329290707594526 -50594 -73770 -69700 -350229
653329290715025580 -50610 -73792 -69775 -350328
653329290722456634 -50595 -73784 -69720 -350318
653329290729887688 -50547 -73871 -69658 -350245
653329290737318742 -50605 -73913 -69748 -350330
653329290744749796 -50666 -73824 -69684 -350297
653329290752180850 -50680 -73790 -69767 -350300
653329290759611904 -50719 -73759 -69683 -350275
653329290766981065 -50470 -74027 -69590 -350323
653329290774415760 -50579 -73923 -69596 -350259
653329290781850455 -50561 -73875 -69728 -350319
653329290789285150 -50586 -73908 -69686 -350305
653329290796719845 -50596 -73838 -69795 -350326
653329290804154540 -50685 -73704 -69803 -350275
653329290811589235 -50577 -72731 -68671 -350179
653329290819023930 -50637 -73275 -69164 -350304
653329290826458625 -50683 -73585 -69513 -350383
653329290833893320 -50632 -73732 -69692 -350316
653329290841328015 -49565 -72712 -68592 -349265
653329290848762710 -50064 -73190 -69210 -349731
653329290856197405 -50354 -73534 -69601 -350083
653329290863632100 -50567 -73678 -69638 -350254
653329290871066795 -49576 -73680 -69613 -350349
653329290878501490 -50235 -73723 -69598 -350250
653329290885936185 -50527 -73760 -69827 -350369
653329290893370880 -50566 -73770 -69896 -350354
653329290900681800 -50943 -73852 -69724 -350304
653329290908123776 -50809 -73856 -69793 -350314
653329290915565752 -50798 -73874 -69746 -350385
653329290923007728 -50748 -73856 -69711 -350267
653329290930449704 -50693 -73851 -69733 -350315
653329290937891680 -50695 -73889 -69796 -350341
653329290945333656 -50881 -73992 -69847 -350356
653329290952775632 -50704 -73894 -69763 -350310
653329290960217608 -50676 -73665 -69714 -350229
653329290967659584 -50650 -73796 -69745 -350305
653329290975101560 -50729 -73835 -69761 -350334
653329290982543536 -50792 -73717 -69790 -350383
653329290989985512 -50437 -73658 -69600 -350150
653329290997427488 -50647 -73817 -69639 -350282
653329291004869464 -50783 -73894 -69691 -350250
653329291012311440 -50670 -73862 -69642 -350326
653329291019753416 -50661 -73765 -69677 -350310
653329291027195392 -50766 -73926 -69758 -350373
653329291034823058 -51112 -73877 -69905 -350438
653329291042254112 -50794 -73791 -69760 -350330
653329291049685166 -50725 -73745 -69823 -350284
653329291057116220 -50701 -73699 -69817 -350409
653329291064547274 -50757 -73631 -69782 -350370
653329291071978328 -50668 -73742 -69767 -350341
653329291079409382 -50737 -73635 -69723 -350390
653329291086840436 -50749 -73740 -69766 -350362
653329291094271490 -50689 -73645 -69761 -350336
653329291101702544 -50771 -73655 -69803 -350309
653329291109133598 -50645 -73589 -69642 -350282
653329291116564652 -50666 -73651 -69799 -350419
653329291123995706 -50625 -73533 -69632 -350271
653329291131426760 -50572 -72575 -68924 -350314
653329291138857814 -50600 -73101 -69333 -350154
653329291146288868 -50556 -73391 -69579 -350333
653329291153719922 -50612 -73403 -69564 -350306
653329291161150976 -49541 -72515 -68543 -349269
653329291168458240 -50177 -72784 -69359 -349889
653329291175896576 -50514 -73210 -69471 -350134
653329291183334912 -50578 -73393 -69541 -350218
653329291190773248 -49494 -73519 -69536 -349711
653329291198211584 -50016 -73481 -69589 -350077
653329291205649920 -50350 -73485 -69641 -350273
653329291213088256 -50410 -73388 -69568 -350252
653329291220526592 -50528 -73361 -69627 -350235
653329291227964928 -50465 -73432 -69613 -350315
653329291235403264 -50419 -73516 -69424 -350342
653329291242841600 -50446 -73508 -69602 -350311
653329291250279936 -50550 -73366 -69524 -350267
653329291257718272 -50517 -73343 -69590 -350297
653329291265156608 -50542 -73416 -69600 -350323
653329291272594944 -50346 -73314 -69467 -350198
653329291280033280 -50528 -73118 -69260 -350265
653329291287471616 -50514 -73198 -69506 -350194
653329291294909952 -50457 -73397 -69547 -350287
653329291302410185 -50237 -73161 -69521 -350420
653329291309844880 -50139 -73079 -69427 -350103
653329291317279575 -50322 -73141 -69374 -350224
653329291324714270 -50432 -73240 -69430 -350197
653329291332148965 -50465 -73211 -69410 -350300
653329291339583660 -50160 -73292 -69428 -350234
653329291347018355 -50260 -73228 -69396 -350247
653329291354453050 -50349 -73159 -69176 -350247
653329291361887745 -50423 -73049 -69151 -350399
653329291369322440 -50308 -73235 -69302 -350386
653329291376757135 -50379 -73397 -69172 -350308
653329291384191830 -50411 -73223 -69195 -350214
653329291391626525 -50277 -73237 -69252 -350161
653329291399061220 -50156 -73134 -69306 -350279
653329291406495915 -50256 -73092 -69305 -350245
653329291413930610 -50227 -73134 -69195 -350249
653329291421365305 -50261 -73123 -69181 -350292
653329291428800000 -50269 -73139 -69184 -350242
653329291436234697 -50478 -73173 -68975 -350434
653329291443669392 -50392 -73153 -69127 -350377
653329291451104087 -50246 -72103 -69140 -350290
653329291458538782 -50362 -72682 -69179 -350271
653329291465973477 -50393 -73072 -69317 -350208
653329291473408172 -50378 -73073 -69399 -350262
653329291480842867 -49208 -72089 -68231 -349201
653329291488277562 -49883 -72769 -68989 -349824
653329291495712257 -50239 -73164 -69233 -350037
653329291503146952 -50374 -73226 -69320 -350128
653329291510581647 -49522 -73267 -69389 -349202
653329291518016342 -50087 -73366 -69542 -349757
653329291525451037 -50420 -73317 -69493 -350054
653329291532885732 -50516 -73393 -69594 -350195
653329291540320427 -50571 -73445 -69598 -350197
653329291547755122 -50571 -73474 -69624 -350265
653329291555189817 -50688 -73476 -69637 -350298
653329291562624512 -50672 -73466 -69646 -350325
653329291570059209 -50928 -73535 -69672 -350330
653329291577493904 -50917 -73728 -69759 -350313
653329291584928599 -50896 -73579 -69764 -350328
653329291592363294 -50855 -73554 -69800 -350287
653329291599797989 -50958 -73433 -69764 -350287
653329291607232684 -51029 -73595 -69774 -350374
653329291614667379 -51089 -73589 -69873 -350242
653329291622102074 -51106 -73642 -69857 -350219
653329291629536769 -50911 -73576 -69810 -350155
653329291636971464 -50976 -73654 -69915 -350284
653329291644406159 -50908 -73681 -69932 -350239
653329291651840854 -50959 -73624 -69949 -350281
653329291659275549 -50844 -73577 -69915 -350169
653329291666710244 -50909 -73692 -69921 -350303
653329291674144939 -51080 -73632 -70090 -350265
653329291681579634 -51181 -73574 -70099 -350229
653329291689014329 -51184 -73634 -70102 -350219
653329291696449024 -51218 -73664 -70215 -350327
653329291703883721 -51154 -73684 -70252 -350128
653329291711318416 -51115 -73731 -70130 -350241
653329291718753111 -51002 -73733 -70105 -350262
653329291726187806 -50954 -73787 -70065 -350299
653329291733622501 -51073 -73680 -69983 -350327
653329291741057196 -51114 -73749 -69978 -350285
653329291748491891 -51174 -73794 -70071 -350288
653329291755926586 -51207 -73699 -70123 -350319
653329291763361281 -51183 -73761 -70083 -350265
653329291770795976 -51130 -73390 -70015 -350332
653329291778230671 -51152 -73591 -69971 -350311
653329291785665366 -51262 -73752 -70138 -350350
653329291793100061 -51287 -73742 -70154 -350327
653329291800534756 -50214 -72753 -69151 -349302
653329291807969451 -50890 -73377 -69816 -349833
653329291815404146 -51134 -73658 -69995 -350185
653329291822838841 -51154 -73633 -69999 -350267
653329291830273536 -50223 -73653 -69144 -349249
653329291837646336 -50824 -73753 -69502 -349886
653329291845084672 -51068 -73699 -69862 -350207
653329291852523008 -51130 -73722 -70016 -350248
653329291859961344 -51126 -73766 -70088 -350225
653329291867399680 -51195 -73774 -70114 -350316
653329291874838016 -51231 -73829 -70171 -350340
653329291882276352 -51244 -73656 -70065 -350219
653329291889714688 -51323 -73669 -70082 -350187
653329291897153024 -51300 -73789 -70168 -350293
653329291904591360 -51320 -73783 -70099 -350277
653329291912029696 -51239 -73730 -70044 -350225
653329291919468032 -51260 -73582 -70117 -350318
653329291926906368 -51236 -73695 -70300 -350388
653329291934344704 -51174 -73786 -70179 -350306
653329291941783040 -51195 -73671 -70154 -350259
653329291949221376 -51177 -73559 -70238 -350184
653329291956659712 -51186 -73685 -70184 -350347
653329291964098048 -51269 -73775 -70083 -350351
653329291971598281 -51108 -73802 -70106 -350099
653329291979032976 -50924 -73657 -70020 -350055
653329291986467671 -51174 -73829 -70206 -350247
653329291993902366 -51184 -73699 -70074 -350194
653329292001337061 -51246 -73578 -70037 -350228
653329292008771756 -51211 -73724 -70076 -350304
653329292016206451 -51310 -73743 -70175 -350307
653329292023641146 -51164 -73727 -70031 -350291
653329292031075841 -51143 -73647 -69971 -350253
653329292038510536 -51143 -73639 -70061 -350311
653329292045945231 -51311 -73625 -70096 -350253
653329292053379926 -51305 -73678 -70073 -350267
653329292060814621 -51170 -73614 -70087 -350333
653329292068249316 -51219 -73605 -69997 -350307
653329292075684011 -51273 -73619 -70127 -350284
653329292083118706 -51164 -73586 -70030 -350305
653329292090553401 -51089 -73503 -69961 -350293
653329292097988096 -51015 -73625 -70035 -350288
653329292105484690 -51328 -73688 -70154 -350565
653329292112915744 -51169 -73615 -70059 -350372
653329292120346798 -51013 -72616 -68966 -349195
653329292127777852 -51196 -73136 -69648 -349859
653329292135208906 -51214 -73360 -69899 -350155
653329292142639960 -51174 -73472 -69935 -350207
653329292150071014 -49993 -72609 -68901 -349182
653329292157502068 -50674 -73099 -69590 -349778
653329292164933122 -50890 -73272 -69743 -350054
653329292172364176 -51020 -73533 -69922 -350180
653329292179795230 -51072 -73470 -69981 -350214
653329292187226284 -51123 -73300 -70025 -350341
653329292194657338 -51120 -73582 -69956 -350314
653329292202088392 -51047 -73531 -69879 -350292
653329292209519446 -51099 -73440 -69998 -350275
653329292216950500 -51080 -73445 -70067 -350301
653329292224381554 -51003 -73426 -69966 -350318
653329292231812608 -51033 -73449 -69932 -350292
653329292239057992 -51284 -73212 -70158 -350433
653329292246499968 -51234 -73359 -70056 -350374
653329292253941944 -51178 -73434 -70073 -350351
653329292261383920 -51076 -73375 -69888 -350247
653329292268825896 -50988 -73239 -69928 -350145
653329292276267872 -51047 -73389 -70018 -350263
653329292283709848 -51135 -73411 -70038 -350290
653329292291151824 -51202 -73461 -70147 -350214
653329292298593800 -51140 -73528 -69990 -350206
653329292306035776 -51258 -73564 -70125 -350239
653329292313477752 -51261 -73748 -70141 -350244
653329292320919728 -51239 -73638 -70025 -350203
653329292328361704 -51434 -73710 -70131 -350253
653329292335803680 -51483 -73771 -70288 -350327
653329292343245656 -51495 -73692 -70303 -350344
653329292350687632 -51511 -73872 -70394 -350353
653329292358129608 -51621 -73762 -70422 -350311
653329292365571584 -51590 -73871 -70364 -350331
653329292373137353 -51914 -73987 -70196 -349937
653329292380572048 -51725 -74025 -70430 -350135
653329292388006743 -51681 -74047 -70508 -350264
653329292395441438 -51777 -73963 -70585 -350386
653329292402876133 -51758 -73874 -70501 -350282
653329292410310828 -51729 -73929 -70522 -350299
653329292417745523 -51687 -74062 -70597 -350327
653329292425180218 -51763 -74137 -70612 -350307
653329292432614913 -51873 -74065 -70673 -350298
653329292440049608 -51759 -73072 -69618 -349707
653329292447484303 -51851 -73820 -70196 -350065
653329292454918998 -51830 -74042 -70563 -350171
653329292462353693 -51857 -73992 -70655 -350182
653329292469788388 -50854 -73106 -69727 -349240
653329292477223083 -51340 -73675 -70293 -349780
653329292484657778 -51670 -73910 -70546 -350049
653329292492092473 -51758 -74150 -70654 -350082
653329292499527168 -51092 -74239 -70702 -350176
653329292506899968 -51419 -73900 -70647 -350386
653329292514338304 -51761 -74133 -70884 -350347
653329292521776640 -51921 -74149 -70886 -350336
653329292529214976 -52032 -74195 -70918 -350263
653329292536653312 -52047 -74188 -70974 -350341
653329292544091648 -52118 -74187 -70805 -350368
653329292551529984 -52176 -74242 -70806 -350297
653329292558968320 -52036 -74198 -70755 -350269
653329292566406656 -52112 -74168 -70836 -350385
653329292573844992 -52077 -74145 -70881 -350271
653329292581283328 -52031 -74148 -70940 -350244
653329292588721664 -52140 -74081 -70841 -350139
653329292596160000 -52242 -74220 -70970 -350214
653329292603598336 -52185 -74213 -70988 -350228
653329292611036672 -52259 -74225 -71004 -350237
653329292618475008 -52073 -74164 -70804 -350132
653329292625913344 -52129 -74241 -71014 -350313
653329292633351680 -52278 -74163 -70979 -350252
653329292640913810 -52395 -74027 -70872 -350063
653329292648344864 -52326 -74266 -71031 -350140
653329292655775918 -52307 -74254 -71100 -350255
653329292663206972 -52410 -74246 -71128 -350264
653329292670638026 -52199 -74173 -71006 -350154
653329292678069080 -52337 -74302 -71059 -350182
653329292685500134 -52307 -74283 -71094 -350227
653329292692931188 -52361 -74273 -71085 -350227
653329292700362242 -52254 -74225 -71060 -350191
653329292707793296 -52253 -74331 -71112 -350229
653329292715224350 -52229 -74301 -71006 -350179
653329292722655404 -52267 -74249 -71123 -350220
653329292730086458 -52151 -74245 -71073 -350316
653329292737517512 -52184 -74348 -70990 -350248
653329292744948566 -52163 -74318 -70939 -350233
653329292752379620 -52178 -74228 -70915 -350268
653329292759810674 -52202 -73210 -70011 -350179
653329292767241728 -52268 -73868 -70631 -350313
653329292774548992 -52252 -74177 -70889 -350491
653329292781987328 -52237 -74227 -71028 -350384
653329292789425664 -51148 -73156 -70010 -349289
653329292796864000 -51926 -73787 -70614 -350025
653329292804302336 -52034 -74168 -70784 -350110
653329292811740672 -52203 -74302 -70834 -350249
653329292819179008 -51239 -74212 -70907 -350266
653329292826617344 -51800 -74244 -70935 -350303
653329292834055680 -51986 -74268 -71043 -350259
653329292841494016 -52068 -74107 -70957 -350219
653329292848932352 -52138 -74038 -70897 -350205
653329292856370688 -52224 -74267 -70902 -350328
653329292863809024 -52078 -74215 -70943 -350257
653329292871247360 -52033 -74145 -70886 -350247
653329292878685696 -52080 -74135 -70815 -350255
653329292886124032 -52117 -74120 -70908 -350326
653329292893562368 -52011 -74160 -70786 -350245
653329292901000704 -51968 -74081 -70804 -350297
653329292908500937 -51764 -74050 -70573 -350271
653329292915935632 -51986 -74057 -70689 -350308
653329292923370327 -51845 -73968 -70660 -350218
653329292930805022 -51827 -73909 -70583 -350214
653329292938239717 -51849 -73813 -70539 -350122
653329292945674412 -51918 -73891 -70631 -350210
653329292953109107 -51839 -73932 -70631 -350227
653329292960543802 -51804 -73906 -70742 -350340
653329292967978497 -51892 -73905 -70720 -350321
653329292975413192 -51847 -73889 -70727 -350318
653329292982847887 -51751 -73777 -70612 -350173
653329292990282582 -51702 -73929 -70621 -350138
653329292997717277 -51851 -73856 -70476 -350256
653329293005151972 -51836 -73883 -70546 -350281
653329293012586667 -51805 -73791 -70506 -350330
653329293020021362 -51744 -73790 -70458 -350212
653329293027456057 -51729 -73808 -70480 -350223
653329293034890752 -51749 -73723 -70425 -350274
653329293042387346 -51754 -73630 -70402 -350268
653329293049818400 -51715 -73657 -70399 -350248
653329293057249454 -51709 -73730 -70332 -350228
653329293064680508 -51608 -73758 -70341 -350214
653329293072111562 -51605 -73680 -70319 -350212
653329293079542616 -51585 -72643 -69400 -350269
653329293086973670 -51566 -73330 -70014 -350324
653329293094404724 -51441 -73432 -70221 -350265
653329293101835778 -51467 -73461 -70266 -350208
653329293109266832 -50482 -72513 -69323 -349261
653329293116697886 -51193 -73244 -69931 -349848
653329293124128940 -51324 -73477 -70132 -350094
653329293131559994 -51536 -73616 -70134 -350152
653329293138991048 -50548 -73864 -70213 -349733
653329293146422102 -51265 -73927 -70360 -349965
653329293153853156 -51435 -73802 -70404 -350077
653329293161284210 -51648 -73864 -70322 -350104
653329293168715264 -51679 -73913 -70430 -350248
653329293175960648 -51846 -74086 -70475 -350333
653329293183402624 -51699 -73926 -70370 -350212
653329293190844600 -51683 -73870 -70383 -350110
653329293198286576 -51705 -73924 -70312 -350264
653329293205728552 -51703 -73945 -70356 -350287
653329293213170528 -51807 -73786 -70307 -350184
653329293220612504 -51862 -73961 -70429 -350167
653329293228054480 -51851 -73860 -70332 -350239
653329293235496456 -51997 -73926 -70536 -350271
653329293242938432 -51787 -73905 -70531 -350195
653329293250380408 -51753 -73888 -70525 -350218
653329293257822384 -51686 -73866 -70424 -350100
653329293265264360 -51704 -74007 -70518 -350110
653329293272706336 -51741 -73892 -70603 -350262
653329293280148312 -51816 -73921 -70431 -350204
653329293287590288 -51680 -73983 -70547 -350273
653329293295032264 -51768 -73991 -70506 -350324
653329293302474240 -51857 -73862 -70513 -350216
653329293309978112 -51835 -74064 -70358 -350017
653329293317416448 -51942 -74071 -70486 -350266
653329293324854784 -51887 -73914 -70512 -350193
653329293332293120 -51772 -73957 -70469 -350173
653329293339731456 -51751 -73888 -70393 -350231
653329293347169792 -51759 -74017 -70488 -350241
653329293354608128 -51733 -73917 -70438 -350306
653329293362046464 -51717 -73853 -70433 -350130
653329293369484800 -51677 -73930 -70452 -350334
653329293376923136 -51613 -73972 -70417 -350301
653329293384361472 -51804 -73972 -70410 -350334
653329293391799808 -51695 -73869 -70272 -350234
653329293399238144 -51614 -72797 -70252 -350236
653329293406676480 -51699 -73462 -70388 -350270
653329293414114816 -51745 -73724 -70302 -350206
653329293421553152 -51636 -73719 -70218 -350190
653329293428991488 -50610 -72804 -69186 -349233
653329293436429824 -51132 -73385 -69873 -349797
653329293443991954 -51412 -73854 -70228 -349781
653329293451423008 -51463 -73754 -70187 -349998
653329293458854062 -50557 -73854 -70135 -349089
653329293466285116 -51099 -73829 -70179 -349769
653329293473716170 -51318 -73807 -70233 -350034
653329293481147224 -51420 -73868 -70254 -350143
653329293488578278 -51520 -73883 -70311 -350251
653329293496009332 -51613 -73897 -70252 -350234
653329293503440386 -51444 -73748 -70139 -350247
653329293510871440 -51541 -73783 -70152 -350197
653329293518302494 -51491 -73764 -70165 -350258
653329293525733548 -51446 -73751 -70225 -350280
653329293533164602 -51464 -73793 -70067 -350219
653329293540595656 -51542 -73705 -70017 -350250
653329293548026710 -51402 -73603 -69909 -350231
653329293555457764 -51379 -73627 -70039 -350288
653329293562888818 -51447 -73622 -69990 -350184
653329293570319872 -51486 -73604 -70002 -350159
653329293577689033 -51398 -73279 -69649 -349863
653329293585123728 -51366 -73526 -69831 -350095
653329293592558423 -51351 -73683 -69944 -350117
653329293599993118 -51395 -73549 -69881 -350236
653329293607427813 -51102 -73654 -69960 -350122
653329293614862508 -51075 -73610 -69940 -350121
653329293622297203 -51181 -73474 -69826 -350225
653329293629731898 -51246 -73455 -69820 -350246
653329293637166593 -51235 -73520 -69859 -350357
653329293644601288 -51192 -73388 -69820 -350286
653329293652035983 -51082 -73517 -69698 -350265
653329293659470678 -51013 -73382 -69687 -350223
653329293666905373 -51169 -73413 -69809 -350248
653329293674340068 -51017 -73346 -69706 -350307
653329293681774763 -50966 -73306 -69734 -350244
653329293689209458 -50911 -73338 -69699 -350296
653329293696644153 -51013 -73417 -69538 -350294
653329293704078848 -51088 -73393 -69618 -350298
653329293711451648 -51030 -73422 -69492 -350023
653329293718889984 -51030 -72438 -69510 -350202
653329293726328320 -50912 -72882 -69524 -350242
653329293733766656 -50879 -73006 -69549 -350230
653329293741204992 -50824 -73099 -69502 -350270
653329293748643328 -49793 -72098 -68453 -349222
653329293756081664 -50390 -72714 -69030 -349835
653329293763520000 -50658 -72867 -69239 -350023
653329293770958336 -50804 -73064 -69225 -350041
653329293778396672 -49789 -73105 -68898 -349240
653329293785835008 -50350 -73276 -69143 -349826
