timestamp ch1 ch2 ch3 ambient
653329300285018286 -93 -23416 -10916 -350115
653329300292449340 -46 -22999 -11077 -350123
653329300299880394 -233 -22683 -11300 -350101
653329300307311448 -318 -22325 -11351 -350146
653329300314742502 -191 -21863 -11394 -350063
653329300322173556 -215 -21532 -11486 -350040
653329300329604610 -402 -21274 -11487 -350114
653329300337035664 -488 -21121 -11241 -350156
653329300344466718 -211 -20637 -10848 -350007
653329300351897772 -110 -20287 -10275 -349870
653329300359328826 -231 -20353 -10114 -350097
653329300366759880 -200 -20219 -9640 -350053
653329300374190934 -62 -20162 -9378 -350055
653329300381621988 -75 -20083 -8927 -349835
653329300389053042 -419 -20119 -8928 -350082
653329300396484096 -579 -20231 -8637 -350119
653329300403729480 -882 -20335 -8375 -350268
653329300411171456 -773 -20456 -8078 -350104
653329300418613432 -756 -20733 -7879 -350127
653329300426055408 -683 -20644 -7685 -350151
653329300433497384 -561 -20610 -7368 -350020
653329300440939360 -503 -20741 -7207 -350042
653329300448381336 -635 -20992 -7001 -350146
653329300455823312 -643 -20864 -6855 -350101
653329300463265288 -606 -20975 -6606 -350136
653329300470707264 -777 -20948 -6464 -350020
653329300478149240 -973 -21109 -6396 -350088
653329300485591216 -842 -20962 -6198 -350108
653329300493033192 -1031 -20957 -6016 -350031
653329300500475168 -1103 -21148 -5844 -350036
653329300507917144 -1083 -21153 -5744 -350096
653329300515359120 -943 -20991 -5657 -350007
653329300522801096 -1033 -20009 -4852 -350011
653329300530243072 -1135 -20406 -5194 -350008
653329300537870738 -801 -20623 -5027 -350078
653329300545301792 -966 -20466 -5123 -349924
653329300552732846 -235 -19445 -4374 -349213
653329300560163900 -876 -19735 -4877 -349636
653329300567594954 -1169 -19731 -5151 -349896
653329300575026008 -1312 -19713 -5160 -349948
653329300582457062 -505 -19513 -5021 -349369
653329300589888116 -1054 -19471 -5162 -349796
653329300597319170 -1290 -19394 -5156 -349993
653329300604750224 -1063 -19128 -4958 -349929
653329300612181278 -959 -18978 -4829 -349941
653329300619612332 -982 -18910 -4869 -350128
653329300627043386 -852 -18701 -4794 -350096
653329300634474440 -557 -18535 -4439 -350017
653329300641905494 -318 -18318 -4322 -349964
653329300649336548 -337 -18537 -4200 -350091
653329300656767602 -136 -18317 -3936 -350060
653329300664198656 79 -18150 -3970 -349993
653329300671505920 182 -18101 -3501 -350065
653329300678944256 375 -18282 -3712 -350217
653329300686382592 556 -18281 -3736 -350119
653329300693820928 710 -18248 -3630 -349943
653329300701259264 838 -18365 -3583 -349863
653329300708697600 833 -18622 -3647 -350058
653329300716135936 649 -18802 -3701 -350155
653329300723574272 955 -18623 -3947 -350002
653329300731012608 1123 -19022 -3770 -350024
653329300738450944 1068 -19311 -3854 -350203
653329300745889280 1104 -19526 -3918 -350166
653329300753327616 1229 -19635 -3898 -350169
653329300760765952 1165 -19937 -4056 -350133
653329300768204288 976 -20039 -4463 -350188
653329300775642624 949 -20217 -4527 -350080
653329300783080960 884 -20290 -4696 -350046
653329300790519296 693 -20738 -4928 -350118
653329300797957632 551 -21054 -5043 -350195
653329300805457865 154 -21122 -5168 -350325
653329300812892560 327 -21599 -5135 -350257
653329300820327255 253 -22152 -5146 -350230
653329300827761950 329 -22667 -5158 -350223
653329300835196645 423 -22965 -5155 -350194
653329300842631340 558 -21361 -4977 -350123
653329300850066035 406 -22717 -5217 -350185
653329300857500730 304 -23289 -5412 -350086
653329300864935425 140 -23452 -5484 -350040
653329300872370120 1519 -22011 -3744 -348359
653329300879804815 324 -23135 -4873 -349399
653329300887239510 -316 -23711 -5379 -349756
653329300894674205 -355 -24049 -5524 -350020
653329300902108900 1369 -24413 -5844 -348254
653329300909543595 458 -24880 -5935 -349352
653329300916978290 201 -25325 -5940 -349841
653329300924412985 -3 -25537 -6036 -350030
653329300931847680 0 -25727 -6079 -350081
653329300939344274 -115 -26003 -6429 -349957
653329300946775328 -253 -26021 -6320 -350015
653329300954206382 -335 -26132 -6250 -350062
653329300961637436 -336 -26302 -6256 -350143
653329300969068490 -430 -26297 -6353 -350173
653329300976499544 -342 -26383 -6322 -350237
653329300983930598 -117 -26454 -6230 -350108
653329300991361652 -26 -26080 -6020 -350197
653329300998792706 -7 -26273 -6108 -350114
653329301006223760 87 -26395 -6248 -350163
653329301013654814 23 -26430 -6343 -350165
653329301021085868 285 -26085 -5999 -349883
653329301028516922 20 -26344 -6145 -349974
653329301035947976 -23 -26446 -6192 -350129
653329301043379030 23 -26401 -6068 -350041
653329301050810084 470 -26389 -6048 -349856
653329301058241138 227 -26444 -6043 -350055
653329301065672192 159 -26250 -6074 -350026
653329301072979456 369 -26436 -6050 -350032
653329301080417792 255 -26416 -5947 -350082
653329301087856128 184 -26418 -5959 -350191
653329301095294464 350 -26307 -5830 -350186
653329301102732800 366 -26133 -5665 -350188
653329301110171136 320 -26190 -5796 -350159
653329301117609472 342 -26126 -5746 -350171
653329301125047808 327 -26010 -5671 -350177
653329301132486144 539 -25843 -5459 -350103
653329301139924480 521 -25939 -5349 -350126
653329301147362816 592 -25907 -5348 -350176
653329301154801152 671 -25809 -5290 -350113
653329301162239488 727 -24548 -5259 -350147
653329301169677824 539 -25233 -5262 -350197
653329301177116160 604 -25484 -5205 -350242
653329301184554496 775 -25618 -5049 -350159
653329301191992832 2837 -23731 -3084 -348147
653329301199431168 1744 -24669 -4108 -349307
653329301206931401 1591 -25453 -4593 -349638
653329301214366096 1438 -25310 -4630 -349913
653329301221800791 3249 -25198 -3324 -348107
653329301229235486 2256 -25258 -4133 -349320
653329301236670181 1879 -25133 -4454 -349762
653329301244104876 1767 -25055 -4509 -349996
653329301251539571 1715 -24873 -4437 -350128
653329301258974266 1706 -24850 -4409 -350246
653329301266408961 1720 -24846 -4321 -350202
653329301273843656 1851 -24670 -4072 -350092
653329301281278351 1831 -24603 -3945 -350183
653329301288713046 1937 -24633 -3877 -350200
653329301296147741 1918 -24494 -3798 -350143
653329301303582436 1808 -24417 -3476 -350190
653329301311017131 1940 -23881 -3306 -350154
653329301318451826 2019 -23876 -3213 -350162
653329301325886521 2159 -23845 -3109 -350173
653329301333321216 2542 -23593 -2982 -350162
653329301340694016 2772 -23251 -2722 -349609
653329301348132352 3113 -23349 -2799 -349996
653329301355570688 3159 -23124 -2867 -350108
653329301363009024 3350 -22935 -2910 -350146
653329301370447360 3795 -22740 -2992 -349896
653329301377885696 3482 -22657 -3188 -350061
653329301385324032 3488 -22401 -3269 -350051
653329301392762368 3280 -22147 -3512 -350035
653329301400200704 3092 -21987 -3765 -350110
653329301407639040 2886 -21828 -4089 -350080
653329301415077376 2751 -21660 -4306 -350119
653329301422515712 2685 -21390 -4619 -350094
653329301429954048 2565 -21346 -4944 -350146
653329301437392384 2367 -21053 -5306 -350180
653329301444830720 2304 -20870 -5566 -350208
653329301452269056 2118 -20701 -5759 -350139
653329301459707392 1880 -20563 -5982 -350145
653329301467145728 1662 -20495 -6243 -350118
653329301474707858 1341 -20333 -6385 -350043
653329301482138912 1192 -20198 -6487 -350082
653329301489569966 1111 -20296 -6630 -350179
653329301497001020 862 -20106 -6490 -350201
653329301504432074 762 -20140 -6337 -350126
653329301511863128 1825 -18930 -5119 -348912
653329301519294182 1060 -19548 -5721 -349613
653329301526725236 740 -19877 -5919 -349990
653329301534156290 594 -19708 -5896 -349938
653329301541587344 1529 -19717 -4919 -348990
653329301549018398 590 -19666 -5685 -349644
653329301556449452 172 -19621 -5862 -349971
653329301563880506 -131 -19717 -5916 -349961
653329301571311560 -454 -19732 -6102 -350120
653329301578742614 -818 -19951 -6222 -350215
653329301586173668 -1019 -20093 -6152 -350246
653329301593604722 -1355 -20161 -6079 -350201
653329301601035776 -1551 -20311 -6052 -350125
653329301608343040 -1743 -20603 -6272 -350246
653329301615781376 -1984 -20680 -6120 -350182
653329301623219712 -2248 -20879 -5979 -350099
653329301630658048 -2456 -21036 -6013 -350198
653329301638096384 -2526 -21178 -6089 -350160
653329301645534720 -2577 -21202 -5937 -350070
653329301652973056 -2716 -21275 -5896 -349948
653329301660411392 -2752 -21301 -5689 -349955
653329301667849728 -3171 -21635 -5876 -350143
653329301675288064 -3314 -21668 -5736 -350127
653329301682726400 -3205 -21704 -5622 -349991
653329301690164736 -3231 -21955 -5494 -350048
653329301697603072 -3336 -21955 -5361 -350019
653329301705041408 -3492 -21971 -5238 -350058
653329301712479744 -3547 -22023 -5207 -349981
653329301719918080 -3674 -22113 -5265 -350097
653329301727356416 -3912 -22164 -5037 -350117
653329301734794752 -3933 -22186 -5045 -350137
653329301742233088 -4076 -22064 -4589 -350215
653329301749671424 -3973 -22033 -4707 -350156
653329301757109760 -4041 -22195 -4704 -350048
653329301764548096 -3979 -21983 -4604 -350051
653329301771986432 -4000 -21760 -4467 -350063
653329301779424768 -4082 -21743 -4573 -350147
653329301786863104 -4207 -21848 -4564 -350041
653329301794301440 -4163 -21660 -4358 -350046
653329301801739776 -4249 -21613 -4521 -349961
653329301809178112 -4315 -21851 -4588 -350195
653329301816616448 -4551 -22087 -4082 -350088
653329301824054784 -4379 -21897 -4327 -349996
653329301831493120 -3725 -21026 -3638 -349124
653329301838931456 -4113 -21504 -4280 -349641
653329301846369792 -4185 -21699 -4536 -349925
653329301853808128 -3913 -21630 -4476 -349950
653329301861246464 -2983 -21508 -3447 -349059
653329301868684800 -3293 -21469 -3840 -349672
653329301876246930 -3083 -21011 -3683 -349575
653329301883677984 -2961 -20736 -3652 -349853
653329301891109038 -2742 -20456 -3664 -350007
653329301898540092 -2533 -20369 -3447 -350161
653329301905971146 -2182 -20098 -3086 -350121
653329301913402200 -1855 -19753 -2957 -350054
653329301920833254 -1686 -19650 -2719 -350092
653329301928264308 -1374 -19491 -2655 -350161
653329301935695362 -1136 -19242 -2489 -350097
653329301943126416 -782 -19056 -2332 -350100
653329301950557470 -605 -18998 -2278 -350229
653329301957988524 -448 -18982 -2202 -350139
653329301965419578 -270 -19052 -2065 -350147
653329301972850632 -101 -19101 -1939 -350078
653329301980281686 331 -19206 -1761 -349941
653329301987712740 249 -19379 -1801 -350032
653329301995143794 695 -19483 -1782 -349984
653329302002574848 815 -19736 -1752 -350008
653329302009882112 994 -19796 -1563 -349524
653329302017320448 1083 -20047 -1753 -349887
653329302024758784 1245 -20108 -1882 -349914
653329302032197120 1338 -20419 -1961 -350030
653329302039635456 1297 -20821 -2104 -350188
653329302047073792 1224 -20943 -2189 -350174
653329302054512128 1274 -20880 -2299 -350147
653329302061950464 1393 -20831 -2405 -350062
653329302069388800 1215 -20865 -2745 -350156
653329302076827136 1378 -20691 -2803 -350119
653329302084265472 1401 -20800 -2686 -350042
653329302091703808 1255 -20756 -2963 -350137
653329302099142144 1141 -20820 -3136 -350196
653329302106580480 1198 -20725 -3027 -350120
653329302114018816 1137 -20730 -2909 -350055
653329302121457152 830 -20864 -3085 -350173
653329302128895488 624 -21148 -3294 -350137
653329302136333824 569 -21407 -3350 -350180
653329302143834057 713 -21857 -3406 -350153
653329302151268752 1102 -20360 -1690 -348348
653329302158703447 466 -21769 -2758 -349334
653329302166138142 201 -22672 -3319 -349728
653329302173572837 155 -23322 -3564 -349850
653329302181007532 1748 -23574 -1958 -348220
653329302188442227 523 -24263 -3250 -349324
653329302195876922 113 -24658 -3740 -349780
653329302203311617 -20 -25183 -4266 -349942
653329302210746312 -185 -25583 -4543 -350131
653329302218181007 -371 -26017 -4789 -350123
653329302225615702 -561 -26317 -4937 -350135
653329302233050397 -541 -26576 -4924 -350148
653329302240485092 -545 -26864 -5230 -350255
653329302247919787 -609 -26987 -5266 -350235
653329302255354482 -603 -26996 -5273 -350128
653329302262789177 -614 -27269 -5229 -350076
653329302270223872 -761 -27183 -5378 -350161
653329302277658569 -1032 -27168 -5466 -350231
653329302285093264 -819 -27249 -5428 -350169
653329302292527959 -920 -27466 -5412 -350213
653329302299962654 -770 -27103 -5112 -349875
653329302307397349 -936 -27325 -5233 -350015
653329302314832044 -962 -27335 -5245 -350104
653329302322266739 -1012 -27372 -5354 -350136
653329302329701434 -758 -27424 -5029 -349837
653329302337136129 -1079 -27391 -5139 -350080
653329302344570824 -1184 -27434 -5144 -350136
653329302352005519 -1214 -27550 -5236 -350180
653329302359440214 -1228 -27524 -5331 -350123
653329302366874909 -1185 -27398 -5216 -350122
653329302374309604 -958 -27247 -5156 -350085
653329302381744299 -1086 -27286 -5125 -350203
653329302389178994 -1039 -27246 -5113 -350275
653329302396613689 -993 -27241 -5104 -350308
653329302404048384 -807 -26986 -4878 -350194
653329302411421184 -857 -26885 -4454 -350255
653329302418859520 -797 -26976 -4686 -350316
653329302426297856 -624 -26833 -4687 -350246
653329302433736192 -559 -26620 -4464 -350108
653329302441174528 -554 -26714 -4368 -350127
653329302448612864 -431 -26556 -4336 -350276
653329302456051200 -384 -26449 -4289 -350250
653329302463489536 -132 -26230 -4105 -350144
653329302470927872 2 -24192 -1989 -348202
653329302478366208 -10 -25216 -2879 -349382
653329302485804544 187 -25716 -3300 -349802
653329302493242880 397 -25716 -3483 -350006
653329302500681216 2384 -24065 -1638 -348186
653329302508119552 1470 -24958 -2755 -349367
653329302515557888 1162 -25362 -3149 -349772
653329302522996224 935 -25393 -3375 -349965
653329302530434560 1037 -25587 -3385 -350212
653329302537872896 1050 -25717 -3355 -350249
653329302545373129 858 -25931 -3037 -350173
653329302552807824 902 -25892 -3066 -350095
653329302560242519 762 -25943 -3103 -350206
653329302567677214 792 -25950 -3276 -350240
653329302575111909 998 -25945 -3228 -350216
653329302582546604 1014 -25844 -3159 -350149
653329302589981299 1203 -25911 -3197 -350247
653329302597415994 1300 -25881 -3205 -350293
653329302604850689 1458 -25808 -3182 -350238
653329302612285384 1442 -25666 -3285 -350210
653329302619720079 1657 -25277 -2966 -349939
653329302627154774 1322 -25424 -3184 -350093
653329302634589469 1229 -25243 -3271 -350082
653329302642024164 1089 -25193 -3505 -350168
653329302649458859 1140 -25026 -3203 -349845
653329302656893554 861 -24791 -3455 -350104
653329302664328249 641 -24641 -3703 -350157
653329302671762944 573 -24322 -3836 -350176
653329302679197641 691 -24407 -4026 -350082
653329302686632336 525 -23971 -4128 -350167
653329302694067031 509 -23535 -3966 -350064
653329302701501726 430 -23280 -4212 -350193
653329302708936421 428 -23004 -4312 -350310
653329302716371116 584 -22538 -4442 -350099
653329302723805811 601 -22325 -4690 -350066
653329302731240506 479 -21973 -4887 -350065
653329302738675201 454 -21899 -5266 -350129
653329302746109896 458 -21651 -5540 -350131
653329302753544591 578 -21350 -5559 -350118
653329302760979286 397 -21127 -5693 -350182
653329302768413981 448 -20909 -5861 -350265
653329302775848676 410 -20640 -5680 -350154
653329302783283371 292 -20490 -5557 -350143
653329302790718066 402 -18852 -4132 -349300
653329302798152761 268 -19505 -4784 -349821
653329302805587456 283 -19570 -4982 -349929
653329302813022153 373 -19471 -4800 -349900
653329302820456848 1451 -18144 -3509 -348745
653329302827891543 691 -18829 -4210 -349553
653329302835326238 533 -18904 -4210 -349727
653329302842760933 283 -18931 -4154 -349879
653329302850195628 956 -19114 -4171 -350013
653329302857630323 399 -18875 -4150 -350157
653329302865065018 24 -18754 -4058 -350013
653329302872499713 -403 -18868 -3983 -350051
653329302879934408 -567 -18921 -4084 -350151
653329302887369103 -781 -19109 -4058 -350093
653329302894803798 -1029 -19030 -3922 -349962
653329302902238493 -1329 -19188 -3904 -350008
653329302909673188 -1670 -19522 -4090 -350011
653329302917107883 -1909 -19618 -3967 -350118
653329302924542578 -2070 -19673 -3885 -350066
653329302931977273 -2432 -20060 -3761 -350059
653329302939411968 -2737 -20156 -3727 -350081
653329302946846665 -3047 -20080 -3949 -350185
653329302954281360 -2888 -20452 -3795 -350122
653329302961716055 -2876 -20538 -3672 -350037
653329302969150750 -3008 -20733 -3530 -349973
653329302976585445 -3134 -20934 -3410 -350049
653329302984020140 -3285 -21061 -3296 -349999
653329302991454835 -3364 -21235 -3505 -350016
653329302998889530 -3776 -21557 -3698 -350211
653329303006324225 -3684 -21514 -3600 -350096
653329303013758920 -3690 -21510 -3547 -350028
653329303021193615 -3761 -21599 -3728 -350046
653329303028628310 -3692 -21619 -3647 -350123
653329303036063005 -3676 -21520 -3796 -350162
653329303043497700 -3580 -21693 -3735 -350151
653329303050932395 -3404 -21775 -3758 -350067
653329303058367090 -3511 -21614 -3930 -350183
653329303065801785 -3330 -21532 -3928 -350070
653329303073236480 -3162 -21351 -3884 -349983
653329303080609280 -3133 -21580 -4056 -349948
653329303088047616 -3021 -21459 -4026 -350064
653329303095485952 -2805 -21444 -3873 -350085
653329303102924288 -2687 -21362 -3751 -350066
653329303110362624 -2577 -20328 -2701 -350193
653329303117800960 -2350 -20805 -3182 -350194
653329303125239296 -2121 -21117 -3532 -350130
653329303132677632 -1923 -21356 -3466 -350098
653329303140115968 -486 -20009 -2359 -348857
653329303147554304 -973 -20837 -2821 -349512
653329303154992640 -992 -20987 -3099 -349823
653329303162430976 -1031 -21140 -3231 -349939
653329303169869312 293 -21537 -3309 -349599
653329303177307648 -296 -21617 -3327 -349840
653329303184745984 -722 -21792 -3406 -349957
653329303192184320 -873 -22167 -3547 -350024
653329303199622656 -1014 -22402 -3680 -350130
653329303207060992 -1163 -22600 -3599 -350148
653329303214561225 -868 -22691 -3678 -350242
653329303221995920 -1115 -23094 -3628 -350113
653329303229430615 -1186 -23496 -3632 -350138
653329303236865310 -1016 -23805 -3710 -350045
653329303244300005 -1028 -23910 -3911 -350097
653329303251734700 -961 -24167 -3869 -350096
653329303259169395 -1071 -24149 -3727 -350019
653329303266604090 -1046 -24433 -3857 -350031
653329303274038785 -1072 -24533 -3947 -350036
653329303281473480 -1180 -24746 -4044 -350016
653329303288908175 -955 -24549 -3882 -349848
653329303296342870 -1003 -24648 -4010 -350003
653329303303777565 -1037 -24760 -4031 -350024
653329303311212260 -1193 -24816 -4179 -350106
653329303318646955 -1005 -24790 -4412 -350185
653329303326081650 -1086 -25024 -4363 -350131
653329303333516345 -1195 -25158 -4577 -350038
653329303340951040 -1249 -25209 -4708 -350112
653329303348323840 -1717 -25202 -4963 -350234
653329303355762176 -1712 -25325 -4990 -350225
653329303363200512 -1819 -25234 -4928 -350182
653329303370638848 -1966 -25198 -5236 -350216
653329303378077184 -2002 -25402 -5296 -350168
653329303385515520 -1882 -25792 -5211 -350075
653329303392953856 -1785 -26049 -5286 -350063
653329303400392192 -1797 -26378 -5447 -350208
653329303407830528 -1771 -26681 -5611 -350150
653329303415268864 -1897 -26927 -5610 -350197
653329303422707200 -1780 -27009 -5610 -350104
653329303430145536 -1848 -25354 -4573 -350247
653329303437583872 -1805 -26352 -5241 -350210
653329303445022208 -1685 -26848 -5501 -350203
653329303452460544 -1606 -27191 -5619 -350176
653329303459898880 397 -25363 -3740 -348305
653329303467337216 -695 -26452 -4764 -349452
653329303474775552 -1098 -26900 -5002 -349788
653329303482275785 -1408 -27043 -5004 -350195
653329303489710480 421 -27290 -5217 -349063
653329303497145175 -424 -27225 -5096 -349710
653329303504579870 -648 -27130 -5070 -349899
653329303512014565 -789 -27079 -5075 -350085
653329303519449260 -742 -27096 -5002 -350174
653329303526883955 -777 -27135 -5029 -350249
653329303534318650 -549 -27084 -4872 -350132
653329303541753345 -542 -26965 -4906 -350230
653329303549188040 -489 -26876 -4824 -350237
653329303556622735 -286 -26690 -4678 -350185
653329303564057430 -269 -26640 -4600 -350199
653329303571492125 -236 -26609 -4583 -350179
653329303578926820 -210 -26296 -4135 -350285
653329303586361515 38 -26441 -4104 -350150
653329303593796210 161 -26486 -4077 -350212
653329303601230905 132 -26525 -4108 -350213
653329303608665600 547 -26160 -3707 -349928
653329303616100297 341 -26498 -3742 -350148
653329303623534992 346 -26598 -3703 -350257
653329303630969687 243 -26542 -3641 -350252
653329303638404382 652 -26598 -3492 -350330
653329303645839077 555 -26456 -3311 -350143
653329303653273772 398 -26449 -3040 -350237
653329303660708467 384 -26622 -2993 -350200
653329303668143162 327 -26621 -2775 -350269
653329303675577857 601 -26461 -2590 -349964
653329303683012552 622 -26538 -2503 -350118
653329303690447247 658 -26676 -2421 -350223
653329303697881942 583 -26770 -2337 -350241
653329303705316637 660 -26792 -2118 -350101
653329303712751332 693 -26758 -1914 -350119
653329303720186027 511 -26820 -1886 -350325
653329303727620722 553 -26894 -1626 -350186
653329303735055417 758 -26791 -1526 -350171
653329303742490112 778 -27009 -1421 -350172
653329303749924809 1044 -25156 -1688 -349999
653329303757359504 970 -26120 -1356 -350150
653329303764794199 1003 -26470 -1195 -350134
653329303772228894 1008 -26576 -1154 -350156
653329303779663589 3049 -24639 656 -348368
653329303787098284 2100 -25648 -398 -349321
653329303794532979 1669 -25956 -980 -349786
653329303801967674 1360 -26159 -1286 -350159
653329303809402369 3179 -26026 -1139 -348454
653329303816837064 2360 -25757 -1286 -349525
653329303824271759 1986 -25485 -1581 -349832
653329303831706454 1733 -25143 -1837 -350034
653329303839141149 1419 -24933 -2058 -350172
653329303846575844 1509 -24540 -2253 -350227
653329303854010539 1626 -24031 -2448 -350146
653329303861445234 1704 -23651 -2662 -350203
653329303868879929 1750 -23154 -2854 -350220
653329303876314624 1840 -22598 -2921 -350189
653329303883687424 1965 -22007 -2861 -350054
653329303891125760 1975 -21729 -3069 -350088
653329303898564096 1902 -21237 -3186 -350150
653329303906002432 1907 -20836 -3267 -350153
653329303913440768 2026 -20542 -3360 -350071
653329303920879104 1896 -20159 -3412 -350135
653329303928317440 2280 -19639 -3309 -349943
653329303935755776 2209 -19362 -3545 -350033
653329303943194112 2258 -19128 -3615 -350140
653329303950632448 2173 -19033 -3739 -350084
653329303958070784 2272 -19035 -3864 -349971
653329303965509120 2020 -18833 -3923 -350045
653329303972947456 1759 -18507 -3956 -350095
653329303980385792 1497 -18591 -3856 -350130
653329303987824128 1281 -18445 -3912 -350254
653329303995262464 1060 -18303 -3838 -350123
653329304002700800 982 -18169 -3825 -350104
653329304010139136 575 -18165 -3781 -350103
653329304017639369 226 -18264 -3438 -349855
653329304025074064 -12 -17999 -3491 -349990
653329304032508759 -110 -17989 -3477 -350023
653329304039943454 -376 -18081 -3485 -350156
653329304047378149 -640 -18076 -3489 -350104
653329304054812844 -787 -17970 -3288 -350027
653329304062247539 -1115 -18315 -3196 -350084
653329304069682234 -1444 -18209 -3245 -350151
653329304077116929 -1830 -18559 -3187 -350111
653329304084551624 -1928 -18860 -3028 -350077
653329304091986319 -2174 -19048 -3131 -350088
653329304099421014 -1408 -18318 -1859 -349005
653329304106855709 -2170 -19016 -2445 -349601
653329304114290404 -2582 -19322 -2540 -349841
653329304121725099 -2905 -19537 -2744 -349971
653329304129159794 -2119 -19992 -1796 -349142
653329304136594489 -2698 -20025 -2267 -349607
653329304144029184 -3013 -19994 -2425 -349862
653329304151525778 -3198 -20099 -2592 -350184
653329304158956832 -3171 -20069 -2691 -350127
653329304166387886 -3061 -19968 -2452 -350093
653329304173818940 -2832 -19846 -2466 -349992
653329304181249994 -2762 -19863 -2648 -350041
653329304188681048 -2626 -19697 -2575 -350066
653329304196112102 -2379 -19432 -2495 -350040
653329304203543156 -2425 -19388 -2398 -350066
653329304210974210 -2252 -19332 -2451 -350071
653329304218405264 -2079 -19062 -2460 -350140
653329304225836318 -1805 -19081 -2148 -350071
653329304233267372 -1719 -19005 -2143 -349980
653329304240698426 -1525 -19113 -2088 -350112
653329304248129480 -1117 -19088 -1835 -349895
653329304255560534 -1065 -19118 -1763 -349956
653329304262991588 -902 -19250 -1679 -350033
653329304270422642 -827 -19558 -1621 -350070
653329304277853696 -500 -19568 -1549 -349918
653329304285160960 -153 -19517 -1445 -349748
653329304292599296 -371 -19861 -1333 -349938
653329304300037632 -493 -20469 -1322 -350028
653329304307475968 -531 -20821 -1375 -350116
653329304314914304 -405 -21033 -1331 -350025
653329304322352640 -421 -21194 -1369 -350057
653329304329790976 -571 -21442 -1487 -350164
653329304337229312 -598 -21524 -1538 -350094
653329304344667648 -413 -21660 -1555 -349991
653329304352105984 -358 -21937 -1756 -349938
653329304359544320 -263 -22206 -1923 -350072
653329304366982656 -71 -22415 -1868 -350074
653329304374420992 173 -22341 -1864 -350077
653329304381859328 258 -22639 -2139 -350083
653329304389297664 248 -22854 -2380 -350184
653329304396736000 310 -22795 -2548 -350093
653329304404174336 351 -22879 -2764 -350098
653329304411612672 273 -22993 -3060 -350098
653329304419112905 871 -21751 -1231 -348239
653329304426547600 473 -22526 -2485 -349328
653329304433982295 193 -22929 -3098 -349788
653329304441416990 173 -23457 -3439 -350038
653329304448851685 2047 -23521 -1942 -348365
653329304456286380 1171 -23744 -3098 -349375
653329304463721075 629 -24132 -3630 -349755
653329304471155770 569 -24352 -3908 -350053
653329304478590465 577 -24386 -4081 -350144
653329304486025160 572 -24599 -4061 -350074
653329304493459855 628 -24664 -4169 -350035
653329304500894550 555 -25074 -4302 -350133
653329304508329245 458 -25121 -4543 -350183
653329304515763940 468 -25196 -4494 -350177
653329304523198635 419 -25417 -4450 -350142
653329304530633330 331 -25535 -4627 -350215
653329304538068025 267 -25418 -4631 -350193
653329304545502720 297 -25412 -4587 -350221
653329304552875520 47 -25697 -4411 -349934
653329304560313856 82 -25704 -4593 -350171
653329304567752192 521 -25204 -4365 -349903
653329304575190528 385 -25287 -4433 -350004
653329304582628864 210 -25369 -4589 -350129
653329304590067200 25 -25512 -4615 -350246
653329304597505536 295 -25550 -4429 -349910
653329304604943872 183 -25489 -4541 -349990
653329304612382208 -20 -25481 -4587 -350095
653329304619820544 -310 -25624 -4758 -350195
653329304627258880 -391 -25564 -4774 -350156
653329304634697216 -304 -25498 -4629 -350133
653329304642135552 -465 -25467 -4653 -350233
653329304649573888 -497 -25536 -4756 -350228
653329304657012224 -449 -25418 -4656 -350240
653329304664450560 -437 -25335 -4600 -350116
653329304671888896 -553 -25528 -4667 -350181
653329304679327232 -636 -25599 -4593 -350241
653329304686765568 -555 -25786 -4782 -350353
653329304694203904 -554 -25857 -4790 -350216
653329304701642240 -654 -25884 -4806 -350263
653329304709080576 -768 -25999 -5029 -350254
653329304716518912 -714 -26027 -5003 -350254
653329304723957248 -837 -26046 -4982 -350148
653329304731395584 -771 -26157 -5101 -350256
653329304738833920 -623 -24241 -3213 -348388
653329304746272256 -659 -25332 -4366 -349403
653329304753710592 -598 -25728 -4858 -349914
653329304761148928 -639 -26033 -5162 -350147
653329304768587264 1349 -25109 -3474 -348372
653329304776025600 419 -25722 -4481 -349384
653329304783463936 -65 -25874 -5098 -349798
653329304790902272 -226 -25950 -5523 -350135
653329304798340608 -222 -26079 -5764 -350210
653329304805778944 -227 -25927 -5754 -350222
653329304813217280 -132 -25795 -5823 -350219
653329304820717513 -258 -25966 -5790 -350393
653329304828152208 -185 -25930 -5943 -350344
653329304835586903 69 -25790 -6011 -350157
653329304843021598 -127 -25853 -6055 -350253
653329304850456293 -233 -25835 -6092 -350277
653329304857890988 -190 -25886 -6061 -350254
653329304865325683 -219 -25943 -5874 -350129
653329304872760378 -491 -26015 -6067 -350121
653329304880195073 -642 -26070 -6169 -350281
653329304887629768 -306 -25631 -5796 -349933
653329304895064463 -544 -25747 -5918 -349978
653329304902499158 -784 -25825 -6192 -350134
653329304909933853 -669 -25808 -6314 -350247
653329304917368548 -323 -25551 -5975 -349932
653329304924803243 -409 -25297 -6066 -349965
653329304932237938 -606 -25154 -6265 -350106
653329304939672633 -690 -25019 -6524 -350122
653329304947107328 -711 -24575 -6607 -350173
653329304954603922 -591 -24007 -6740 -349962
653329304962034976 -742 -23847 -6918 -350155
653329304969466030 -959 -23678 -7003 -350262
653329304976897084 -844 -23346 -7161 -350252
653329304984328138 -1011 -23211 -7231 -350187
653329304991759192 -1063 -23046 -7264 -350169
653329304999190246 -1372 -23015 -7271 -350275
