timestamp,ch1,ch2,ch3
653323611283611428,579875,482905,529096
653323611291051584,579966,483046,529390
653323611298491740,579991,483146,529307
653323611305931896,580097,483096,529420
653323611313372052,580177,483084,529437
653323611320812208,580145,483149,529442
653323611328252364,580120,483214,529374
653323611335692520,580147,483163,529463
653323611343132676,580058,482967,529263
653323611350572832,579943,482538,529289
653323611358012988,579828,482681,529275
653323611365453144,579700,482678,529204
653323611372893300,579609,482730,529190
653323611380333456,579553,482601,529008
653323611387773612,579426,482670,528739
653323611395213768,579425,482481,528703
653323611402653924,579316,482434,528590
653323611410094080,579194,482358,528502
653323611417627081,578931,482153,528230
653323611425061776,578839,482109,528171
653323611432496471,578769,482100,528148
653323611439931166,578687,481836,527902
653323611447365861,578491,481781,527851
653323611454800556,578482,481790,527881
653323611462235251,578352,481776,527832
653323611469669946,578147,481568,527513
653323611477104641,577999,481503,527429
653323611484539336,577831,481481,527404
653323611491974031,577717,481364,527184
653323611499408726,577561,481278,527148
653323611506843421,577400,481124,526897
653323611514278116,577475,481130,527003
653323611521712811,577405,480989,526844
653323611529147506,577202,480780,526794
653323611536582201,577207,480780,526639
653323611544016896,577315,480721,526618
653323611551420653,577343,480538,526264
653323611558857168,577233,480560,526456
653323611566293683,577051,480592,526507
653323611573730198,577156,480596,526548
653323611581166713,577044,480678,526506
653323611588603228,576958,480680,526567
653323611596039743,576936,480611,526417
653323611603476258,576941,480545,526312
653323611610912773,576965,480518,526328
653323611618349288,576919,480358,526309
653323611625785803,576871,480434,526323
653323611633222318,576846,480452,526259
653323611640658833,576834,480442,526266
653323611648095348,576837,480445,526270
653323611655531863,576755,480286,526130
653323611662968378,576726,480347,526141
653323611670404893,576811,480377,526095
653323611677841408,576671,480263,526044
653323611685216036,576338,479909,525847
653323611692656192,576428,480000,526014
653323611700096348,576518,480078,526090
653323611707536504,576462,480161,526077
653323611714976660,576432,480029,525987
653323611722416816,576333,480129,525970
653323611729856972,576454,480159,526074
653323611737297128,576436,480054,526143
653323611744737284,576618,480121,526116
653323611752177440,576576,480133,526064
653323611759617596,576554,480099,526058
653323611767057752,576480,480059,526076
653323611774497908,576417,480096,526046
653323611781938064,576459,480091,526114
653323611789378220,576536,480096,526208
653323611796818376,576596,480155,526238
653323611804258532,576532,480089,526122
653323611811698688,576641,480048,526220
653323611819200749,576880,480270,526218
653323611826637264,576844,480184,526334
653323611834073779,576785,480229,526348
653323611841510294,576861,480140,526270
653323611848946809,576864,480173,526391
653323611856383324,576804,480109,526404
653323611863819839,576908,480260,526477
653323611871256354,577024,480164,526588
653323611878692869,576940,480256,526608
653323611886129384,576987,480266,526623
653323611893565899,576904,480172,526623
653323611901002414,577125,480321,526661
653323611908438929,576986,480218,526702
653323611915875444,577116,480254,526727
653323611923311959,577137,480227,526821
653323611930748474,577197,480241,526806
653323611938184989,577185,480258,526866
653323611945621504,577195,480432,526938
653323611953027072,577239,480488,526945
653323611960465408,577436,480283,526858
653323611967903744,577399,480370,527066
653323611975342080,577591,480358,527141
653323611982780416,577606,480550,527242
653323611990218752,577704,480578,527271
653323611997657088,577700,480601,527306
653323612005095424,577741,480710,527338
653323612012533760,577702,480605,527253
653323612019972096,577838,480618,527339
