timestamp,red,green,ir
22685,154565,36809,183434
22695,154569,36810,183471
22706,154586,36805,183467
22715,154622,36801,183494
22725,154609,36794,183503
22736,154641,36798,183553
22746,154648,36792,183554
22755,154645,36801,183576
22765,154692,36785,183594
22775,154712,36806,183623
22785,154722,36790,183675
22794,154738,36804,183679
22805,154755,36778,183677
22815,154763,36797,183697
22826,154801,36770,183686
22835,154801,36793,183692
22845,154784,36790,183727
22855,154813,36785,183742
22865,154821,36791,183741
22875,154804,36797,183732
22885,154789,36796,183707
22896,154719,36781,183648
22906,154684,36786,183555
22916,154604,36783,183508
22925,154555,36781,183445
22935,154509,36779,183384
22946,154481,36780,183356
22956,154446,36764,183329
22965,154411,36776,183289
22975,154402,36773,183249
22985,154403,36774,183237
22995,154383,36775,183214
23005,154365,36766,183237
23015,154371,36760,183240
23025,154417,36759,183259
23036,154421,36766,183296
23044,154462,36758,183332
23055,154514,36751,183404
23065,154577,36765,183492
23075,154627,36750,183534
23085,154657,36758,183606
23095,154688,36728,183647
23105,154714,36752,183659
23116,154748,36740,183712
23125,154766,36731,183719
23135,154755,36724,183723
23145,154795,36724,183731
23155,154807,36711,183739
23166,154812,36709,183770
23175,154818,36702,183773
23185,154834,36711,183771
23195,154840,36696,183807
23205,154858,36697,183811
23214,154861,36708,183824
23225,154858,36696,183828
23235,154871,36698,183830
23245,154876,36684,183835
23255,154874,36684,183844
23264,154855,36693,183831
23275,154848,36684,183804
23285,154840,36682,183816
23295,154843,36671,183812
23305,154826,36692,183790
23315,154817,36686,183779
23325,154832,36681,183795
23334,154833,36676,183792
23345,154859,36686,183816
23355,154885,36681,183863
23365,154905,36669,183901
23375,154939,36676,183923
23385,154963,36671,183970
23395,154963,36669,183987
23405,154983,36682,184017
23415,154977,36676,184013
23424,154969,36671,184012
23434,154995,36679,184014
23445,154976,36690,184019
23456,154972,36666,184016
23464,154970,36666,183994
23475,154967,36676,183991
23484,154975,36685,183994
23495,154957,36683,184001
23505,154961,36668,183953
23515,154939,36677,183980
23525,154934,36682,183954
23535,154908,36669,183953
23544,154915,36661,183932
23554,154888,36671,183938
23564,154896,36669,183903
23580,154896,36670,183920
23584,154891,36663,183918
23594,154888,36648,183901
23605,154887,36661,183900
23615,154880,36664,183885
23625,154886,36669,183892
23634,154878,36668,183879
23645,154874,36644,183907
23655,154883,36655,183885
23665,154873,36654,183908
23675,154869,36667,183892
23685,154880,36661,183893
23695,154891,36667,183869
23705,154873,36668,183901
23714,154852,36671,183907
23724,154886,36666,183898
23739,154875,36664,183905
23760,154888,36653,183914
23764,154869,36670,183904
23775,154838,36670,183858
23785,154875,36651,183890
23794,154863,36651,183877
23804,154873,36665,183868
23814,154857,36667,183873
23824,154870,36653,183863
23833,154856,36660,183854
23844,154866,36657,183850
23854,154859,36638,183855
23864,154848,36624,183821
23874,154839,36639,183832
23884,154835,36613,183809
23894,154816,36613,183792
23904,154840,36611,183809
23915,154812,36623,183792
23941,154828,36599,183821
23944,154840,36594,183801
23955,154831,36598,183789
23964,154829,36593,183790
23974,154825,36579,183814
23984,154825,36584,183823
23995,154832,36592,183808
24004,154840,36579,183820
24014,154811,36590,183809
24025,154838,36586,183808
24035,154829,36580,183781
24044,154836,36570,183796
24054,154830,36578,183778
24064,154845,36583,183792
24075,154818,36572,183791
24083,154827,36573,183789
24094,154818,36575,183789
24104,154835,36577,183777
24115,154830,36553,183776
24124,154834,36573,183756
24134,154828,36561,183787
24145,154838,36574,183765
24155,154811,36577,183765
24165,154807,36559,183781
24174,154798,36565,183761
24184,154789,36561,183747
24194,154804,36559,183747
24204,154800,36562,183731
24213,154801,36565,183726
24224,154792,36560,183744
24235,154783,36550,183727
24245,154784,36564,183711
24254,154786,36558,183704
24264,154762,36563,183706
24274,154752,36573,183715
24284,154755,36540,183687
24294,154751,36556,183674
24304,154750,36555,183668
24314,154762,36550,183683
24324,154754,36541,183702
24334,154762,36557,183695
24344,154750,36544,183684
24354,154741,36549,183675
24364,154750,36561,183683
24375,154715,36556,183667
24383,154744,36553,183657
24394,154726,36548,183673
24404,154711,36570,183640
24419,154712,36555,183640
24424,154725,36558,183640
24434,154699,36560,183608
24444,154705,36567,183617
24459,154720,36559,183643
24463,154725,36551,183644
24473,154743,36548,183635
24484,154703,36560,183643
24494,154707,36563,183630
24503,154711,36529,183627
24514,154698,36550,183627
24524,154711,36546,183620
24534,154696,36558,183606
24544,154690,36543,183589
24554,154692,36569,183599
24564,154693,36544,183611
24574,154673,36550,183587
24583,154675,36553,183570
24593,154663,36551,183580
24604,154666,36556,183569
24614,154677,36555,183586
24624,154677,36554,183576
24633,154665,36555,183583
24643,154676,36521,183575
24654,154688,36537,183583
24664,154671,36535,183553
24674,154678,36537,183594
24684,154682,36511,183574
24694,154669,36523,183585
24704,154679,36525,183568
24713,154651,36525,183548
24723,154657,36511,183553
24733,154651,36509,183527
24744,154643,36510,183540
24753,154639,36500,183511
24763,154634,36492,183522
24773,154647,36492,183493
24784,154613,36492,183517
24799,154619,36483,183494
24821,154599,36483,183503
24824,154615,36478,183490
24833,154574,36466,183462
24843,154602,36480,183470
24853,154590,36487,183484
24864,154605,36477,183471
24874,154613,36491,183456
24883,154598,36472,183446
24893,154607,36485,183448
24903,154599,36473,183453
24914,154592,36456,183458
24923,154592,36459,183455
24934,154607,36468,183453
24944,154608,36469,183459
24954,154579,36473,183462
24981,154591,36471,183458
25000,154582,36465,183431
25020,154554,36458,183432
25023,154580,36456,183442
25033,154572,36454,183479
25043,154571,36456,183431
25060,154579,36469,183383
25063,154565,36464,183433
25073,154532,36456,183431
25083,154561,36454,183398
25093,154554,36480,183400
25103,154544,36458,183395
25114,154552,36462,183379
25124,154551,36471,183402
25133,154542,36464,183378
25143,154535,36448,183375
25153,154525,36458,183375
25164,154536,36463,183395
25173,154531,36457,183363
25183,154542,36450,183339
25193,154536,36450,183359
25203,154517,36471,183356
25212,154513,36466,183337
25223,154499,36473,183339
25234,154503,36463,183343
25243,154507,36470,183340
25253,154525,36447,183357
25263,154502,36467,183331
25273,154527,36461,183331
25284,154496,36470,183342
25293,154514,36473,183340
25303,154513,36456,183329
25313,154513,36471,183338
25323,154504,36457,183340
25333,154496,36466,183327
25343,154503,36465,183305
25353,154490,36469,183309
25363,154502,36444,183316
25373,154517,36454,183320
25383,154490,36455,183320
25393,154491,36454,183303
25403,154495,36492,183289
25414,154483,36468,183328
25423,154494,36474,183299
25433,154491,36464,183279
25443,154460,36470,183279
25453,154480,36461,183264
25463,154459,36464,183292
25473,154456,36479,183278
25483,154461,36480,183276
25493,154483,36462,183277
25502,154472,36468,183283
25512,154475,36463,183267
25523,154476,36458,183276
25533,154460,36450,183280
25542,154461,36438,183281
25552,154472,36452,183275
25563,154468,36434,183256
25573,154438,36433,183262
25583,154457,36417,183254
25593,154452,36419,183257
25603,154457,36424,183245
25613,154447,36422,183263
25623,154452,36430,183237
25632,154456,36425,183235
25643,154443,36419,183261
25653,154456,36421,183247
25663,154428,36422,183259
25673,154432,36423,183260
25683,154452,36435,183263
25693,154455,36420,183272
25703,154449,36416,183270
25712,154446,36414,183281
25723,154458,36401,183268
25733,154458,36420,183264
25743,154437,36431,183265
25752,154445,36428,183276
25763,154444,36424,183272
25773,154422,36428,183286
25783,154430,36433,183260
25792,154431,36435,183261
25802,154437,36418,183278
25812,154452,36417,183274
25823,154455,36403,183264
25833,154430,36431,183273
25842,154448,36399,183283
25853,154471,36408,183280
25863,154439,36432,183270
25873,154420,36434,183278
25901,154426,36421,183282
25903,154433,36424,183302
25913,154450,36443,183285
25922,154441,36427,183270
25933,154470,36435,183304
25943,154452,36439,183282
25953,154452,36441,183312
25962,154463,36441,183337
25972,154487,36450,183315
25983,154458,36441,183336
25993,154473,36442,183299
26002,154443,36436,183317
26012,154459,36437,183323
26022,154450,36447,183329
26032,154449,36435,183322
26041,154457,36448,183334
26060,154454,36436,183364
26062,154469,36452,183356
26072,154471,36453,183327
26082,154458,36456,183368
26100,154465,36451,183361
26121,154487,36471,183366
26124,154478,36460,183386
26132,154460,36448,183348
26142,154459,36476,183389
26153,154472,36462,183392
26163,154479,36461,183372
26172,154471,36467,183379
26182,154458,36459,183393
26193,154467,36462,183404
26203,154469,36477,183386
26212,154452,36457,183375
26222,154447,36470,183390
26232,154442,36473,183410
26243,154468,36478,183402
26252,154454,36489,183403
26262,154475,36466,183388
26272,154439,36475,183399
26282,154478,36492,183418
26292,154454,36502,183406
26301,154467,36500,183420
26312,154476,36507,183423
26322,154482,36499,183410
26333,154465,36482,183461
26342,154488,36500,183444
26352,154464,36492,183442
26362,154481,36488,183469
26372,154471,36501,183467
26382,154498,36480,183457
26392,154494,36488,183456
26403,154473,36494,183458
26413,154475,36494,183448
26422,154476,36494,183447
26432,154471,36487,183446
26442,154477,36474,183446
26452,154486,36484,183443
26462,154478,36486,183435
26472,154479,36488,183468
26482,154484,36487,183464
26492,154483,36491,183447
26501,154477,36482,183456
26512,154494,36480,183464
26522,154475,36481,183466
26532,154505,36464,183481
26542,154471,36484,183448
26552,154483,36485,183464
26562,154492,36484,183472
26572,154459,36499,183472
26582,154503,36497,183480
26591,154492,36501,183492
26602,154484,36497,183477
26612,154496,36508,183492
26622,154495,36515,183493
26631,154503,36505,183514
26642,154507,36502,183529
26652,154495,36515,183492
26662,154488,36517,183533
26671,154474,36507,183545
26682,154492,36494,183533
26692,154501,36521,183544
26702,154511,36508,183556
26711,154515,36522,183539
26722,154496,36513,183546
26732,154512,36518,183525
26742,154490,36519,183515
26751,154491,36524,183518
26761,154505,36500,183523
26771,154503,36538,183547
26782,154490,36508,183530
26791,154508,36525,183518
26801,154486,36524,183530
26811,154486,36544,183522
26822,154472,36526,183525
26832,154497,36540,183515
26841,154474,36534,183536
26851,154454,36530,183537
26862,154464,36547,183527
26872,154480,36548,183521
26881,154462,36550,183507
26891,154453,36547,183508
26901,154447,36542,183525
26912,154460,36554,183527
26921,154446,36533,183509
26932,154425,36537,183493
26942,154447,36553,183481
26952,154421,36558,183485
26961,154437,36552,183492
26971,154438,36564,183468
26982,154426,36550,183467
26992,154439,36541,183476
27001,154435,36554,183489
27011,154432,36563,183490
27022,154432,36564,183461
27032,154441,36566,183477
27041,154424,36564,183463
27051,154440,36573,183460
27061,154418,36574,183445
27071,154408,36567,183443
27082,154419,36588,183438
27091,154386,36582,183444
27101,154396,36572,183444
27111,154404,36569,183442
27122,154409,36566,183433
27131,154392,36571,183448
27141,154387,36561,183441
27152,154408,36567,183466
27162,154398,36574,183426
27171,154384,36580,183421
27181,154385,36573,183432
27191,154404,36578,183432
27202,154391,36581,183435
27211,154400,36577,183441
27221,154419,36572,183466
27231,154421,36573,183451
27241,154406,36583,183475
27250,154424,36576,183437
27261,154377,36566,183443
27271,154413,36571,183462
27281,154406,36575,183428
27291,154386,36558,183445
27301,154387,36578,183435
27311,154387,36575,183426
27321,154379,36578,183415
27331,154381,36557,183416
27341,154370,36552,183415
27351,154368,36552,183424
27361,154377,36568,183421
27372,154367,36556,183400
27381,154369,36564,183401
27391,154373,36549,183417
27401,154348,36564,183420
27411,154374,36564,183377
27420,154345,36553,183412
27431,154361,36568,183377
27441,154333,36567,183428
27451,154336,36581,183411
27461,154338,36561,183396
27471,154332,36573,183383
27481,154321,36563,183404
27491,154326,36567,183392
27500,154313,36566,183355
27511,154317,36573,183369
27521,154308,36561,183334
27532,154281,36579,183329
27541,154296,36557,183323
27551,154262,36569,183323
27561,154263,36568,183332
27571,154278,36555,183302
27582,154257,36576,183309
27591,154279,36572,183333
27601,154277,36562,183315
27611,154281,36578,183297
27621,154289,36570,183303
27630,154266,36563,183311
27640,154267,36570,183299
27651,154279,36570,183300
27661,154264,36560,183272
27671,154245,36550,183258
27681,154244,36561,183265
27691,154257,36577,183259
27701,154252,36565,183252
27710,154251,36558,183249
27720,154227,36559,183214
27730,154212,36574,183241
27741,154221,36576,183235
27750,154232,36576,183244
27760,154227,36564,183220
27771,154232,36557,183204
27781,154222,36561,183224
27791,154203,36573,183195
27801,154205,36579,183232
27811,154221,36558,183244
27821,154200,36579,183206
27831,154207,36572,183226
27840,154217,36579,183213
27850,154214,36570,183175
27861,154223,36577,183236
27871,154206,36575,183222
27880,154202,36567,183210
27891,154194,36570,183194
27901,154190,36561,183181
27911,154190,36567,183186
27920,154161,36566,183178
27930,154187,36565,183159
27941,154175,36573,183152
27951,154174,36557,183169
27960,154186,36571,183148
27970,154185,36561,183159
27980,154172,36571,183147
27990,154181,36579,183153
28000,154169,36572,183146
28010,154165,36585,183177
28020,154181,36561,183146
28031,154187,36580,183108
28041,154170,36570,183140
28051,154137,36570,183122
28061,154163,36570,183127
28071,154151,36563,183134
28081,154169,36570,183142
28090,154163,36581,183144
28101,154161,36560,183154
28111,154175,36577,183131
28121,154184,36553,183146
28130,154165,36559,183152
28141,154174,36559,183149
28151,154178,36552,183151
28161,154165,36547,183131
28170,154155,36544,183088
28180,154153,36548,183125
28190,154156,36555,183094
28201,154159,36556,183133
28210,154155,36559,183132
28220,154149,36551,183133
28230,154160,36585,183132
28240,154151,36550,183122
28250,154159,36548,183110
28260,154162,36546,183093
28271,154130,36522,183106
28281,154144,36558,183133
28291,154147,36552,183130
28300,154141,36564,183140
28310,154147,36534,183126
28320,154143,36547,183108
28330,154123,36548,183116
28340,154140,36549,183128
28350,154121,36555,183090
28360,154119,36537,183103
28371,154135,36532,183099
28379,154136,36530,183114
28390,154130,36522,183095
28400,154123,36534,183091
28410,154142,36514,183077
28420,154124,36522,183079
28430,154113,36533,183075
28440,154118,36538,183056
28450,154105,36546,183085
28459,154139,36531,183070
28470,154125,36530,183077
28480,154108,36537,183067
28491,154085,36509,183085
28500,154135,36531,183052
28510,154087,36524,183063
28520,154109,36535,183066
28531,154105,36518,183090
28541,154117,36521,183064
28550,154103,36540,183076
28560,154101,36550,183072
28570,154111,36540,183063
28581,154134,36527,183062
28590,154122,36509,183073
28600,154113,36526,183065
28610,154121,36510,183066
28620,154108,36535,183063
28629,154097,36544,183073
28640,154110,36538,183063
28650,154111,36518,183074
28660,154123,36538,183047
28669,154123,36579,183073
28679,154109,36523,183048
28690,154113,36526,183041
28701,154106,36529,183065
28710,154107,36551,183036
28720,154095,36529,183057
28730,154101,36521,183040
28740,154076,36534,183040
28750,154088,36517,183017
28759,154098,36541,183043
28769,154085,36530,183038
28780,154092,36541,183041
28790,154098,36542,183027
28799,154087,36536,183053
28809,154071,36547,183054
28820,154094,36553,183049
28830,154097,36543,183026
28839,154098,36531,183054
28849,154099,36541,183035
28859,154101,36526,183037
28870,154102,36545,183040
28880,154092,36552,183038
28890,154089,36532,183045
28900,154080,36535,183023
28910,154097,36511,183036
28920,154071,36540,183029
28930,154094,36524,183028
28940,154064,36551,183062
28950,154078,36540,183046
28959,154103,36535,183069
28969,154093,36574,183069
28980,154085,36542,183072
28990,154098,36559,183092
29000,154096,36536,183094
29009,154101,36536,183095
29020,154117,36536,183076
29030,154111,36540,183092
29040,154102,36517,183072
29049,154102,36547,183071
29060,154104,36516,183072
29070,154120,36532,183077
29080,154109,36528,183069
29089,154089,36530,183063
29099,154109,36533,183060
29109,154092,36524,183063
29120,154091,36513,183069
29129,154120,36487,183048
29139,154093,36505,183064
29149,154104,36491,183033
29160,154122,36490,183073
29169,154106,36500,183047
29179,154088,36514,183088
29189,154085,36517,183073
29199,154108,36509,183068
29208,154102,36480,183057
29219,154105,36494,183052
29230,154080,36513,183021
29240,154077,36501,183012
29250,154056,36503,183024
29259,154064,36504,183022
29269,154063,36486,183015
29279,154072,36515,182994
29289,154054,36507,182999
29299,154067,36491,182998
29309,154053,36475,182990
29320,154024,36496,183006
29330,154055,36494,182976
29339,154050,36493,182978
29349,154058,36496,182975
29359,154049,36486,182974
29369,154037,36496,182964
29379,154025,36476,182965
29389,154025,36496,182953
29399,154017,36498,182947
29409,154019,36458,182959
29418,154034,36495,182945
29429,154028,36475,182926
29440,154021,36481,182952
29450,154039,36479,182955
29459,154036,36507,182948
29469,154013,36470,182944
29480,154008,36490,182937
29490,154020,36485,182938
29500,153985,36500,182919
29508,153998,36482,182911
29520,154016,36483,182915
29529,154008,36493,182914
29540,154011,36477,182897
29548,153996,36488,182892
29560,154003,36475,182877
29569,153987,36482,182885
29580,153998,36459,182885
29589,153975,36486,182878
29599,153985,36467,182894
29609,153989,36452,182881
29619,153979,36473,182864
29629,153969,36475,182878
29639,153979,36472,182863
29649,153980,36488,182877
29659,153975,36475,182873
29668,153991,36474,182877
29678,153962,36469,182887
29689,153966,36471,182856
29700,153976,36470,182867
29709,153981,36475,182888
29719,153984,36469,182868
29729,153970,36474,182856
29739,153952,36482,182864
29749,153961,36471,182873
29758,153958,36472,182863
29768,153964,36469,182885
29780,153944,36472,182862
29829,153961,36478,182862
29839,153953,36466,182845
29849,153965,36448,182883
29859,153953,36458,182867
29869,153981,36482,182874
29878,153988,36457,182874
29888,153977,36453,182887
29899,153978,36433,182878
29909,153978,36447,182864
29918,153959,36445,182866
29928,153956,36442,182880
29938,153970,36447,182887
29948,153983,36435,182897
29958,153992,36424,182885
29968,153983,36424,182873
29978,153976,36430,182873
29988,153969,36429,182893
30000,153961,36411,182876
30009,153971,36410,182837
30019,153986,36434,182848
30029,153953,36427,182865
30039,153971,36421,182882
30048,153967,36424,182887
30058,153983,36415,182877
30069,153986,36397,182867
30079,153963,36402,182842
30088,153930,36411,182854
30098,153955,36408,182843
30109,153956,36407,182845
30121,153948,36407,182835
30128,153943,36393,182833
30138,153953,36404,182803
30148,153956,36404,182814
30159,153936,36403,182820
30168,153966,36408,182812
30178,153944,36386,182802
30188,153927,36387,182824
30200,153947,36388,182807
30208,153950,36396,182814
30218,153945,36374,182819
30228,153956,36392,182819
30238,153946,36377,182828
30248,153947,36384,182812
30258,153957,36367,182823
30268,153931,36388,182797
30278,153941,36370,182801
30288,153952,36382,182793
30298,153951,36369,182814
30308,153948,36376,182790
30318,153952,36375,182808
30329,153963,36381,182792
30338,153949,36379,182814
30348,153953,36375,182802
30358,153945,36370,182793
30368,153948,36366,182815
30378,153934,36375,182805
30388,153926,36362,182792
30399,153928,36359,182762
30409,153910,36370,182785
30419,153924,36350,182774
30428,153921,36369,182772
30439,153924,36374,182738
30449,153892,36375,182756
30459,153905,36353,182759
30468,153923,36365,182764
30480,153915,36357,182758
30488,153922,36375,182763
30499,153901,36361,182756
30508,153917,36373,182739
30518,153911,36350,182757
30528,153906,36365,182760
30538,153915,36352,182763
30548,153920,36354,182763
30559,153919,36364,182787
30568,153943,36370,182780
30579,153946,36358,182774
30588,153930,36376,182767
30598,153942,36360,182782
30608,153943,36361,182805
30618,153938,36362,182808
30627,153930,36367,182802
30637,153945,36372,182804
30648,153944,36359,182804
30659,153938,36366,182806
30668,153947,36383,182821
30678,153935,36361,182806
30688,153939,36371,182818
30698,153934,36377,182823
30708,153956,36362,182827
30717,153950,36348,182836
30727,153966,36352,182824
30738,153979,36365,182866
30748,153976,36358,182866
30758,153990,36338,182891
30768,153977,36357,182871
30778,153992,36355,182882
30788,153981,36348,182871
30797,153966,36344,182851
30807,153973,36331,182880
30818,153981,36329,182893
30828,153992,36326,182860
30837,153987,36337,182884
30848,153991,36340,182878
30858,154002,36323,182886
30868,153998,36334,182903
30878,154002,36331,182912
30888,153996,36320,182903
30898,153996,36334,182925
30908,154013,36321,182937
30917,154034,36310,182943
30927,154039,36325,182962
30938,154027,36321,182972
30948,154016,36335,182962
30958,154032,36335,182962
30967,154019,36318,182951
30977,154026,36336,182963
30988,154014,36325,182960
31000,154018,36322,182956
31008,154024,36332,182969
31018,154004,36329,182950
31028,154006,36333,182963
31038,154009,36312,182951
31047,154023,36327,182948
31057,154004,36318,182954
31068,154014,36323,182920
31078,154013,36323,182961
31087,154026,36313,182949
31098,154019,36317,182951
31108,154014,36320,182945
31118,154010,36319,182942
31127,154021,36308,182953
31137,154014,36319,182963
31148,154023,36325,182988
31158,154029,36329,182987
31167,154029,36326,182989
31178,154039,36325,182982
31188,154039,36318,182982
31198,154030,36337,183000
31208,154056,36336,182966
31217,154047,36329,182987
31228,154051,36326,182978
31238,154041,36327,182967
31248,154025,36336,182997
31258,154025,36336,182992
31268,154042,36335,182975
31278,154048,36332,182986
31288,154039,36349,183001
31297,154035,36336,182994
31307,154045,36340,183008
31317,154051,36346,183008
31328,154065,36347,183023
31337,154049,36338,183003
31347,154052,36331,183028
31357,154048,36338,183021
31368,154069,36318,183018
31377,154057,36355,183027
31387,154060,36319,183033
31397,154060,36346,183019
31408,154045,36347,183028
31417,154056,36341,183035
31427,154049,36353,183043
31437,154062,36350,183044
31448,154062,36354,183019
31458,154049,36359,183052
31467,154066,36352,183025
31477,154065,36364,183023
31487,154054,36359,183031
31497,154072,36364,183052
31507,154063,36345,183086
31517,154081,36370,183074
31528,154069,36366,183070
31538,154067,36350,183067
31547,154066,36335,183084
31557,154076,36328,183096
31567,154065,36335,183068
31577,154080,36347,183080
31587,154070,36316,183062
31597,154074,36330,183042
31608,154043,36324,183070
31618,154064,36321,183048
31627,154039,36314,183057
31637,154059,36314,183076
31647,154056,36308,183050
31657,154066,36311,183073
31667,154077,36325,183075
31677,154071,36300,183096
31687,154062,36321,183077
31697,154092,36304,183101
31707,154086,36312,183106
31717,154060,36320,183094
31727,154067,36319,183135
31737,154082,36321,183120
31747,154073,36305,183139
31756,154072,36336,183157
31767,154078,36318,183146
31777,154073,36330,183132
31787,154072,36325,183160
31797,154088,36314,183170
31807,154069,36331,183174
31817,154077,36321,183169
31827,154078,36311,183185
31837,154077,36321,183194
31847,154097,36340,183180
31857,154065,36334,183204
31868,154068,36331,183180
31877,154060,36330,183200
31887,154068,36320,183183
31897,154058,36322,183191
31907,154059,36321,183212
31916,154062,36332,183190
31927,154059,36326,183183
31937,154073,36334,183218
31947,154056,36334,183203
31957,154070,36330,183207
31967,154035,36333,183201
31977,154057,36332,183224
31987,154069,36335,183224
31997,154047,36329,183220
32006,154033,36353,183166
32016,154029,36344,183201
32027,154027,36339,183191
32037,153998,36352,183178
32046,154012,36348,183181
32056,154018,36335,183188
32067,154012,36357,183173
32077,154000,36351,183171
32086,154009,36348,183176
32096,154002,36330,183168
32107,153995,36345,183182
32117,153991,36343,183166
32126,154001,36336,183159
32136,153985,36342,183122
32146,153982,36355,183141
32157,153985,36344,183160
32167,153979,36341,183124
32177,153983,36349,183111
32186,153957,36340,183150
32197,153985,36325,183141
32207,153981,36342,183120
32217,153971,36346,183121
32227,153956,36350,183120
32237,153965,36347,183109
32247,153956,36346,183123
32260,153957,36362,183138
32267,153964,36347,183126
32277,153964,36350,183115
32286,153934,36336,183129
32296,153969,36341,183109
32307,153959,36345,183131
32317,153957,36336,183118
32327,153930,36351,183107
32336,153957,36339,183106
32346,153941,36327,183155
32356,153942,36317,183129
32367,153944,36327,183125
