timestamp,red,green,ir,,,,
27291,156615,37543,191350,,,,
27301,156617,37551,191382,,,,
27311,156610,37533,191382,,,,
27321,156611,37550,191341,,,,
27332,156590,37562,191371,,,,
27341,156586,37544,191367,,,,
27351,156608,37550,191377,,,,
27362,156576,37551,191373,,,,
27372,156606,37547,191380,,,,
27381,156597,37566,191355,,,,
27391,156592,37556,191361,,,,
27401,156600,37544,191367,,,,
27412,156598,37554,191361,,,,
27421,156608,37557,191380,,,,
27431,156599,37573,191374,,,,
27441,156593,37560,191358,,,,
27451,156609,37569,191387,,,,
27460,156615,37574,191382,,,,
27471,156620,37554,191392,,,,
27481,156627,37558,191404,,,,
27492,156638,37569,191416,,,,
27501,156622,37577,191404,,,,
27511,156631,37596,191435,,,,
27521,156646,37589,191455,,,,
27531,156671,37583,191468,,,,
27541,156657,37587,191441,,,,
27551,156673,37585,191492,,,,
27561,156712,37577,191494,,,,
27571,156688,37563,191509,,,,
27581,156727,37561,191507,,,,
27591,156680,37548,191525,,,,
27601,156738,37551,191536,,,,
27611,156692,37552,191520,,,,
27621,156706,37560,191542,,,,
27631,156705,37537,191549,,,,
27641,156728,37532,191536,,,,
27651,156704,37540,191543,,,,
27661,156722,37529,191529,,,,
27670,156717,37538,191540,,,,
27681,156723,37521,191531,,,,
27691,156711,37541,191533,,,,
27701,156698,37520,191545,,,,
27710,156723,37538,191557,,,,
27721,156716,37537,191584,,,,
27731,156725,37534,191563,,,,
27741,156739,37515,191564,,,,
27750,156742,37524,191583,,,,
27760,156746,37527,191607,,,,
27770,156742,37543,191581,,,,
27781,156748,37530,191604,,,,
27791,156757,37540,191608,,,,
27801,156732,37530,191591,,,,
27811,156731,37548,191620,,,,
27821,156739,37548,191606,,,,
27831,156766,37535,191623,,,,
27840,156771,37556,191630,,,,
27850,156753,37564,191641,,,,
27861,156789,37553,191660,,,,
27871,156762,37561,191648,,,,
27881,156774,37555,191650,,,,
27891,156768,37557,191613,,,,
27901,156768,37558,191650,,,,
27911,156773,37568,191668,,,,
27920,156771,37570,191642,,,,
27930,156767,37565,191666,,,,
27940,156784,37568,191680,,,,
27951,156781,37536,191671,,,,
27960,156763,37564,191684,,,,
27970,156767,37565,191667,,,,
27981,156769,37566,191670,,,,
27991,156760,37583,191673,,,,
28000,156766,37560,191653,,,,
28011,156769,37585,191659,,,,
28021,156756,37584,191649,,,,
28031,156745,37593,191703,,,,
28041,156774,37586,191681,,,,
28051,156768,37597,191690,,,,
28061,156784,37601,191677,,,,
28071,156784,37591,191715,,,,
28081,156791,37619,191704,,,,
28091,156767,37610,191713,,,,
28101,156776,37606,191705,,,,
28111,156773,37614,191719,,,,
28121,156795,37617,191721,,,,
28131,156752,37620,191743,,,,
28141,156776,37624,191713,,,,
28151,156757,37622,191734,,,,
28161,156798,37612,191739,,,,
28170,156788,37621,191714,,,,
28180,156747,37639,191729,,,,
28190,156777,37608,191758,,,,
28201,156784,37625,191758,,,,
28210,156782,37648,191762,,,,
28220,156800,37629,191749,,,,
28230,156794,37649,191752,,,,
28241,156790,37640,191746,,,,
28250,156783,37647,191764,,,,
28260,156807,37636,191764,,,,
28270,156794,37669,191778,,,,
28281,156806,37642,191784,,,,
28291,156798,37656,191781,,,,
28300,156793,37678,191811,,,,
28310,156779,37664,191796,,,,
28320,156761,37649,191804,,,,
28331,156776,37667,191808,,,,
28340,156789,37676,191837,,,,
28350,156787,37672,191835,,,,
28361,156791,37689,191843,,,,
28371,156787,37676,191821,,,,
28380,156793,37680,191847,,,,
28390,156803,37664,191860,,,,
28400,156793,37664,191876,,,,
28411,156812,37683,191861,,,,
28420,156814,37664,191881,,,,
28430,156830,37660,191851,,,,
28440,156804,37650,191861,,,,
28450,156826,37640,191868,,,,
28459,156832,37642,191881,,,,
28470,156828,37646,191870,,,,
28480,156815,37640,191864,,,,
28490,156828,37621,191856,,,,
28500,156807,37647,191876,,,,
28510,156805,37614,191867,,,,
28520,156786,37626,191863,,,,
28530,156805,37615,191847,,,,
28541,156791,37627,191842,,,,
28550,156793,37624,191862,,,,
28560,156806,37629,191874,,,,
28571,156773,37633,191877,,,,
28581,156785,37632,191877,,,,
28590,156805,37615,191863,,,,
28600,156806,37628,191851,,,,
28610,156796,37646,191884,,,,
28620,156779,37632,191870,,,,
28630,156770,37626,191870,,,,
28640,156773,37629,191899,,,,
28650,156766,37638,191881,,,,
28660,156787,37648,191903,,,,
28670,156783,37638,191869,,,,
28680,156783,37630,191881,,,,
28690,156772,37653,191863,,,,
28700,156763,37632,191864,,,,
28709,156785,37642,191854,,,,
28720,156777,37621,191845,,,,
28730,156766,37635,191834,,,,
28741,156757,37630,191863,,,,
28750,156787,37649,191858,,,,
28760,156779,37645,191864,,,,
28770,156773,37646,191866,,,,
28780,156765,37647,191872,,,,
28791,156780,37643,191870,,,,
28800,156773,37628,191851,,,,
28810,156766,37641,191876,,,,
28820,156771,37654,191852,,,,
28830,156760,37668,191860,,,,
28839,156748,37656,191869,,,,
28849,156762,37639,191851,,,,
28860,156752,37661,191845,,,,
28871,156755,37654,191861,,,,
28880,156733,37666,191844,,,,
28890,156765,37663,191874,,,,
28900,156748,37679,191858,,,,
28910,156745,37663,191869,,,,
28920,156745,37671,191871,,,,
28930,156736,37681,191884,,,,
28940,156748,37681,191860,,,,
28950,156727,37683,191860,,,,
28959,156745,37681,191843,,,,
28969,156733,37663,191869,,,,
28979,156731,37684,191858,,,,
28990,156732,37664,191848,,,,
29000,156728,37703,191838,,,,
29009,156729,37680,191847,,,,
29020,156725,37688,191861,,,,
29030,156711,37695,191843,,,,
29041,156716,37685,191845,,,,
29050,156720,37690,191833,,,,
29060,156733,37709,191858,,,,
29070,156721,37693,191840,,,,
29080,156720,37696,191835,,,,
29090,156709,37698,191859,,,,
29100,156710,37703,191849,,,,
29110,156714,37711,191848,,,,
29120,156734,37699,191818,,,,
29130,156682,37727,191838,,,,
29140,156717,37715,191842,,,,
29150,156678,37712,191847,,,,
29160,156708,37716,191824,,,,
29170,156694,37715,191855,,,,
29180,156711,37732,191864,,,,
29190,156701,37705,191854,,,,
29200,156705,37692,191861,,,,
29209,156720,37714,191869,,,,
29219,156709,37703,191881,,,,
29230,156724,37732,191891,,,,
29240,156741,37737,191907,,,,
29250,156757,37710,191911,,,,
29259,156749,37713,191934,,,,
29269,156765,37703,191941,,,,
29279,156769,37702,191923,,,,
29290,156763,37692,191938,,,,
29299,156766,37693,191933,,,,
29309,156758,37670,191940,,,,
29320,156751,37689,191914,,,,
29330,156736,37679,191903,,,,
29339,156745,37675,191937,,,,
29350,156753,37673,191926,,,,
29360,156744,37679,191914,,,,
29370,156754,37663,191937,,,,
29379,156750,37647,191924,,,,
29389,156740,37666,191905,,,,
29399,156734,37660,191924,,,,
29410,156712,37670,191951,,,,
29419,156722,37656,191931,,,,
29429,156720,37642,191914,,,,
29439,156721,37635,191938,,,,
29449,156709,37635,191915,,,,
29459,156715,37623,191910,,,,
29469,156731,37646,191932,,,,
29479,156728,37647,191933,,,,
29489,156717,37637,191913,,,,
29500,156694,37665,191919,,,,
29509,156685,37651,191913,,,,
29519,156679,37649,191901,,,,
29530,156673,37654,191889,,,,
29540,156658,37628,191896,,,,
29549,156654,37639,191871,,,,
29559,156661,37609,191894,,,,
29570,156655,37661,191870,,,,
29580,156642,37671,191876,,,,
29589,156646,37644,191845,,,,
29599,156658,37669,191870,,,,
29609,156623,37659,191861,,,,
29619,156651,37647,191841,,,,
29629,156629,37653,191850,,,,
29639,156648,37643,191823,,,,
29649,156624,37657,191848,,,,
29659,156625,37654,191845,,,,
29669,156624,37652,191848,,,,
29679,156620,37651,191842,,,,
29689,156598,37661,191868,,,,
29700,156625,37639,191827,,,,
29708,156612,37651,191831,,,,
29719,156592,37665,191843,,,,
29730,156617,37665,191846,,,,
29740,156589,37665,191848,,,,
29750,156600,37673,191850,,,,
29759,156618,37656,191844,,,,
29769,156565,37682,191837,,,,
29779,156599,37668,191836,,,,
29790,156609,37667,191830,,,,
29799,156596,37658,191861,,,,
29809,156587,37662,191843,,,,
29819,156577,37670,191834,,,,
29829,156585,37673,191843,,,,
29839,156580,37685,191851,,,,
29850,156572,37684,191838,,,,
29859,156560,37682,191841,,,,
29870,156566,37668,191828,,,,
29879,156552,37678,191820,,,,
29889,156545,37679,191801,,,,
29899,156542,37680,191816,,,,
29909,156544,37673,191840,,,,
29918,156539,37693,191800,,,,
29929,156537,37682,191792,,,,
29939,156537,37690,191829,,,,
29949,156527,37687,191823,,,,
29959,156540,37691,191799,,,,
29969,156534,37695,191812,,,,
29979,156539,37685,191826,,,,
29989,156528,37685,191837,,,,
29999,156515,37687,191820,,,,
30008,156517,37692,191828,,,,
30018,156524,37689,191821,,,,
30029,156527,37686,191835,,,,
30039,156507,37700,191816,,,,
30049,156521,37695,191810,,,,
30059,156499,37692,191813,,,,
30069,156505,37707,191821,,,,
30079,156512,37704,191812,,,,
30089,156486,37701,191822,,,,
30099,156499,37699,191813,,,,
30109,156500,37710,191818,,,,
30119,156480,37707,191825,,,,
30128,156498,37708,191806,,,,
30139,156509,37702,191817,,,,
30149,156500,37709,191806,,,,
30159,156473,37713,191832,,,,
30169,156491,37699,191839,,,,
30179,156523,37712,191825,,,,
30189,156489,37704,191855,,,,
30199,156510,37652,191812,,,,
30209,156492,37680,191830,,,,
30219,156509,37661,191833,,,,
30229,156471,37672,191832,,,,
30239,156489,37657,191815,,,,
30249,156498,37657,191814,,,,
30258,156480,37668,191830,,,,
30269,156480,37643,191825,,,,
30279,156495,37622,191812,,,,
30289,156473,37633,191814,,,,
30298,156456,37616,191807,,,,
30308,156441,37624,191791,,,,
30319,156452,37627,191779,,,,
30330,156451,37629,191776,,,,
30339,156453,37609,191773,,,,
30349,156441,37635,191776,,,,
30359,156430,37597,191770,,,,
30369,156422,37613,191750,,,,
30378,156415,37597,191745,,,,
30388,156426,37603,191756,,,,
30399,156399,37602,191756,,,,
30409,156410,37611,191748,,,,
30418,156394,37596,191756,,,,
30428,156410,37618,191757,,,,
30438,156407,37617,191761,,,,
30449,156399,37600,191732,,,,
30458,156388,37615,191750,,,,
30468,156402,37620,191780,,,,
30479,156416,37603,191762,,,,
30489,156406,37603,191759,,,,
30499,156386,37618,191782,,,,
30508,156391,37609,191770,,,,
30518,156387,37608,191783,,,,
30529,156376,37606,191791,,,,
30538,156398,37614,191773,,,,
30549,156396,37602,191773,,,,
30559,156385,37605,191763,,,,
30568,156379,37602,191754,,,,
30579,156366,37610,191761,,,,
30588,156363,37612,191745,,,,
30598,156375,37595,191742,,,,
30609,156376,37600,191756,,,,
30619,156346,37612,191749,,,,
30628,156336,37603,191742,,,,
30638,156322,37612,191740,,,,
30649,156357,37600,191742,,,,
30658,156357,37614,191738,,,,
30669,156358,37585,191749,,,,
30678,156349,37611,191737,,,,
30689,156343,37604,191747,,,,
30698,156336,37623,191755,,,,
30708,156344,37603,191748,,,,
30718,156332,37606,191727,,,,
30729,156329,37614,191715,,,,
30738,156337,37606,191767,,,,
30749,156317,37627,191737,,,,
30758,156323,37616,191703,,,,
30768,156314,37628,191741,,,,
30778,156309,37622,191716,,,,
30788,156316,37617,191747,,,,
30797,156302,37628,191735,,,,
30808,156321,37617,191727,,,,
30818,156308,37613,191726,,,,
30829,156304,37614,191693,,,,
30838,156300,37628,191728,,,,
30848,156287,37635,191688,,,,
30858,156293,37613,191719,,,,
30868,156304,37618,191730,,,,
30878,156296,37631,191705,,,,
30888,156280,37625,191676,,,,
30898,156285,37628,191682,,,,
30908,156253,37630,191701,,,,
30917,156263,37632,191687,,,,
30929,156256,37643,191686,,,,
30938,156259,37636,191687,,,,
30949,156263,37621,191681,,,,
30958,156257,37636,191668,,,,
30968,156254,37637,191673,,,,
30978,156254,37635,191686,,,,
30989,156251,37641,191664,,,,
30999,156233,37638,191683,,,,
31008,156229,37645,191663,,,,
31018,156244,37648,191656,,,,
31028,156224,37644,191676,,,,
31039,156243,37653,191678,,,,
31048,156228,37648,191651,,,,
31058,156231,37631,191668,,,,
31068,156236,37641,191665,,,,
31078,156235,37655,191675,,,,
31087,156227,37656,191663,,,,
31098,156229,37654,191650,,,,
31108,156224,37649,191637,,,,
31118,156240,37647,191663,,,,
31127,156235,37656,191657,,,,
31138,156238,37635,191659,,,,
31148,156241,37637,191629,,,,
31158,156219,37648,191677,,,,
31169,156248,37641,191655,,,,
31177,156242,37622,191680,,,,
31188,156240,37613,191664,,,,
31198,156241,37596,191663,,,,
31208,156206,37598,191649,,,,
31218,156204,37590,191627,,,,
31228,156219,37586,191647,,,,
31238,156202,37571,191643,,,,
31248,156217,37586,191638,,,,
31257,156214,37569,191624,,,,
31268,156191,37562,191633,,,,
31278,156214,37567,191631,,,,
31288,156198,37558,191627,,,,
31297,156192,37553,191609,,,,
31307,156180,37550,191603,,,,
31318,156169,37552,191608,,,,
31329,156190,37547,191597,,,,
31338,156183,37551,191624,,,,
31348,156188,37550,191602,,,,
31358,156181,37538,191612,,,,
31368,156182,37539,191590,,,,
31377,156180,37540,191607,,,,
31388,156188,37526,191583,,,,
31410,156155,37544,191570,,,,
31418,156141,37551,191582,,,,
31428,156134,37546,191553,,,,
31438,156135,37525,191574,,,,
31448,156151,37537,191577,,,,
31458,156153,37535,191555,,,,
31468,156134,37539,191579,,,,
31478,156151,37549,191542,,,,
31488,156154,37538,191538,,,,
31498,156127,37534,191559,,,,
31507,156131,37530,191572,,,,
31517,156145,37530,191581,,,,
31527,156154,37534,191554,,,,
31538,156148,37529,191572,,,,
31548,156158,37528,191559,,,,
31558,156145,37531,191563,,,,
31568,156137,37535,191571,,,,
31578,156132,37533,191574,,,,
31587,156152,37529,191591,,,,
31597,156136,37525,191563,,,,
31608,156145,37528,191581,,,,
31618,156146,37542,191581,,,,
31627,156145,37533,191573,,,,
31637,156150,37534,191579,,,,
31647,156161,37549,191581,,,,
31657,156143,37538,191602,,,,
31667,156141,37534,191593,,,,
31677,156143,37556,191587,,,,
31687,156125,37563,191606,,,,
31698,156180,37536,191611,,,,
31708,156163,37555,191609,,,,
31717,156155,37526,191603,,,,
31728,156153,37541,191618,,,,
31738,156169,37568,191609,,,,
31748,156153,37552,191615,,,,
31757,156163,37554,191619,,,,
31767,156146,37553,191606,,,,
31777,156171,37565,191638,,,,
31787,156171,37577,191646,,,,
31797,156181,37570,191646,,,,
31808,156170,37566,191670,,,,
31818,156164,37567,191654,,,,
31828,156177,37566,191660,,,,
31837,156190,37580,191687,,,,
31847,156186,37565,191664,,,,
31857,156196,37572,191698,,,,
31867,156191,37575,191669,,,,
31877,156181,37581,191701,,,,
31889,156213,37577,191699,,,,
31897,156205,37596,191717,,,,
31907,156212,37589,191722,,,,
31916,156201,37568,191712,,,,
31927,156198,37579,191728,,,,
31938,156196,37594,191706,,,,
31948,156211,37605,191733,,,,
31958,156210,37603,191747,,,,
31967,156220,37591,191758,,,,
31977,156212,37595,191742,,,,
31989,156221,37609,191745,,,,
31998,156225,37608,191792,,,,
32007,156200,37617,191732,,,,
32017,156216,37613,191766,,,,
32028,156215,37614,191777,,,,
32038,156232,37612,191778,,,,
32047,156230,37623,191783,,,,
32057,156243,37628,191787,,,,
32067,156246,37631,191760,,,,
32077,156226,37623,191794,,,,
32087,156228,37627,191838,,,,
32097,156261,37615,191832,,,,
32107,156248,37628,191844,,,,
32117,156274,37633,191853,,,,
32126,156281,37607,191865,,,,
32137,156267,37594,191881,,,,
32147,156287,37598,191856,,,,
32157,156291,37573,191868,,,,
32167,156292,37572,191866,,,,
32177,156289,37592,191867,,,,
32187,156281,37585,191885,,,,
32197,156314,37576,191891,,,,
32207,156312,37585,191895,,,,
32217,156311,37574,191893,,,,
32227,156312,37560,191885,,,,
32237,156321,37547,191890,,,,
32248,156300,37579,191888,,,,
32257,156303,37572,191877,,,,
32267,156309,37565,191885,,,,
32277,156304,37553,191887,,,,
32287,156296,37562,191883,,,,
32297,156301,37544,191900,,,,
32307,156310,37553,191895,,,,
32317,156308,37566,191899,,,,
32327,156305,37555,191906,,,,
32336,156305,37573,191913,,,,
32347,156309,37550,191924,,,,
32357,156315,37561,191886,,,,
32367,156277,37572,191931,,,,
32376,156316,37574,191931,,,,
32389,156308,37573,191942,,,,
32397,156322,37573,191937,,,,
32407,156337,37573,191929,,,,
32416,156346,37555,191942,,,,
32426,156332,37579,191952,,,,
32437,156327,37563,191928,,,,
32447,156327,37576,191934,,,,
32457,156322,37577,191964,,,,
32466,156338,37573,191980,,,,
32477,156351,37577,191988,,,,
32487,156343,37579,191993,,,,
32497,156356,37559,191971,,,,
32507,156331,37590,191973,,,,
32517,156329,37574,191979,,,,
32527,156331,37580,191997,,,,
32537,156337,37588,191978,,,,
32546,156354,37590,191982,,,,
32556,156358,37592,192011,,,,
32566,156362,37587,192005,,,,
32577,156369,37586,192007,,,,
32586,156357,37608,192015,,,,
32596,156364,37597,192039,,,,
32606,156369,37600,192028,,,,
32617,156377,37610,192053,,,,
32626,156384,37600,192021,,,,
32636,156377,37612,192062,,,,
32646,156410,37617,192048,,,,
32657,156391,37616,192083,,,,
32666,156418,37612,192074,,,,
32676,156391,37628,192081,,,,
32686,156399,37618,192073,,,,
32697,156374,37624,192090,,,,
32707,156386,37638,192061,,,,
32716,156383,37633,192069,,,,
32726,156388,37624,192052,,,,
32737,156391,37629,192088,,,,
32747,156391,37631,192083,,,,
32756,156384,37637,192075,,,,
32767,156373,37616,192074,,,,
32777,156384,37632,192062,,,,
32787,156376,37643,192069,,,,
32796,156399,37639,192084,,,,
32806,156391,37639,192088,,,,
32817,156379,37653,192080,,,,
32827,156389,37649,192104,,,,
32836,156393,37652,192107,,,,
32846,156392,37660,192115,,,,
32856,156406,37646,192112,,,,
32867,156395,37649,192102,,,,
32876,156409,37654,192132,,,,
32887,156385,37670,192119,,,,
32896,156405,37663,192119,,,,
32907,156395,37674,192126,,,,
32916,156393,37682,192124,,,,
32926,156405,37682,192143,,,,
32937,156414,37682,192145,,,,
32947,156389,37690,192152,,,,
32957,156415,37687,192143,,,,
32966,156411,37703,192133,,,,
32976,156393,37686,192152,,,,
32987,156408,37676,192155,,,,
32996,156406,37691,192142,,,,
33006,156403,37677,192165,,,,
33017,156412,37694,192152,,,,
33027,156405,37695,192185,,,,
33037,156432,37705,192202,,,,
33046,156421,37705,192199,,,,
33056,156438,37696,192207,,,,
33066,156441,37694,192220,,,,
33077,156431,37686,192231,,,,
33086,156466,37683,192218,,,,
33096,156462,37680,192240,,,,
33106,156448,37675,192209,,,,
33117,156445,37671,192203,,,,
33126,156454,37647,192228,,,,
33136,156457,37655,192215,,,,
33146,156449,37647,192222,,,,
33157,156459,37646,192217,,,,
33166,156449,37647,192206,,,,
33176,156450,37636,192209,,,,
33186,156451,37639,192213,,,,
33197,156440,37617,192190,,,,
33207,156434,37629,192210,,,,
33216,156440,37619,192200,,,,
33226,156458,37613,192192,,,,
33237,156443,37632,192207,,,,
33247,156425,37637,192188,,,,
33256,156424,37630,192172,,,,
33266,156424,37621,192208,,,,
33276,156426,37619,192180,,,,
33286,156404,37624,192193,,,,
33296,156418,37621,192174,,,,
33306,156418,37617,192159,,,,
33316,156392,37621,192158,,,,
33326,156396,37630,192146,,,,
33336,156391,37615,192142,,,,
33346,156403,37603,192135,,,,
33356,156383,37621,192129,,,,
33367,156379,37614,192131,,,,
33376,156371,37605,192122,,,,
33386,156349,37620,192123,,,,
33396,156371,37624,192107,,,,
33406,156371,37636,192099,,,,
33416,156350,37604,192087,,,,
33426,156341,37622,192087,,,,
33436,156368,37607,192080,,,,
33446,156343,37603,192100,,,,
33457,156342,37606,192099,,,,
33466,156315,37619,192097,,,,
33476,156348,37613,192069,,,,
33486,156351,37605,192078,,,,
33496,156351,37630,192064,,,,
33506,156312,37621,192055,,,,
33516,156321,37624,192063,,,,
33526,156320,37617,192040,,,,
33537,156307,37623,192057,,,,
33546,156322,37625,192041,,,,
33556,156296,37624,192048,,,,
33566,156326,37623,192053,,,,
33577,156327,37620,192048,,,,
33586,156332,37622,192045,,,,
33596,156291,37624,192046,,,,
33606,156300,37622,192037,,,,
33616,156326,37638,192034,,,,
33626,156333,37628,192038,,,,
33636,156311,37626,192040,,,,
33646,156321,37631,192047,,,,
33656,156327,37643,192019,,,,
33669,156313,37640,192029,,,,
33676,156308,37632,192023,,,,
33686,156303,37637,192027,,,,
33696,156306,37647,192023,,,,
33707,156322,37625,192024,,,,
33716,156319,37630,192029,,,,
33726,156304,37637,192017,,,,
33736,156313,37648,192032,,,,
33746,156315,37652,192021,,,,
33755,156322,37648,192013,,,,
33765,156321,37649,192018,,,,
33776,156302,37657,192034,,,,
33786,156323,37654,192013,,,,
33795,156322,37664,192037,,,,
33805,156330,37668,192030,,,,
33816,156316,37653,192043,,,,
33826,156317,37653,192013,,,,
33835,156319,37646,192010,,,,
33845,156326,37653,192016,,,,
33855,156320,37648,192034,,,,
33866,156312,37671,192006,,,,
33875,156321,37658,192004,,,,
33885,156314,37673,191997,,,,
33896,156324,37661,192005,,,,
33906,156322,37654,192021,,,,
33916,156326,37664,192018,,,,
33925,156322,37661,192008,,,,
33936,156325,37669,191979,,,,
33946,156304,37665,191988,,,,
33956,156322,37684,191967,,,,
33965,156305,37683,191995,,,,
33976,156331,37680,191969,,,,
33986,156306,37687,191984,,,,
33996,156318,37691,191966,,,,
34005,156333,37681,191987,,,,
34015,156329,37669,191995,,,,
34026,156324,37686,191997,,,,
34035,156350,37679,192019,,,,
34045,156358,37654,192007,,,,
34056,156365,37666,192023,,,,
34066,156370,37662,192006,,,,
34076,156372,37659,192011,,,,
34085,156348,37643,191996,,,,
34095,156357,37624,191997,,,,
34106,156346,37647,191995,,,,
34115,156360,37622,191985,,,,
34125,156352,37615,191997,,,,
34136,156359,37601,191987,,,,
34146,156362,37612,191975,,,,
34156,156345,37614,191979,,,,
34166,156347,37587,191986,,,,
34175,156363,37600,191966,,,,
34185,156358,37569,191966,,,,
34195,156340,37594,191966,,,,
34205,156345,37592,191946,,,,
34215,156336,37583,191957,,,,
34226,156331,37584,191944,,,,
34236,156326,37587,191941,,,,
34246,156329,37576,191921,,,,
34255,156318,37586,191937,,,,
34265,156339,37571,191927,,,,
34276,156294,37578,191914,,,,
34286,156326,37584,191908,,,,
34295,156285,37582,191885,,,,
34305,156295,37564,191883,,,,
34316,156283,37563,191906,,,,
34326,156299,37581,191884,,,,
34335,156279,37584,191899,,,,
34345,156310,37572,191877,,,,
34356,156320,37580,191886,,,,
34366,156320,37576,191914,,,,
34375,156314,37578,191883,,,,
34385,156305,37570,191891,,,,
34395,156299,37586,191885,,,,
34405,156302,37553,191882,,,,
34416,156311,37567,191887,,,,
34425,156291,37569,191891,,,,
34435,156279,37582,191891,,,,
34445,156300,37574,191848,,,,
34456,156301,37565,191868,,,,
34465,156297,37574,191860,,,,
34475,156294,37584,191855,,,,
34486,156280,37575,191845,,,,
34496,156273,37575,191835,,,,
34505,156273,37580,191850,,,,
34515,156283,37585,191838,,,,
34525,156282,37573,191837,,,,
34536,156276,37575,191841,,,,
34545,156274,37580,191843,,,,
34555,156294,37567,191835,,,,
34565,156284,37577,191851,,,,
34575,156275,37576,191842,,,,
34584,156300,37584,191821,,,,
34595,156289,37586,191832,,,,
34605,156292,37589,191842,,,,
34616,156290,37580,191816,,,,
34625,156290,37593,191807,,,,
34635,156247,37597,191805,,,,
34645,156265,37588,191822,,,,
34655,156270,37587,191804,,,,
34665,156261,37589,191797,,,,
34675,156262,37588,191798,,,,
34685,156262,37576,191809,,,,
34695,156260,37603,191794,,,,
34705,156258,37590,191806,,,,
34715,156271,37598,191776,,,,
34725,156240,37602,191795,,,,
34735,156242,37597,191805,,,,
34746,156258,37593,191787,,,,
34755,156255,37594,191800,,,,
34765,156254,37613,191791,,,,
34775,156253,37601,191786,,,,
34785,156254,37612,191796,,,,
34794,156242,37609,191792,,,,
34804,156246,37610,191789,,,,
34815,156260,37617,191779,,,,
34825,156254,37628,191770,,,,
34834,156226,37606,191778,,,,
34844,156242,37628,191783,,,,
34855,156241,37620,191779,,,,
34865,156243,37622,191765,,,,
34875,156246,37613,191772,,,,
34884,156249,37607,191766,,,,
34895,156237,37622,191777,,,,
34905,156250,37633,191773,,,,
34915,156254,37611,191737,,,,
34925,156241,37627,191773,,,,
34934,156245,37629,191745,,,,
34945,156249,37620,191749,,,,
34955,156246,37638,191749,,,,
34965,156250,37637,191751,,,,
34975,156235,37635,191755,,,,
34985,156260,37627,191759,,,,
34995,156248,37640,191776,,,,
35005,156267,37640,191766,,,,
35015,156263,37633,191777,,,,
35025,156280,37628,191773,,,,
35035,156291,37633,191770,,,,
35044,156286,37631,191815,,,,
35054,156296,37601,191776,,,,
35065,156282,37595,191793,,,,
35075,156290,37595,191778,,,,
35085,156272,37581,191778,,,,
35095,156282,37588,191769,,,,
35105,156284,37573,191766,,,,
35114,156277,37581,191782,,,,
35125,156284,37577,191767,,,,
35135,156276,37566,191774,,,,
35145,156253,37569,191761,,,,
35155,156267,37568,191751,,,,
35165,156248,37549,191737,,,,
35174,156261,37553,191735,,,,
35184,156247,37547,191727,,,,
35195,156241,37541,191734,,,,
35205,156249,37555,191718,,,,
35214,156249,37531,191714,,,,
35225,156216,37537,191719,,,,
35234,156236,37546,191691,,,,
35245,156214,37529,191690,,,,
35255,156207,37536,191664,,,,
35265,156222,37537,191653,,,,
35275,156190,37542,191659,,,,
35285,156208,37530,191642,,,,
35294,156198,37545,191665,,,,
35304,156201,37540,191634,,,,
35315,156182,37550,191643,,,,
35325,156203,37538,191628,,,,
35334,156193,37540,191646,,,,
35344,156214,37537,191656,,,,
35355,156184,37540,191669,,,,
35365,156202,37543,191643,,,,
35375,156189,37533,191643,,,,
35384,156210,37533,191652,,,,
35395,156200,37543,191643,,,,
35405,156202,37529,191652,,,,
35415,156199,37529,191638,,,,
35424,156215,37538,191627,,,,
35434,156193,37537,191630,,,,
35444,156192,37535,191622,,,,
35455,156187,37534,191631,,,,
35464,156169,37544,191628,,,,
35474,156173,37535,191618,,,,
35484,156183,37535,191617,,,,
35495,156173,37536,191592,,,,
35504,156167,37530,191615,,,,
35514,156185,37524,191606,,,,
35525,156181,37521,191599,,,,
35535,156173,37533,191577,,,,
35544,156167,37548,191596,,,,
35554,156170,37550,191591,,,,
35564,156138,37534,191593,,,,
35574,156159,37539,191585,,,,
35583,156163,37544,191554,,,,
35594,156150,37541,191573,,,,
35605,156172,37545,191571,,,,
35615,156159,37550,191560,,,,
35625,156161,37545,191560,,,,
35634,156168,37535,191572,,,,
35644,156133,37551,191576,,,,
35655,156151,37556,191558,,,,
35665,156157,37538,191563,,,,
35674,156172,37553,191557,,,,
35684,156171,37555,191574,,,,
35694,156179,37549,191582,,,,
35704,156173,37563,191591,,,,
35714,156189,37555,191584,,,,
35724,156174,37573,191581,,,,
35750,156191,37563,191597,,,,
35754,156192,37570,191606,,,,
35764,156199,37570,191586,,,,
35774,156188,37583,191620,,,,
35785,156216,37566,191625,,,,
35793,156217,37561,191618,,,,
35804,156230,37579,191615,,,,
35815,156220,37583,191626,,,,
35825,156225,37592,191625,,,,
35834,156221,37581,191631,,,,
35844,156223,37585,191644,,,,
35854,156241,37599,191641,,,,
35864,156241,37579,191611,,,,
35874,156230,37581,191651,,,,
35883,156244,37595,191636,,,,
35894,156233,37608,191645,,,,
35905,156268,37563,191660,,,,
35915,156253,37587,191667,,,,
35924,156231,37609,191691,,,,
35934,156275,37609,191683,,,,
35944,156289,37608,191694,,,,
35954,156298,37602,191700,,,,
35963,156292,37611,191693,,,,
35973,156291,37599,191716,,,,
35990,156329,37593,191722,,,,
35994,156314,37587,191723,,,,
36004,156351,37593,191722,,,,
36014,156326,37574,191715,,,,
36024,156312,37580,191706,,,,
36035,156327,37579,191724,,,,
